group,sigma_n_mV,mean_cross_cycles,window_span_cycles,mean_std_rel10x,se_std_rel10x,grp_wall_time_s
Group 0 (11.5 mV),11.5,7988.6,79886.0,1.5468622194489523,0.05304725431647004,0.8110182285308838
Group 1 (23.0 mV),23.0,11559.4,115594.0,2.1275112314482234,0.11695828776245423,1.1138651371002197
Group 2 (45.5 mV),45.5,23560.2,235602.0,2.985353621092415,0.19419995362338932,2.2766265869140625
Group 3 (90.0 mV),90.0,41469.8,414698.0,4.042859510253251,0.1865036622685551,4.101977825164795
Group 4 (180.0 mV),180.0,83729.4,837294.0,5.981605367859942,0.21643557984433381,8.412879228591919
Group 5 (360.0 mV),360.0,141707.4,1417074.0,8.43590004218176,0.25467441226781984,14.218014001846313
