n_sub,mean_cross_cycles,mean_cross_time_us,window_span_cycles,mean_std_rel10x,se_std_rel10x,grp_wall_time_s
4,5382.6,1.0765200000000001,53826.0,5.8372246991725,0.33556997889119405,0.5538790225982666
16,22561.4,4.5122800000000005,225614.0,2.979426830341268,0.06423329135343858,2.262223482131958
64,103638.6,20.72772,1036386.0,1.495776606994716,0.039388797529092766,10.286461353302002
256,455728.6,91.14572000000001,4557286.0,0.7801616523400783,0.0236092066809001,46.1509473323822
