subwindows_k,bartlett_pred_pct,mean_cv_within_py_pct,mean_cv_within_c_pct,ratio_c_over_py
2,7.731708113012776,2.6314043471426474,2.5410379284914417,0.9656584824185871
4,10.934286473732758,4.946053278291034,4.327543240530842,0.8749487716853103
8,15.463416226025553,7.592083314444221,7.7912911255187876,1.0262388863272307
16,21.868572947465516,11.392246935000024,10.475867697256506,0.919561150405882
