seed,std_full_py,cv_within_py_pct,std_full_c,cv_within_c_pct
201,3.070180011781912,11.627389467910389,2.923089669191004,6.221708554776046
202,3.035924406046119,9.198788180814272,3.2270352051932676,9.108768328414477
203,3.0556617067003575,10.494754325189309,2.995754860425763,6.397062230964055
204,3.1062416138667865,8.985775336164295,3.1352644720016545,9.858909832139929
205,3.02605435491365,9.93369164642731,2.9829737623152845,4.920439909690467
206,3.110090408406137,13.033684180707821,3.1123883079710604,9.127272569080395
207,3.1215483571624247,10.846254798993666,3.032667963222034,9.241360076689391
208,3.132092931262317,8.972001143550571,3.0580747876860985,9.206755915188882
209,3.0352901702950312,7.236501587346133,3.0463448134034863,11.946134032497683
210,3.0692178362201528,10.483138562201441,3.053245070304093,11.626126164439606
211,2.9867773329983707,9.947810915532699,3.136444043480364,10.37766662545428
212,3.0111226696722375,8.025449499998254,3.0535365962024352,8.8308763601967
213,3.100678986300463,11.434097270079581,3.082897839678173,12.534665378499971
214,3.104452311893462,13.275405239639241,2.882705117957346,8.455805379539399
215,3.1356512602905804,8.19225685438499,3.066784575330866,8.964441340734277
216,3.1010428055937997,11.034565695243359,3.0891231994300288,10.202598478081798
217,3.040574973520369,10.392082090422461,3.063160146039288,9.275140973394077
218,3.0706806965209226,6.962574395860504,3.2738131353938176,9.177863682311212
219,3.125691405942365,14.085386675023196,2.9905138556090622,10.383751201998088
220,3.0969176121778954,8.39390975868387,3.060995851461086,13.228766449177101
