n_sub,mean_std,mean_n_codes,se_n_codes,mean_p_max_pct,se_p_max_pct
4,6.231791787356022,42.9,1.4255603186895396,6.63,0.07866616446795138
16,3.090856974400905,17.8,0.5925462944877058,13.398266666666666,0.8010891240625838
64,1.3992655678802457,7.9,0.4818944098266987,29.27006666666666,2.676759043560691
256,0.6118462946686808,3.2,0.19999999999999998,58.28286666666666,4.8852777714473445
