truncation_lag_M,mean_tau_py_cycles,mean_tau_c_cycles,ratio_c_over_py
100,197.2293007245552,197.20263958806433,0.9998648216244092
500,940.8769115309333,940.3822685136229,0.9994742744653968
1000,1785.1076184454746,1783.2414989034835,0.9989546179049887
2000,3222.799145782885,3219.6705441463687,0.9990292284765527
5000,6028.077826502087,6052.985462418551,1.0041319366858468
10000,7949.305374275896,8083.908119812569,1.0169326424384513
20000,8810.959971367492,9240.155134364595,1.0487115098005024
50000,8085.551398944559,9695.37925943328,1.1990993292923546
