 time                   v(clk)                 v(xt.icmp)             v(xt.vth_soft)         v(xt.vth_hard)         v(cmp_soft)            v(cmp_hard)            v(isense)             
 0.000000000000000e+00  0.000000000000000e+00  8.846469878216716e-01  8.235291709027230e-01  9.569438178607422e-01  6.105027418683224e-01  3.453335251931210e-08  1.770085307889577e+00 
 2.000000000000000e-12  0.000000000000000e+00  8.846469878216744e-01  8.235291709027236e-01  9.569438178607403e-01  6.105027418683129e-01  3.453335355998663e-08  1.770085307889607e+00 
 4.000000000000001e-12  0.000000000000000e+00  8.846469878216773e-01  8.235291709027243e-01  9.569438178607386e-01  6.105027418683064e-01  3.453335443125150e-08  1.770085307889637e+00 
 8.000000000000001e-12  0.000000000000000e+00  8.846469878216815e-01  8.235291709027177e-01  9.569438178607329e-01  6.105027418683050e-01  3.453336151672953e-08  1.770085307889650e+00 
 1.600000000000000e-11  0.000000000000000e+00  8.846469878216926e-01  8.235291709026992e-01  9.569438178606994e-01  6.105027418683145e-01  3.453336123050016e-08  1.770085307889658e+00 
 3.200000000000001e-11  0.000000000000000e+00  8.846469878217076e-01  8.235291709026635e-01  9.569438178606774e-01  6.105027418683403e-01  3.453334178248816e-08  1.770085307889701e+00 
 6.400000000000001e-11  0.000000000000000e+00  8.846469878217232e-01  8.235291709026379e-01  9.569438178605643e-01  6.105027418684529e-01  3.453334928069486e-08  1.770085307889752e+00 
 1.280000000000000e-10  0.000000000000000e+00  8.846469878218153e-01  8.235291709026346e-01  9.569438178603508e-01  6.105027432925888e-01  3.453336109858664e-08  1.770085307889778e+00 
 2.560000000000000e-10  0.000000000000000e+00  8.846469878217793e-01  8.235291709025984e-01  9.569438178600822e-01  6.105027393029990e-01  3.453334993526795e-08  1.770085307889335e+00 
 4.560000000000001e-10  0.000000000000000e+00  8.846469878215534e-01  8.235291709026205e-01  9.569438178598727e-01  6.105027440729980e-01  3.453334899773062e-08  1.770085307890510e+00 
 6.560000000000001e-10  0.000000000000000e+00  8.846469878214991e-01  8.235291709024979e-01  9.569438178598138e-01  6.105027403325289e-01  3.453335426981909e-08  1.770085307890894e+00 
 8.560000000000001e-10  0.000000000000000e+00  8.846469878215062e-01  8.235291709023340e-01  9.569438178598084e-01  6.105027429943691e-01  3.453335221185489e-08  1.770085307890921e+00 
 1.056000000000000e-09  0.000000000000000e+00  8.846469878215281e-01  8.235291709021637e-01  9.569438178598247e-01  6.105027410534349e-01  3.453335332597618e-08  1.770085307890774e+00 
 1.256000000000000e-09  0.000000000000000e+00  8.846469878215546e-01  8.235291709020018e-01  9.569438178598538e-01  6.105027424598642e-01  3.453335188200481e-08  1.770085307890542e+00 
 1.456000000000000e-09  0.000000000000000e+00  8.846469878215892e-01  8.235291709018506e-01  9.569438178598806e-01  6.105027414391628e-01  3.453335311447337e-08  1.770085307890265e+00 
 1.656000000000000e-09  0.000000000000000e+00  8.846469878216260e-01  8.235291709017133e-01  9.569438178599099e-01  6.105027421797614e-01  3.453335103294861e-08  1.770085307889970e+00 
