deck,psrr_100k,psrr_1k,psrr_1m,psrr_dc
psrr_hbt_typ_mos_tt_res_typ_T-40_3.3,-35.4927,-75.451,-18.5175,-105.273
psrr_hbt_typ_mos_tt_res_typ_T175_3.3,-35.0738,-75.01,-18.4131,-98.039
psrr_hbt_typ_mos_tt_res_typ_T27_3.3,-35.3951,-75.3497,-18.4647,-102.956
