deck,psrr_100k,psrr_1k,psrr_1m,psrr_dc
psrrvar_A_wellcaps_to_vdd_T27_3.3,-39.6157,-79.5579,-22.6897,-102.958
psrrvar_B_nocaps_T27_3.3,-42.1634,-82.0964,-24.7938,-102.958
