Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_4;CTX_L10_1;0.239;
C2;CTX_L10_0,CTX_L30_4;CTX_L10_2;0.036;
C3;CTX_L10_0,CTX_L30_4;CTX_L126_0;0.046;
C4;CTX_L10_0,CTX_L30_4;CTX_L126_1,CTX_L134_0;0.073;
C5;CTX_L10_0,CTX_L30_4;CTX_L30_1;0.01;
C6;CTX_L10_0,CTX_L30_4;CTX_L30_2,CTX_L50_8;0.487;
C7;CTX_L10_0,CTX_L30_4;CTX_L30_3,CTX_L50_0;0.725;
C8;CTX_L10_0,CTX_L30_4;CTX_L30_5,CTX_L50_1;0.337;
C9;CTX_L10_0,CTX_L30_4;CTX_L30_6,CTX_L50_6;0.067;
C10;CTX_L10_0,CTX_L30_4;CTX_L30_7,CTX_L50_2;0.04;
C11;CTX_L10_0,CTX_L30_4;CTX_L30_8;0.012;
C12;CTX_L10_0,CTX_L30_4;CTX_L50_3;0.061;
C13;CTX_L10_0,CTX_L30_4;CTX_L50_5;0.03;
C14;CTX_L10_0,CTX_L30_4;CTX_L50_7;0.025;
C15;CTX_L10_0,CTX_L30_4;CTX_L50_9;0.028;
C16;CTX_L10_0,CTX_L30_4;CTX_L8_0;0.008;
C17;CTX_L10_0,CTX_L30_4;N;0.029;
C18;CTX_L10_0,CTX_L30_4;P;0.022;
C19;CTX_L10_0,CTX_L30_4;VSUBS;1.26;
C20;CTX_L10_1;CTX_L10_2;0.179;
C21;CTX_L10_1;CTX_L126_0;0.082;
C22;CTX_L10_1;CTX_L126_1,CTX_L134_0;0.025;
C23;CTX_L10_1;CTX_L30_0;0.012;
C24;CTX_L10_1;CTX_L30_1;0.0;
C25;CTX_L10_1;CTX_L30_2,CTX_L50_8;0.041;
C26;CTX_L10_1;CTX_L30_5,CTX_L50_1;0.078;
C27;CTX_L10_1;CTX_L30_6,CTX_L50_6;0.041;
C28;CTX_L10_1;CTX_L30_7,CTX_L50_2;0.014;
C29;CTX_L10_1;CTX_L30_8;0.004;
C30;CTX_L10_1;CTX_L50_3;0.053;
C31;CTX_L10_1;CTX_L50_5;0.073;
C32;CTX_L10_1;CTX_L50_7;0.009;
C33;CTX_L10_1;CTX_L8_0;0.0;
C34;CTX_L10_1;VSUBS;1.188;
C35;CTX_L10_2;CTX_L126_0;0.088;
C36;CTX_L10_2;CTX_L126_1,CTX_L134_0;0.058;
C37;CTX_L10_2;CTX_L30_1;0.055;
C38;CTX_L10_2;CTX_L30_2,CTX_L50_8;0.046;
C39;CTX_L10_2;CTX_L30_3,CTX_L50_0;0.005;
C40;CTX_L10_2;CTX_L30_5,CTX_L50_1;0.035;
C41;CTX_L10_2;CTX_L30_6,CTX_L50_6;0.004;
C42;CTX_L10_2;CTX_L30_9;0.002;
C43;CTX_L10_2;CTX_L50_5;0.005;
C44;CTX_L10_2;CTX_L50_7;0.035;
C45;CTX_L10_2;CTX_L50_9;0.068;
C46;CTX_L10_2;CTX_L8_0;0.018;
C47;CTX_L10_2;N;0.015;
C48;CTX_L10_2;P;0.019;
C49;CTX_L10_2;VSUBS;1.346;
C50;CTX_L126_0;CTX_L126_1,CTX_L134_0;0.397;
C51;CTX_L126_0;CTX_L30_0;0.006;
C52;CTX_L126_0;CTX_L30_1;0.072;
C53;CTX_L126_0;CTX_L30_2,CTX_L50_8;0.083;
C54;CTX_L126_0;CTX_L30_3,CTX_L50_0;0.011;
C55;CTX_L126_0;CTX_L30_5,CTX_L50_1;0.075;
C56;CTX_L126_0;CTX_L30_6,CTX_L50_6;0.117;
C57;CTX_L126_0;CTX_L30_7,CTX_L50_2;0.011;
C58;CTX_L126_0;CTX_L30_8;0.002;
C59;CTX_L126_0;CTX_L30_9;0.003;
C60;CTX_L126_0;CTX_L50_3;0.031;
C61;CTX_L126_0;CTX_L50_5;0.135;
C62;CTX_L126_0;CTX_L50_7;0.277;
C63;CTX_L126_0;CTX_L50_9;0.035;
C64;CTX_L126_0;CTX_L8_0;0.014;
C65;CTX_L126_0;N;0.025;
C66;CTX_L126_0;P;0.029;
C67;CTX_L126_0;VSUBS;1.414;
C68;CTX_L126_1,CTX_L134_0;CTX_L30_0;0.01;
C69;CTX_L126_1,CTX_L134_0;CTX_L30_1;0.136;
C70;CTX_L126_1,CTX_L134_0;CTX_L30_2,CTX_L50_8;0.044;
C71;CTX_L126_1,CTX_L134_0;CTX_L30_3,CTX_L50_0;0.078;
C72;CTX_L126_1,CTX_L134_0;CTX_L30_5,CTX_L50_1;0.098;
C73;CTX_L126_1,CTX_L134_0;CTX_L30_6,CTX_L50_6;0.013;
C74;CTX_L126_1,CTX_L134_0;CTX_L30_9;0.078;
C75;CTX_L126_1,CTX_L134_0;CTX_L50_3;0.031;
C76;CTX_L126_1,CTX_L134_0;CTX_L50_5;0.022;
C77;CTX_L126_1,CTX_L134_0;CTX_L50_7;0.013;
C78;CTX_L126_1,CTX_L134_0;CTX_L50_9;0.033;
C79;CTX_L126_1,CTX_L134_0;CTX_L8_0;0.028;
C80;CTX_L126_1,CTX_L134_0;N;0.084;
C81;CTX_L126_1,CTX_L134_0;P;0.029;
C82;CTX_L126_1,CTX_L134_0;VSUBS;2.403;
C83;CTX_L30_0;CTX_L30_1;0.003;
C84;CTX_L30_0;CTX_L30_2,CTX_L50_8;0.036;
C85;CTX_L30_0;CTX_L30_5,CTX_L50_1;0.027;
C86;CTX_L30_0;CTX_L50_3;0.032;
C87;CTX_L30_0;CTX_L50_5;0.003;
C88;CTX_L30_0;CTX_L50_7;0.0;
C89;CTX_L30_0;CTX_L8_0;0.0;
C90;CTX_L30_0;VSUBS;0.347;
C91;CTX_L30_1;CTX_L30_3,CTX_L50_0;0.344;
C92;CTX_L30_1;CTX_L30_5,CTX_L50_1;0.0;
C93;CTX_L30_1;CTX_L50_3;0.0;
C94;CTX_L30_1;CTX_L50_5;0.0;
C95;CTX_L30_1;CTX_L50_7;0.002;
C96;CTX_L30_1;CTX_L50_9;0.067;
C97;CTX_L30_1;CTX_L8_0;0.176;
C98;CTX_L30_1;N;0.124;
C99;CTX_L30_1;P;0.124;
C100;CTX_L30_1;VSUBS;1.329;
C101;CTX_L30_2,CTX_L50_8;CTX_L30_3,CTX_L50_0;0.003;
C102;CTX_L30_2,CTX_L50_8;CTX_L30_5,CTX_L50_1;0.056;
C103;CTX_L30_2,CTX_L50_8;CTX_L30_6,CTX_L50_6;0.027;
C104;CTX_L30_2,CTX_L50_8;CTX_L30_9;0.0;
C105;CTX_L30_2,CTX_L50_8;CTX_L50_3;0.03;
C106;CTX_L30_2,CTX_L50_8;CTX_L50_5;0.032;
C107;CTX_L30_2,CTX_L50_8;CTX_L50_7;2.198;
C108;CTX_L30_2,CTX_L50_8;CTX_L50_9;0.358;
C109;CTX_L30_2,CTX_L50_8;N;0.0;
C110;CTX_L30_2,CTX_L50_8;P;0.0;
C111;CTX_L30_2,CTX_L50_8;VSUBS;0.556;
C112;CTX_L30_3,CTX_L50_0;CTX_L50_9;0.0;
C113;CTX_L30_3,CTX_L50_0;CTX_L8_0;0.042;
C114;CTX_L30_3,CTX_L50_0;N;1.368;
C115;CTX_L30_3,CTX_L50_0;P;0.001;
C116;CTX_L30_3,CTX_L50_0;VSUBS;0.475;
C117;CTX_L30_5,CTX_L50_1;CTX_L30_6,CTX_L50_6;0.16;
C118;CTX_L30_5,CTX_L50_1;CTX_L50_3;0.732;
C119;CTX_L30_5,CTX_L50_1;CTX_L50_5;0.783;
C120;CTX_L30_5,CTX_L50_1;CTX_L50_7;0.029;
C121;CTX_L30_5,CTX_L50_1;CTX_L50_9;0.028;
C122;CTX_L30_5,CTX_L50_1;CTX_L8_0;0.003;
C123;CTX_L30_5,CTX_L50_1;N;0.03;
C124;CTX_L30_5,CTX_L50_1;P;0.022;
C125;CTX_L30_5,CTX_L50_1;VSUBS;0.969;
C126;CTX_L30_6,CTX_L50_6;CTX_L30_7,CTX_L50_2;0.032;
C127;CTX_L30_6,CTX_L50_6;CTX_L30_8;0.0;
C128;CTX_L30_6,CTX_L50_6;CTX_L50_3;0.037;
C129;CTX_L30_6,CTX_L50_6;CTX_L50_5;0.574;
C130;CTX_L30_6,CTX_L50_6;CTX_L50_7;0.242;
C131;CTX_L30_6,CTX_L50_6;VSUBS;0.484;
C132;CTX_L30_7,CTX_L50_2;CTX_L30_8;0.154;
C133;CTX_L30_7,CTX_L50_2;CTX_L50_3;0.652;
C134;CTX_L30_7,CTX_L50_2;CTX_L50_5;0.002;
C135;CTX_L30_7,CTX_L50_2;CTX_L50_7;0.0;
C136;CTX_L30_7,CTX_L50_2;VSUBS;0.318;
C137;CTX_L30_8;CTX_L30_9;0.001;
C138;CTX_L30_8;CTX_L50_3;0.014;
C139;CTX_L30_8;CTX_L50_4;0.003;
C140;CTX_L30_8;CTX_L50_5;0.002;
C141;CTX_L30_8;VSUBS;0.229;
C142;CTX_L30_9;CTX_L50_7;0.0;
C143;CTX_L30_9;CTX_L50_9;0.001;
C144;CTX_L30_9;N;0.014;
C145;CTX_L30_9;P;0.002;
C146;CTX_L30_9;VSUBS;0.782;
C147;CTX_L50_3;CTX_L50_4;0.015;
C148;CTX_L50_3;CTX_L50_5;0.464;
C149;CTX_L50_3;CTX_L8_0;0.0;
C150;CTX_L50_3;VSUBS;0.738;
C151;CTX_L50_4;CTX_L50_5;0.003;
C152;CTX_L50_4;VSUBS;0.007;
C153;CTX_L50_5;CTX_L50_7;0.214;
C154;CTX_L50_5;CTX_L8_0;0.001;
C155;CTX_L50_5;VSUBS;0.316;
C156;CTX_L50_7;CTX_L50_9;0.17;
C157;CTX_L50_7;CTX_L8_0;0.002;
C158;CTX_L50_7;VSUBS;0.366;
C159;CTX_L50_9;CTX_L8_0;0.003;
C160;CTX_L50_9;P;3.488;
C161;CTX_L50_9;VSUBS;0.243;
C162;CTX_L8_0;N;0.012;
C163;CTX_L8_0;P;0.004;
C164;CTX_L8_0;VSUBS;1.565;
C165;N;P;3.488;
C166;N;VSUBS;0.403;
C167;P;VSUBS;0.089;
