Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L8_10;CTX_L10_1,CTX_L10_3,CTX_L126_0,CTX_L30_0,CTX_L30_1,CTX_L50_0,CTX_L50_1,CTX_L67_0,CTX_L67_1,CTX_L8_11,CTX_L8_13;1.443;
C2;CTX_L10_0,CTX_L8_10;CTX_L8_0;0.033;
C3;CTX_L10_0,CTX_L8_10;CTX_L8_1;0.031;
C4;CTX_L10_0,CTX_L8_10;CTX_L8_2;0.033;
C5;CTX_L10_0,CTX_L8_10;CTX_L8_3;0.031;
C6;CTX_L10_0,CTX_L8_10;CTX_L8_4;0.033;
C7;CTX_L10_0,CTX_L8_10;CTX_L8_5;0.031;
C8;CTX_L10_0,CTX_L8_10;CTX_L8_6;0.033;
C9;CTX_L10_0,CTX_L8_10;CTX_L8_7;0.031;
C10;CTX_L10_0,CTX_L8_10;CTX_L8_8;0.033;
C11;CTX_L10_0,CTX_L8_10;CTX_L8_9;0.031;
C12;CTX_L10_0,CTX_L8_10;FILL_L10_0;0.001;
C13;CTX_L10_0,CTX_L8_10;FILL_L10_1;0.027;
C14;CTX_L10_0,CTX_L8_10;FILL_L10_2;0.002;
C15;CTX_L10_0,CTX_L8_10;FILL_L10_3;0.0;
C16;CTX_L10_0,CTX_L8_10;FILL_L134_0;0.048;
C17;CTX_L10_0,CTX_L8_10;FILL_L134_2;0.001;
C18;CTX_L10_0,CTX_L8_10;FILL_L30_0;0.153;
C19;CTX_L10_0,CTX_L8_10;FILL_L30_1;0.274;
C20;CTX_L10_0,CTX_L8_10;FILL_L30_10;0.001;
C21;CTX_L10_0,CTX_L8_10;FILL_L30_2;0.071;
C22;CTX_L10_0,CTX_L8_10;FILL_L30_3;0.07;
C23;CTX_L10_0,CTX_L8_10;FILL_L30_4;0.04;
C24;CTX_L10_0,CTX_L8_10;FILL_L30_5;0.06;
C25;CTX_L10_0,CTX_L8_10;FILL_L30_6;0.127;
C26;CTX_L10_0,CTX_L8_10;FILL_L30_7;0.231;
C27;CTX_L10_0,CTX_L8_10;FILL_L30_9;0.031;
