 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  1.923465303691367e-09  1.923465303691367e-09  1.592549053916782e-07  6.036433527028715e-08  1.199999998779131e+00  3.299999999647628e+00 -7.047447070362978e-10 -2.441739255232278e-09 
 5.000000000000000e-11  1.923465317577033e-09  1.923465303705238e-09  1.592548690922038e-07  6.036433891534309e-08  1.199999998779130e+00  3.299999999647618e+00 -7.047642469615312e-10 -2.441740143410698e-09 
 1.000000000000000e-10  1.923465192676943e-09  1.923465303594321e-09  1.592548604394031e-07  6.036433273181284e-08  1.199999998779130e+00  3.299999999647608e+00 -7.047846750651843e-10 -2.441741031589117e-09 
 2.000000000000000e-10  1.923465289821458e-09  1.923465303489187e-09  1.592549160717681e-07  6.036433649106703e-08  1.199999998779127e+00  3.299999999647599e+00 -7.048024386335783e-10 -2.441746360659636e-09 
 4.000000000000000e-10  1.923465210024178e-09  1.923465303181501e-09  1.592549389651306e-07  6.036433661434082e-08  1.199999998779126e+00  3.299999999647586e+00 -7.048281958077496e-10 -2.441748137016475e-09 
 8.000000000000000e-10  1.923465298495075e-09  1.923465302914141e-09  1.592549054697345e-07  6.036433523381264e-08  1.199999998779128e+00  3.299999999647588e+00 -7.048237549156511e-10 -2.441743696124377e-09 
 1.600000000000000e-09  1.923465282882564e-09  1.923465302511812e-09  1.592548976598197e-07  6.036433471171508e-08  1.199999998779129e+00  3.299999999647582e+00 -7.048370775919466e-10 -2.441743252035167e-09 
 3.200000000000000e-09  1.923465314974948e-09  1.923465302430797e-09  1.592549078300562e-07  6.036433644826815e-08  1.199999998779129e+00  3.299999999647564e+00 -7.048717165503149e-10 -2.441742807945957e-09 
 6.400000000000000e-09  1.923465357909354e-09  1.923465304419976e-09  1.592549056391208e-07  6.036433487355428e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048965855460665e-10 -2.441739255232278e-09 
 1.140000000000000e-08  1.923465280931000e-09  1.923465304154606e-09  1.592549052550794e-07  6.036433511044399e-08  1.199999998779129e+00  3.299999999647549e+00 -7.049028027950044e-10 -2.441742363856747e-09 
 1.640000000000000e-08  1.923465340128439e-09  1.923465306320042e-09  1.592549054891722e-07  6.036433569816034e-08  1.199999998779130e+00  3.299999999647552e+00 -7.048965855460665e-10 -2.441739699321488e-09 
 2.140000000000000e-08  1.923465294375107e-09  1.923465306250183e-09  1.592549054404441e-07  6.036433516709524e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048948091892271e-10 -2.441738811143068e-09 
 2.640000000000000e-08  1.923465271823702e-09  1.923465304076697e-09  1.592549053843502e-07  6.036433549952942e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048965855460665e-10 -2.441738811143068e-09 
 3.140000000000000e-08  1.923465324082246e-09  1.923465304647829e-09  1.592549056005774e-07  6.036433534518392e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048965855460665e-10 -2.441738811143068e-09 
 3.640000000000000e-08  1.923465338827396e-09  1.923465306962531e-09  1.592549057324198e-07  6.036433544543789e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048956973676468e-10 -2.441738811143068e-09 
 4.139999999999999e-08  1.923465345766290e-09  1.923465310111110e-09  1.592549054283993e-07  6.036433534890748e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048939210108074e-10 -2.441738811143068e-09 
 4.639999999999999e-08  1.923465289170936e-09  1.923465309786281e-09  1.592549056105317e-07  6.036433513078379e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048939210108074e-10 -2.441739255232278e-09 
 5.139999999999999e-08  1.923465285701489e-09  1.923465308179472e-09  1.592549055629047e-07  6.036433580900984e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048948091892271e-10 -2.441738811143068e-09 
 5.639999999999999e-08  1.923465329069576e-09  1.923465308982976e-09  1.592549055550341e-07  6.036433535535001e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048956973676468e-10 -2.441738811143068e-09 
 6.139999999999999e-08  1.923465282448883e-09  1.923465307575690e-09  1.592549056231864e-07  6.036433512563129e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048956973676468e-10 -2.441738811143068e-09 
 6.640000000000000e-08  1.923465283966766e-09  1.923465305660355e-09  1.592549056315110e-07  6.036433533655350e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048948091892271e-10 -2.441738811143068e-09 
 7.140000000000000e-08  1.923465328635895e-09  1.923465306497784e-09  1.592549056082413e-07  6.036433515643195e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048939210108074e-10 -2.441738811143068e-09 
 7.640000000000001e-08  1.923465329069576e-09  1.923465308170218e-09  1.592549055222201e-07  6.036433539793713e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048956973676468e-10 -2.441739255232278e-09 
 8.140000000000001e-08  1.923465297194032e-09  1.923465308006841e-09  1.592549054625720e-07  6.036433545697872e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048956973676468e-10 -2.441738811143068e-09 
 8.640000000000002e-08  1.923465284617287e-09  1.923465306493939e-09  1.592549057949477e-07  6.036433559016448e-08  1.199999998779131e+00  3.299999999647551e+00 -7.048983619029059e-10 -2.441738811143068e-09 
 9.140000000000002e-08  1.923465269872138e-09  1.923465303732295e-09  1.592549055613936e-07  6.036433541510564e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048956973676468e-10 -2.441738367053858e-09 
 9.640000000000003e-08  1.923465324949608e-09  1.923465304195363e-09  1.592549054269729e-07  6.036433525970390e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048948091892271e-10 -2.441738811143068e-09 
 1.014000000000000e-07  1.923465290905660e-09  1.923465303509465e-09  1.592549056035691e-07  6.036433529616612e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048965855460665e-10 -2.441738811143068e-09 
 1.064000000000000e-07  1.923465315191789e-09  1.923465304025267e-09  1.592549057989152e-07  6.036433541922900e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048939210108074e-10 -2.441738811143068e-09 
 1.114000000000000e-07  1.923465341646322e-09  1.923465306537771e-09  1.592549053646618e-07  6.036433556965189e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048956973676468e-10 -2.441738811143068e-09 
 1.164000000000000e-07  1.923465297410873e-09  1.923465306752497e-09  1.592549058065318e-07  6.036433511496968e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048948091892271e-10 -2.441738367053858e-09 
 1.214000000000000e-07  1.923465320395959e-09  1.923465307672316e-09  1.592549053544194e-07  6.036433573836391e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048956973676468e-10 -2.441738367053858e-09 
 1.264000000000000e-07  1.923465295025628e-09  1.923465307169341e-09  1.592549057134801e-07  6.036433534771316e-08  1.199999998779131e+00  3.299999999647551e+00 -7.048983619029059e-10 -2.441738811143068e-09 
 1.314000000000001e-07  1.923465334490587e-09  1.923465308719739e-09  1.592549054887894e-07  6.036433493646681e-08  1.199999998779131e+00  3.299999999647554e+00 -7.048930328323877e-10 -2.441738367053858e-09 
 1.364000000000001e-07  1.923465282882564e-09  1.923465307589415e-09  1.592549058480330e-07  6.036433548529164e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048974737244862e-10 -2.441738367053858e-09 
 1.414000000000001e-07  1.923465282882564e-09  1.923465305692011e-09  1.592549052461280e-07  6.036433536202463e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048965855460665e-10 -2.441738367053858e-09 
 1.464000000000001e-07  1.923465328852736e-09  1.923465306546617e-09  1.592549058983671e-07  6.036433518991262e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048948091892271e-10 -2.441737922964649e-09 
 1.514000000000001e-07  1.923465278762596e-09  1.923465305077180e-09  1.592549055436907e-07  6.036433555367939e-08  1.199999998779131e+00  3.299999999647551e+00 -7.048992500813256e-10 -2.441738811143068e-09 
 1.564000000000001e-07  1.923465279196276e-09  1.923465303000425e-09  1.592549055301923e-07  6.036433552897991e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048948091892271e-10 -2.441738811143068e-09 
 1.614000000000001e-07  1.923465327118012e-09  1.923465303858788e-09  1.592549057854982e-07  6.036433540646845e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048965855460665e-10 -2.441738367053858e-09 
 1.664000000000001e-07  1.923465286568851e-09  1.923465303046405e-09  1.592549054876679e-07  6.036433520862273e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048965855460665e-10 -2.441738367053858e-09 
 1.714000000000001e-07  1.923465316926512e-09  1.923465303660042e-09  1.592549056520058e-07  6.036433532035230e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048939210108074e-10 -2.441738367053858e-09 
 1.764000000000001e-07  1.923465289170936e-09  1.923465302946235e-09  1.592549055645277e-07  6.036433539585851e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048948091892271e-10 -2.441738367053858e-09 
 1.814000000000001e-07  1.923465274642627e-09  1.923465300954195e-09  1.592549055952919e-07  6.036433550812002e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048974737244862e-10 -2.441738811143068e-09 
 1.864000000000001e-07  1.923465318444395e-09  1.923465301424819e-09  1.592549053691239e-07  6.036433528871816e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048965855460665e-10 -2.441738811143068e-09 
 1.914000000000001e-07  1.923465334924268e-09  1.923465303665605e-09  1.592549058295270e-07  6.036433525260491e-08  1.199999998779131e+00  3.299999999647552e+00 -7.048965855460665e-10 -2.441738811143068e-09 
 1.964000000000001e-07  1.923465291339341e-09  1.923465303595459e-09  1.592549053333114e-07  6.036433555520997e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048939210108074e-10 -2.441738811143068e-09 
 2.014000000000001e-07  1.923465274859468e-09  1.923465301777539e-09  1.592549057767873e-07  6.036433507342526e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048939210108074e-10 -2.441738811143068e-09 
 2.064000000000001e-07  1.923465322564363e-09  1.923465302508615e-09  1.592549054610812e-07  6.036433525495035e-08  1.199999998779131e+00  3.299999999647554e+00 -7.048921446539680e-10 -2.441738811143068e-09 
 2.114000000000001e-07  1.923465277895234e-09  1.923465301198740e-09  1.592549055490642e-07  6.036433526714085e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048948091892271e-10 -2.441739255232278e-09 
 2.164000000000001e-07  1.923465325383289e-09  1.923465302300938e-09  1.592549056335507e-07  6.036433565726982e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048939210108074e-10 -2.441738367053858e-09 
 2.214000000000001e-07  1.923465332539023e-09  1.923465304535255e-09  1.592549053853666e-07  6.036433508680753e-08  1.199999998779131e+00  3.299999999647553e+00 -7.048948091892271e-10 -2.441739255232278e-09 
