 time                   v(clk)                 v(xt.icmp)             v(xt.vth_soft)         v(xt.vth_hard)         v(cmp_soft)            v(cmp_hard)            v(isense)             
 0.000000000000000e+00  0.000000000000000e+00  8.396094515571754e-01  8.005235441356559e-01  9.986912429337639e-01  6.169513002889540e-01  6.166602413745160e-01  1.679235904455396e+00 
 2.000000000000000e-12  0.000000000000000e+00  8.396094515571751e-01  8.005235441356557e-01  9.986912429337613e-01  6.169513002889526e-01  6.166602413745129e-01  1.679235904455441e+00 
 4.000000000000001e-12  0.000000000000000e+00  8.396094515571753e-01  8.005235441356556e-01  9.986912429337593e-01  6.169513002889434e-01  6.166602413744997e-01  1.679235904455483e+00 
 8.000000000000001e-12  0.000000000000000e+00  8.396094515571755e-01  8.005235441356553e-01  9.986912429337556e-01  6.169513002889339e-01  6.166602413744811e-01  1.679235904455567e+00 
 1.600000000000000e-11  0.000000000000000e+00  8.396094515571785e-01  8.005235441356595e-01  9.986912429337496e-01  6.169513002889176e-01  6.166602413744831e-01  1.679235904455658e+00 
 3.200000000000001e-11  0.000000000000000e+00  8.396094515571852e-01  8.005235441356642e-01  9.986912429337206e-01  6.169513002888505e-01  6.166602413744308e-01  1.679235904455694e+00 
 6.400000000000001e-11  0.000000000000000e+00  8.396094515571521e-01  8.005235441356217e-01  9.986912429335879e-01  6.169513002885207e-01  6.166602413741715e-01  1.679235904455498e+00 
 1.280000000000000e-10  0.000000000000000e+00  8.396094515571049e-01  8.005235441355529e-01  9.986912429334416e-01  6.169513002850534e-01  6.166602413709684e-01  1.679235904454889e+00 
 2.560000000000000e-10  0.000000000000000e+00  8.396094515570723e-01  8.005235441355656e-01  9.986912429331150e-01  6.169513003049888e-01  6.166602413906708e-01  1.679235904454065e+00 
 5.120000000000001e-10  0.000000000000000e+00  8.396094515570780e-01  8.005235441357301e-01  9.986912429320537e-01  6.169513002583896e-01  6.166602413442277e-01  1.679235904453833e+00 
 1.024000000000000e-09  0.000000000000000e+00  8.396094515581748e-01  8.005235441371683e-01  9.986912429325346e-01  6.169513003305607e-01  6.166602414163177e-01  1.679235904457166e+00 
 2.024000000000000e-09  0.000000000000000e+00  8.396094515607183e-01  8.005235441404250e-01  9.986912429348618e-01  6.169513002402760e-01  6.166602413257527e-01  1.679235904457489e+00 
 3.024000000000000e-09  0.000000000000000e+00  8.396094515626839e-01  8.005235441418437e-01  9.986912429344386e-01  6.169513003461237e-01  6.166602414320135e-01  1.679235904453987e+00 
 4.024000000000000e-09  0.000000000000000e+00  8.396094515645762e-01  8.005235441424043e-01  9.986912429335359e-01  6.169513002220204e-01  6.166602413073968e-01  1.679235904453354e+00 
 5.024000000000000e-09  0.000000000000000e+00  8.396094515664205e-01  8.005235441425897e-01  9.986912429329550e-01  6.169513003674103e-01  6.166602414532271e-01  1.679235904453083e+00 
