LVSDB input file passed, bypassing LVS
(19, 0) -> (via1_drw)
(29, 0) -> (via2_drw)
(133, 0) -> (topvia2_drw)
(46, 0) -> (pwell pwell_sub)
(8, 0) -> (metal1_con)
(10, 0) -> (metal2_con)
(30, 0) -> (metal3_con)
(50, 0) -> (metal4_con)
(126, 0) -> (topmetal1_con)
(134, 0) -> (topmetal2_con)
(67, 0) -> (metal5_n_cap)
Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L10_1,CTX_L30_16,CTX_L8_4;0.734;
C2;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L10_2,CTX_L30_17,CTX_L8_5;0.027;
C3;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L134_2;0.004;
C4;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L30_14;0.088;
C5;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L30_18;0.029;
C6;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L30_19;0.04;
C7;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L8_1;0.001;
C8;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L8_10;0.044;
C9;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L8_11;0.001;
C10;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L8_12;0.001;
C11;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L8_13;0.0;
C12;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L8_2;0.05;
C13;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L8_6;0.144;
C14;CTX_L10_0,CTX_L30_15,CTX_L8_3;CTX_L8_9;0.0;
C15;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L10_28;0.01;
C16;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L10_29;0.01;
C17;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L10_32;0.074;
C18;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L10_33;0.021;
C19;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L10_34;0.015;
C20;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L10_37;0.012;
C21;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L10_38;0.015;
C22;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L10_41;0.012;
C23;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L10_42;0.015;
C24;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L126_4;0.005;
C25;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L126_5;0.009;
C26;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L126_8;0.014;
C27;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L134_4;0.002;
C28;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L30_26;0.001;
C29;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L30_27;0.021;
C30;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L30_28;0.007;
C31;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L30_29;0.001;
C32;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L50_28;0.136;
C33;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L50_29;0.164;
C34;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L50_30;0.002;
C35;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L50_32;0.006;
C36;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L50_33;0.121;
C37;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L50_34;0.005;
C38;CTX_L10_0,CTX_L30_15,CTX_L8_3;FILL_L8_36;0.001;
