Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L126_0;CTX_L126_1,CTX_L50_2,CTX_L67_0;0.595;
C2;CTX_L126_0;CTX_L134_0;2.406;
C3;CTX_L126_0;CTX_L30_0;0.04;
C4;CTX_L126_0;N;1.712;
C5;CTX_L126_0;P;0.548;
C6;CTX_L126_0;VSUBS;3.797;
C7;CTX_L126_1,CTX_L50_2,CTX_L67_0;CTX_L134_0;1.079;
C8;CTX_L126_1,CTX_L50_2,CTX_L67_0;CTX_L30_0;4.033;
C9;CTX_L126_1,CTX_L50_2,CTX_L67_0;P;0.164;
C10;CTX_L126_1,CTX_L50_2,CTX_L67_0;VSUBS;4.051;
C11;CTX_L134_0;CTX_L30_0;0.054;
C12;CTX_L134_0;P;0.066;
C13;CTX_L134_0;VSUBS;1.562;
C14;CTX_L30_0;P;0.005;
C15;CTX_L30_0;VSUBS;2.162;
C16;N;P;0.494;
C17;N;VSUBS;1.383;
C18;P;VSUBS;0.836;
