Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L134_0;CTX_L30_0;0.103;
C2;CTX_L134_0;CTX_L30_1;0.009;
C3;CTX_L134_0;CTX_L30_2;0.018;
C4;CTX_L134_0;CTX_L30_5;0.015;
C5;CTX_L134_0;FILL_L10_0;0.002;
C6;CTX_L134_0;FILL_L10_1;0.005;
C7;CTX_L134_0;FILL_L10_10;0.004;
C8;CTX_L134_0;FILL_L10_11;0.008;
C9;CTX_L134_0;FILL_L10_12;0.008;
C10;CTX_L134_0;FILL_L10_2;0.005;
C11;CTX_L134_0;FILL_L10_3;0.003;
C12;CTX_L134_0;FILL_L10_4;0.025;
C13;CTX_L134_0;FILL_L10_5;0.031;
C14;CTX_L134_0;FILL_L10_6;0.031;
C15;CTX_L134_0;FILL_L10_7;0.028;
C16;CTX_L134_0;FILL_L10_9;0.003;
C17;CTX_L134_0;FILL_L50_0;0.097;
C18;CTX_L134_0;FILL_L50_1;0.097;
C19;CTX_L134_0;FILL_L50_2;0.097;
C20;CTX_L134_0;FILL_L50_3;0.007;
C21;CTX_L134_0;FILL_L50_4;0.045;
C22;CTX_L134_0;FILL_L50_5;0.045;
C23;CTX_L134_0;FILL_L50_6;0.045;
C24;CTX_L134_0;FILL_L50_7;0.002;
C25;CTX_L134_0;N;0.018;
C26;CTX_L134_0;P;0.017;
C27;CTX_L134_0;VSUBS;0.868;
C28;CTX_L30_0;CTX_L30_1;1.267;
C29;CTX_L30_0;CTX_L8_0;0.087;
C30;CTX_L30_0;FILL_L10_0;0.55;
C31;CTX_L30_0;FILL_L10_1;0.561;
C32;CTX_L30_0;FILL_L10_2;0.561;
C33;CTX_L30_0;FILL_L10_3;0.545;
C34;CTX_L30_0;FILL_L50_0;0.527;
C35;CTX_L30_0;FILL_L50_1;0.528;
C36;CTX_L30_0;FILL_L50_2;0.528;
C37;CTX_L30_0;FILL_L50_3;0.059;
C38;CTX_L30_0;VSUBS;0.875;
C39;CTX_L30_1;CTX_L30_2;0.28;
C40;CTX_L30_1;CTX_L8_0;0.017;
C41;CTX_L30_1;FILL_L10_0;0.083;
C42;CTX_L30_1;FILL_L10_1;0.083;
C43;CTX_L30_1;FILL_L10_2;0.083;
C44;CTX_L30_1;FILL_L10_3;0.083;
C45;CTX_L30_1;FILL_L10_4;0.042;
C46;CTX_L30_1;FILL_L10_5;0.042;
C47;CTX_L30_1;FILL_L10_6;0.042;
C48;CTX_L30_1;FILL_L10_7;0.042;
C49;CTX_L30_1;FILL_L50_0;0.281;
C50;CTX_L30_1;FILL_L50_1;0.281;
C51;CTX_L30_1;FILL_L50_2;0.281;
C52;CTX_L30_1;FILL_L50_3;0.019;
C53;CTX_L30_1;FILL_L8_0;0.003;
C54;CTX_L30_1;FILL_L8_1;0.003;
C55;CTX_L30_1;FILL_L8_2;0.003;
C56;CTX_L30_1;FILL_L8_3;0.003;
C57;CTX_L30_1;VSUBS;0.31;
C58;CTX_L30_2;CTX_L8_0;0.001;
C59;CTX_L30_2;FILL_L10_4;0.223;
C60;CTX_L30_2;FILL_L10_5;0.225;
C61;CTX_L30_2;FILL_L10_6;0.225;
C62;CTX_L30_2;FILL_L10_7;0.223;
C63;CTX_L30_2;FILL_L50_0;0.089;
C64;CTX_L30_2;FILL_L50_1;0.089;
C65;CTX_L30_2;FILL_L50_2;0.089;
C66;CTX_L30_2;FILL_L50_3;0.004;
C67;CTX_L30_2;FILL_L50_4;0.009;
C68;CTX_L30_2;FILL_L50_5;0.009;
C69;CTX_L30_2;FILL_L50_6;0.009;
C70;CTX_L30_2;FILL_L50_7;0.0;
C71;CTX_L30_2;FILL_L8_0;0.003;
C72;CTX_L30_2;FILL_L8_1;0.003;
C73;CTX_L30_2;FILL_L8_2;0.003;
C74;CTX_L30_2;FILL_L8_3;0.002;
C75;CTX_L30_2;N;4.306;
C76;CTX_L30_2;VSUBS;0.225;
C77;CTX_L30_5;CTX_L30_6;0.153;
C78;CTX_L30_5;CTX_L8_0;0.001;
C79;CTX_L30_5;FILL_L10_10;0.025;
C80;CTX_L30_5;FILL_L10_11;0.025;
C81;CTX_L30_5;FILL_L10_12;0.025;
C82;CTX_L30_5;FILL_L10_4;0.156;
C83;CTX_L30_5;FILL_L10_5;0.157;
C84;CTX_L30_5;FILL_L10_6;0.157;
C85;CTX_L30_5;FILL_L10_7;0.155;
C86;CTX_L30_5;FILL_L10_8;0.004;
C87;CTX_L30_5;FILL_L10_9;0.004;
C88;CTX_L30_5;FILL_L50_0;0.004;
C89;CTX_L30_5;FILL_L50_1;0.004;
C90;CTX_L30_5;FILL_L50_2;0.004;
C91;CTX_L30_5;FILL_L50_3;0.0;
C92;CTX_L30_5;FILL_L50_4;0.192;
C93;CTX_L30_5;FILL_L50_5;0.192;
C94;CTX_L30_5;FILL_L50_6;0.192;
C95;CTX_L30_5;FILL_L50_7;0.009;
C96;CTX_L30_5;FILL_L8_0;0.003;
C97;CTX_L30_5;FILL_L8_1;0.003;
C98;CTX_L30_5;FILL_L8_2;0.003;
C99;CTX_L30_5;FILL_L8_3;0.002;
C100;CTX_L30_5;P;4.306;
C101;CTX_L30_5;VSUBS;0.352;
C102;CTX_L30_6;FILL_L10_10;0.244;
C103;CTX_L30_6;FILL_L10_11;0.246;
C104;CTX_L30_6;FILL_L10_12;0.248;
C105;CTX_L30_6;FILL_L10_4;0.002;
C106;CTX_L30_6;FILL_L10_5;0.002;
C107;CTX_L30_6;FILL_L10_6;0.002;
C108;CTX_L30_6;FILL_L10_7;0.002;
C109;CTX_L30_6;FILL_L10_8;0.005;
C110;CTX_L30_6;FILL_L10_9;0.005;
C111;CTX_L30_6;FILL_L50_4;0.07;
C112;CTX_L30_6;FILL_L50_5;0.07;
C113;CTX_L30_6;FILL_L50_6;0.07;
C114;CTX_L30_6;FILL_L50_7;0.003;
C115;CTX_L30_6;FILL_L8_10;0.001;
C116;CTX_L30_6;FILL_L8_11;0.001;
C117;CTX_L30_6;FILL_L8_3;0.001;
C118;CTX_L30_6;VSUBS;0.965;
C119;CTX_L8_0;FILL_L10_0;0.21;
C120;CTX_L8_0;FILL_L10_1;0.212;
C121;CTX_L8_0;FILL_L10_2;0.212;
C122;CTX_L8_0;FILL_L10_3;0.209;
C123;CTX_L8_0;FILL_L50_0;0.016;
C124;CTX_L8_0;FILL_L50_1;0.016;
C125;CTX_L8_0;FILL_L50_2;0.016;
C126;CTX_L8_0;FILL_L50_3;0.001;
C127;CTX_L8_0;FILL_L50_4;0.002;
C128;CTX_L8_0;FILL_L50_5;0.002;
C129;CTX_L8_0;FILL_L50_6;0.002;
C130;CTX_L8_0;FILL_L50_7;0.0;
C131;CTX_L8_0;FILL_L8_0;0.038;
C132;CTX_L8_0;FILL_L8_1;0.038;
C133;CTX_L8_0;FILL_L8_2;0.038;
C134;CTX_L8_0;FILL_L8_3;0.038;
C135;CTX_L8_0;N;0.001;
C136;CTX_L8_0;P;0.001;
C137;CTX_L8_0;VSUBS;1.664;
C138;FILL_L10_0;FILL_L10_1;0.061;
C139;FILL_L10_0;FILL_L10_4;0.098;
C140;FILL_L10_0;FILL_L50_0;0.062;
C141;FILL_L10_0;FILL_L8_0;0.014;
C142;FILL_L10_0;VSUBS;0.395;
C143;FILL_L10_1;FILL_L10_2;0.061;
C144;FILL_L10_1;FILL_L10_5;0.098;
C145;FILL_L10_1;FILL_L50_0;0.016;
C146;FILL_L10_1;FILL_L50_1;0.046;
C147;FILL_L10_1;FILL_L8_1;0.014;
C148;FILL_L10_1;VSUBS;0.348;
C149;FILL_L10_10;FILL_L10_11;0.092;
C150;FILL_L10_10;FILL_L10_4;0.098;
C151;FILL_L10_10;FILL_L50_4;0.216;
C152;FILL_L10_10;FILL_L8_0;0.01;
C153;FILL_L10_10;FILL_L8_4;0.117;
C154;FILL_L10_10;FILL_L8_5;0.117;
C155;FILL_L10_10;VSUBS;0.507;
C156;FILL_L10_11;FILL_L10_12;0.092;
C157;FILL_L10_11;FILL_L10_5;0.098;
C158;FILL_L10_11;FILL_L50_4;0.062;
C159;FILL_L10_11;FILL_L50_5;0.165;
C160;FILL_L10_11;FILL_L8_1;0.01;
C161;FILL_L10_11;FILL_L8_6;0.117;
C162;FILL_L10_11;FILL_L8_7;0.117;
C163;FILL_L10_11;VSUBS;0.438;
C164;FILL_L10_12;FILL_L10_6;0.098;
C165;FILL_L10_12;FILL_L10_8;0.028;
C166;FILL_L10_12;FILL_L50_5;0.131;
C167;FILL_L10_12;FILL_L50_6;0.104;
C168;FILL_L10_12;FILL_L50_7;0.0;
C169;FILL_L10_12;FILL_L8_2;0.01;
C170;FILL_L10_12;FILL_L8_8;0.117;
C171;FILL_L10_12;FILL_L8_9;0.117;
C172;FILL_L10_12;VSUBS;0.486;
C173;FILL_L10_2;FILL_L10_3;0.061;
C174;FILL_L10_2;FILL_L10_6;0.098;
C175;FILL_L10_2;FILL_L50_1;0.036;
C176;FILL_L10_2;FILL_L50_2;0.026;
C177;FILL_L10_2;FILL_L8_2;0.014;
C178;FILL_L10_2;VSUBS;0.348;
C179;FILL_L10_3;FILL_L10_7;0.098;
C180;FILL_L10_3;FILL_L50_2;0.054;
C181;FILL_L10_3;FILL_L50_3;0.008;
C182;FILL_L10_3;FILL_L8_3;0.014;
C183;FILL_L10_3;VSUBS;0.395;
C184;FILL_L10_4;FILL_L10_5;0.098;
C185;FILL_L10_4;FILL_L50_0;0.137;
C186;FILL_L10_4;FILL_L50_4;0.093;
C187;FILL_L10_4;FILL_L8_0;0.824;
C188;FILL_L10_4;N;0.124;
C189;FILL_L10_4;P;0.124;
C190;FILL_L10_4;VSUBS;0.269;
