 frequency                ir                       ii                       vr                       vi                      
 7.41310241300915695e+00  2.28307227723850703e-15  9.45942338963807208e-14  1.25584309217807721e-03  2.63503961941181007e-06 
 7.58577575029181883e+00  2.27923691205333956e-15  9.67976167051366125e-14  1.25584309244763936e-03  2.69641757692569726e-06 
 7.76247116628689771e+00  2.27187788980759420e-15  9.90523228548231978e-14  1.25584309272852579e-03  2.75922521073003520e-06 
 7.94328234724279447e+00  2.25617051083371045e-15  1.01359547879505967e-13  1.25584309302395614e-03  2.82349582226377668e-06 
 8.12830516164097183e+00  2.23819985982476322e-15  1.03720515106518993e-13  1.25584309333226507e-03  2.88926348865574890e-06 
 8.31763771102668947e+00  2.23158622657260164e-15  1.06136476344679198e-13  1.25584309365567304e-03  2.95656308079329220e-06 
 8.51138038202374325e+00  2.22093394022793156e-15  1.08608712493091288e-13  1.25584309399440208e-03  3.02543028181094841e-06 
 8.70963589956078366e+00  2.19891108359931975e-15  1.11138534467590037e-13  1.25584309434867425e-03  3.09590160601018089e-06 
 8.91250938133743098e+00  2.18220081761588691e-15  1.13727283571317202e-13  1.25584309471959976e-03  3.16801441821998334e-06 
 9.12010839355907166e+00  2.17354075276315895e-15  1.16376332341754470e-13  1.25584309510873293e-03  3.24180695360789792e-06 
 9.33254300796988367e+00  2.15403866618557593e-15  1.19087085397756405e-13  1.25584309551518558e-03  3.31731833795280779e-06 
 9.54992586021433176e+00  2.13579696463350732e-15  1.21860980074825159e-13  1.25584309594151122e-03  3.39458860839039139e-06 
 9.77237220955807828e+00  2.13117555287328786e-15  1.24699487060385181e-13  1.25584309638848701e-03  3.47365873464071891e-06 
 9.99999999999996980e+00  2.09854106748147418e-15  1.27604111293755726e-13  1.25584309685566886e-03  3.55457064073124485e-06 
 1.02329299228075108e+01  2.08886456309204105e-15  1.30576392945532698e-13  1.25584309734461108e-03  3.63736722722570582e-06 
 1.04712854805089641e+01  2.06758709545701302e-15  1.33617907946984244e-13  1.25584309785731207e-03  3.72209239397021711e-06 
 1.07151930523760317e+01  2.04275886570709497e-15  1.36730268995902376e-13  1.25584309839354979e-03  3.80879106336952336e-06 
 1.09647819614318163e+01  2.01187265631841417e-15  1.39915126218347465e-13  1.25584309895576673e-03  3.89750920420584371e-06 
 1.12201845430195988e+01  1.99688356128380207e-15  1.43174168280378979e-13  1.25584309954396289e-03  3.98829385601157232e-06 
 1.14815362149687914e+01  1.97204177900672795e-15  1.46509123182148878e-13  1.25584310015947054e-03  4.08119315401098468e-06 
 1.17489755493952579e+01  1.94644105520891397e-15  1.49921759210813673e-13  1.25584310080562034e-03  4.17625635464140300e-06 
 1.20226443461740899e+01  1.92033888790632545e-15  1.53413885734627817e-13  1.25584310148041389e-03  4.27353386167010274e-06 
 1.23026877081237753e+01  1.88664730539633840e-15  1.56987354367614008e-13  1.25584310218795903e-03  4.37307725291896697e-06 
 1.25892541179416302e+01  1.85193928334964619e-15  1.60644059763656577e-13  1.25584310292836676e-03  4.47493930761164471e-06 
 1.28824955169312965e+01  1.82834433357093040e-15  1.64385940728232230e-13  1.25584310370430163e-03  4.57917403435773057e-06 
 1.31825673855640257e+01  1.79236237397156772e-15  1.68214981436019909e-13  1.25584310451620773e-03  4.68583669978907930e-06 
 1.34896288259164887e+01  1.76420022254125675e-15  1.72133211907356829e-13  1.25584310536652755e-03  4.79498385786280050e-06 
 1.38038426460287997e+01  1.73048153497695756e-15  1.76142709755243925e-13  1.25584310625725948e-03  4.90667337984673655e-06 
 1.41253754462274923e+01  1.70054400248920157e-15  1.80245600767681011e-13  1.25584310718951375e-03  5.02096448500382573e-06 
 1.44543977074592220e+01  1.65721657317124960e-15  1.84444060442913991e-13  1.25584310816628797e-03  5.13791777199083940e-06 
 1.47910838816820203e+01  1.61440413988522824e-15  1.88740314730588690e-13  1.25584310918780417e-03  5.25759525098847452e-06 
 1.51356124843620261e+01  1.57434286961188885e-15  1.93136641725816748e-13  1.25584311025928042e-03  5.38006037658035797e-06 
 1.54881661891247564e+01  1.52770862366785609e-15  1.97635372304450331e-13  1.25584311137949545e-03  5.50537808139692668e-06 
 1.58489319246110760e+01  1.48259226076530304e-15  2.02238891817148027e-13  1.25584311255422243e-03  5.63361481054410250e-06 
 1.62181009735892374e+01  1.42660677108358280e-15  2.06949641201105585e-13  1.25584311378290625e-03  5.76483855683295944e-06 
 1.65958690743755426e+01  1.37818359155494896e-15  2.11770117932967984e-13  1.25584311507043189e-03  5.89911889683081896e-06 
 1.69824365246173770e+01  1.31889128524714794e-15  2.16702877987593124e-13  1.25584311641802060e-03  6.03652702775129581e-06 
 1.73780082874936852e+01  1.27901975035399351e-15  2.21750537055661684e-13  1.25584311782933611e-03  6.17713580520401623e-06 
 1.77827941003891574e+01  1.21365591188027366e-15  2.26915771020133161e-13  1.25584311930682091e-03  6.32101978182400698e-06 
 1.81970085860997628e+01  1.15459399853412581e-15  2.32201318814982059e-13  1.25584312085391669e-03  6.46825524680033522e-06 
 1.86208713666286023e+01  1.09248276657786247e-15  2.37609982901653929e-13  1.25584312247484231e-03  6.61892026632518176e-06 
 1.90546071796323986e+01  1.02859615356415413e-15  2.43144631016070818e-13  1.25584312417181820e-03  6.77309472498602462e-06 
 1.94984459975803794e+01  9.47782434132515839e-16  2.48808197650938931e-13  1.25584312594873015e-03  6.93086036812182728e-06 
 1.99526231496887192e+01  8.73013141812484239e-16  2.54603685749814519e-13  1.25584312780946394e-03  7.09230084516488285e-06 
 2.04173794466952145e+01  8.08326929696567831e-16  2.60534168189411545e-13  1.25584312975679513e-03  7.25750175399227568e-06 
 2.08929613085403147e+01  7.18636304977704476e-16  2.66602789314848894e-13  1.25584313179671891e-03  7.42655068631309071e-06 
 2.13796208950222386e+01  6.41549530513985111e-16  2.72812766898414066e-13  1.25584313393289904e-03  7.59953727410869057e-06 
 2.18776162394954419e+01  5.45773821102046863e-16  2.79167393463052157e-13  1.25584313616988741e-03  7.77655323715736251e-06 
 2.23872113856833082e+01  4.61571969881391375e-16  2.85670038294069109e-13  1.25584313851145879e-03  7.95769243166597905e-06 
 2.29086765276776383e+01  3.56675409693418821e-16  2.92324149239076719e-13  1.25584314096482963e-03  8.14305090003288965e-06 
 2.34422881531991258e+01  2.56291841048417179e-16  2.99133254507937658e-13  1.25584314353266446e-03  8.33272692177148904e-06 
 2.39883291901948077e+01  1.37720780959971201e-16  3.06100964366831359e-13  1.25584314622184667e-03  8.52682106561912593e-06 
 2.45470891568502019e+01  3.25125126474090642e-17  3.13230973044078154e-13  1.25584314903737226e-03  8.72543624285968709e-06 
 2.51188643150956956e+01 -6.97006471636618663e-17  3.20527060953600758e-13  1.25584315198634666e-03  8.92867776188900921e-06 
 2.57039578276885301e+01 -1.87838026383113643e-16  3.27993096600748399e-13  1.25584315507420996e-03  9.13665338405076396e-06 
 2.63026799189537073e+01 -3.29217989675223421e-16  3.35633038911637425e-13  1.25584315830695736e-03  9.34947338077250126e-06 
 2.69153480392690412e+01 -4.50187847070293579e-16  3.43450938291942488e-13  1.25584316169269350e-03  9.56725059203315900e-06 
 2.75422870333815446e+01 -6.14322503457442881e-16  3.51450940332665687e-13  1.25584316523719153e-03  9.79010048619275753e-06 
 2.81838293126444164e+01 -7.46703588717922973e-16  3.59637286233653044e-13  1.25584316894966630e-03  1.00181412212147451e-05 
 2.88403150312659342e+01 -8.97787161453778015e-16  3.68014316932880118e-13  1.25584317283633506e-03  1.02514937073151718e-05 
 2.95120922666637284e+01 -1.07311620527184015e-15  3.76586473529968481e-13  1.25584317690685676e-03  1.04902816710728519e-05 
 3.01995172040200295e+01 -1.23788783043532469e-15  3.85358301944866929e-13  1.25584318117000215e-03  1.07346317210224581e-05 
 3.09029543251357701e+01 -1.40977453235574535e-15  3.94334452282576770e-13  1.25584318563221053e-03  1.09846734147964536e-05 
 3.16227766016836540e+01 -1.59454968760158744e-15  4.03519684021228626e-13  1.25584319030580538e-03  1.12405393278106209e-05 
 3.23593656929626832e+01 -1.79905732238666571e-15  4.12918868129664800e-13  1.25584319519855825e-03  1.15023651235581117e-05 
 3.31131121482589634e+01 -1.99476936704745533e-15  4.22536987173318399e-13  1.25584320032301466e-03  1.17702896255419153e-05 
 3.38844156139201047e+01 -2.20843851019003612e-15  4.32379141137564840e-13  1.25584320568850050e-03  1.20444548908784529e-05 
 3.46736850452530092e+01 -2.44586523343720552e-15  4.42450548698271274e-13  1.25584321130689514e-03  1.23250062856207324e-05 
 3.54813389233573844e+01 -2.66316645385761275e-15  4.52756549762895432e-13  1.25584321719018899e-03  1.26120925618305526e-05 
 3.63078054770099712e+01 -2.89842477275981114e-15  4.63302608646859167e-13  1.25584322335137166e-03  1.29058659364519968e-05 
 3.71535229097170827e+01 -3.15165374267095677e-15  4.74094317038163779e-13  1.25584322980243357e-03  1.32064821720157665e-05 
 3.80189396320559467e+01 -3.44127124799614714e-15  4.85137397067884446e-13  1.25584323655691943e-03  1.35141006592291799e-05 
 3.89045144994278829e+01 -3.70116806126807862e-15  4.96437703745389943e-13  1.25584324363048339e-03  1.38288845014899682e-05 
 3.98107170553495422e+01 -4.00099061954178881e-15  5.08001228558232674e-13  1.25584325103689221e-03  1.41510006013481632e-05 
 4.07380277804110875e+01 -4.30466209552782253e-15  5.19834103072038694e-13  1.25584325879246617e-03  1.44806197490275814e-05 
 4.16869383470333474e+01 -4.62076123891597135e-15  5.31942601048090080e-13  1.25584326691363657e-03  1.48179167129629660e-05 
 4.26579518801590680e+01 -4.96014362395824637e-15  5.44333142572610545e-13  1.25584327541794494e-03  1.51630703324685940e-05 
 4.36515832240163917e+01 -5.31246867243456711e-15  5.57012297233138993e-13  1.25584328432271075e-03  1.55162636125612996e-05 
 4.46683592150961033e+01 -5.68229003346937267e-15  5.69986787930177783e-13  1.25584329364747393e-03  1.58776838209927715e-05 
 4.57088189614872888e+01 -6.07993473275558749e-15  5.83263493841808039e-13  1.25584330341166339e-03  1.62475225875480089e-05 
 4.67735141287195972e+01 -6.48976315395510817e-15  5.96849454658854393e-13  1.25584331363703949e-03  1.66259760056398510e-05 
 4.78630092322636074e+01 -6.91407922668446639e-15  6.10751874184775004e-13  1.25584332434258705e-03  1.70132447362487614e-05 
 4.89778819368443834e+01 -7.35437372893082975e-15  6.24978122453243934e-13  1.25584333555339711e-03  1.74095341143998053e-05 
 5.01187233627269819e+01 -7.80612011662407124e-15  6.39535743986722376e-13  1.25584334729256231e-03  1.78150542579655196e-05 
 5.12861383991362345e+01 -8.30287444700261723e-15  6.54432456525909237e-13  1.25584335958350835e-03  1.82300201790922635e-05 
 5.24807460249770017e+01 -8.80855989277701257e-15  6.69676158653037664e-13  1.25584337245499000e-03  1.86546518982039241e-05 
 5.37031796370250092e+01 -9.33808423381893293e-15  6.85274933391765068e-13  1.25584338593343059e-03  1.90891745606571444e-05 
 5.49540873857621861e+01 -9.90051411079578836e-15  7.01237051807063151e-13  1.25584340004591954e-03  1.95338185561166678e-05 
 5.62341325190346311e+01 -1.04930983606948969e-14  7.17570975758074982e-13  1.25584341482432027e-03  1.99888196407143825e-05 
 5.75439937337154106e+01 -1.11027045847020278e-14  7.34285367003719184e-13  1.25584343029927492e-03  2.04544190620527194e-05 
 5.88843655355586080e+01 -1.17407033531011229e-14  7.51389087837964643e-13  1.25584344650475632e-03  2.09308636871142536e-05 
 6.02559586074354741e+01 -1.24124072565373611e-14  7.68891207019061136e-13  1.25584346347262787e-03  2.14184061331079695e-05 
 6.16595001861479091e+01 -1.31185616840043262e-14  7.86801003792945834e-13  1.25584348123986000e-03  2.19173049015185672e-05 
 6.30957344480190088e+01 -1.38498424968186429e-14  8.05127974669506878e-13  1.25584349984431132e-03  2.24278245150603332e-05 
 6.45654229034652190e+01 -1.46110608421207155e-14  8.23881837657748119e-13  1.25584351932628291e-03  2.29502356579945007e-05 
 6.60693448007592536e+01 -1.54347698901394215e-14  8.43072535442162662e-13  1.25584353972529872e-03  2.34848153196224415e-05 
 6.76082975391978209e+01 -1.62768155074002885e-14  8.62710243641304111e-13  1.25584356108798811e-03  2.40318469411762463e-05 
 6.91830970918932877e+01 -1.71596677839280787e-14  8.82805374619434827e-13  1.25584358345520730e-03  2.45916205660150404e-05 
 7.07945784384134242e+01 -1.80828252762180175e-14  9.03368583839273031e-13  1.25584360687780450e-03  2.51644329935561590e-05 
 7.24435960074986269e+01 -1.90783397109942077e-14  9.24410773250124596e-13  1.25584363140340827e-03  2.57505879365033178e-05 
 7.41310241300913617e+01 -2.00786110828021780e-14  9.45943101240520178e-13  1.25584365708419909e-03  2.63503961819741800e-05 
 7.58577575029179769e+01 -2.11467264055534288e-14  9.67976983697006396e-13  1.25584368397657631e-03  2.69641757562375240e-05 
 7.76247116628687621e+01 -2.22624924137854174e-14  9.90524104168541203e-13  1.25584371213793844e-03  2.75922520933850695e-05 
 7.94328234724277280e+01 -2.34150941908276011e-14  1.01359641683110920e-12  1.25584374162435175e-03  2.82349582077177287e-05 
 8.12830516164094945e+01 -2.46575085653330528e-14  1.03720615580508405e-12  1.25584377249954304e-03  2.88926348705617554e-05 
 8.31763771102666567e+01 -2.59319882190897633e-14  1.06136584023742617e-12  1.25584380483068081e-03  2.95656307907900094e-05 
 8.51138038202371945e+01 -2.72804104610099851e-14  1.08608827896036395e-12  1.25584383868648786e-03  3.02543027997471007e-05 
 8.70963589956076021e+01 -2.86710081674398931e-14  1.11138658065578909e-12  1.25584387413735232e-03  3.09590160404230990e-05 
 8.91250938133740789e+01 -3.01398717181960984e-14  1.13727416020800373e-12  1.25584391125876937e-03  3.16801441611201496e-05 
 9.12010839355904892e+01 -3.16928286999557107e-14  1.16376474251536871e-12  1.25584395012945382e-03  3.24180695134786392e-05 
 9.33254300796986058e+01 -3.32907665193463154e-14  1.19087237434876481e-12  1.25584399083811249e-03  3.31731833552992010e-05 
 9.54992586021430867e+01 -3.49763485318552170e-14  1.21861143028082343e-12  1.25584403346024054e-03  3.39458860579638043e-05 
 9.77237220955805412e+01 -3.67448042479234793e-14  1.24699661607405830e-12  1.25584407808954079e-03  3.47365873185955865e-05 
 9.99999999999994600e+01 -3.85893438514459119e-14  1.27604298350394215e-12  1.25584412482226959e-03  3.55457063775090971e-05 
 1.02329299228074859e+02 -4.05298895573419360e-14  1.30576593374703842e-12  1.25584417375745883e-03  3.63736722403051145e-05 
 1.04712854805089378e+02 -4.25599361525766384e-14  1.33618122796891315e-12  1.25584422499913639e-03  3.72209239054480502e-05 
 1.07151930523760043e+02 -4.46968850820184116e-14  1.36730499113578321e-12  1.25584427865588211e-03  3.80879105969999062e-05 
 1.09647819614317882e+02 -4.69112460465756498e-14  1.39915372810814234e-12  1.25584433484171587e-03  3.89750920027370044e-05 
 1.12201845430195704e+02 -4.92472002847771373e-14  1.43174432491131052e-12  1.25584439368686684e-03  3.98829385179706367e-05 
 1.14815362149687616e+02 -5.16744985560105285e-14  1.46509406313499410e-12  1.25584445529280941e-03  4.08119314949290755e-05 
 1.17489755493952273e+02 -5.42226582644217414e-14  1.49922062586251644e-12  1.25584451980209622e-03  4.17625634980036271e-05 
 1.20226443461740587e+02 -5.68965176622054924e-14  1.53414210825872973e-12  1.25584458735250593e-03  4.27353385648449792e-05 
 1.23026877081237430e+02 -5.96918212558347760e-14  1.56987702731089390e-12  1.25584465808536994e-03  4.37307724735984502e-05 
 1.25892541179415971e+02 -6.26282473147402041e-14  1.60644432987548961e-12  1.25584473215267778e-03  4.47493930165743982e-05 
 1.28824955169312631e+02 -6.57018249484650485e-14  1.64386340750129483e-12  1.25584480970997170e-03  4.57917402797481282e-05 
 1.31825673855639934e+02 -6.89259305013123491e-14  1.68215409981751661e-12  1.25584489092389617e-03  4.68583669295356153e-05 
 1.34896288259164550e+02 -7.22864693450397944e-14  1.72133671062741711e-12  1.25584497596331612e-03  4.79498385053708410e-05 
 1.38038426460287639e+02 -7.57981053140302508e-14  1.76143201722567602e-12  1.25584506501164039e-03  4.90667337199915298e-05 
 1.41253754462274571e+02 -7.95184230961698546e-14  1.80246127971575294e-12  1.25584515825594156e-03  5.02096447659097778e-05 
 1.44543977074591879e+02 -8.33596158680144361e-14  1.84444625371538162e-12  1.25584525589728102e-03  5.13791776298168991e-05 
 1.47910838816819847e+02 -8.74103171571646853e-14  1.88740920052096533e-12  1.25584535813771936e-03  5.25759524133580700e-05 
 1.51356124843619909e+02 -9.16617178209691574e-14  1.93137290362471931e-12  1.25584546519674767e-03  5.38006036623659304e-05 
 1.54881661891247205e+02 -9.60863604394096571e-14  1.97636067337335201e-12  1.25584557730251678e-03  5.50537807031436895e-05 
 1.58489319246110398e+02 -1.00747616629467962e-13  2.02239636602630636e-12  1.25584569469072704e-03  5.63361479866834585e-05 
 1.62181009735892019e+02 -1.05617527527621102e-13  2.06950439095553987e-12  1.25584581760973535e-03  5.76483854410492501e-05 
 1.65958690743755056e+02 -1.10703723206657945e-13  2.11770973055079885e-12  1.25584594632432989e-03  5.89911888318951327e-05 
