# Logfile created on 2026-09-22 21:26:34 +0200 by logger.rb/v1.5.3
2026-09-22 21:26:34 +0200: Memory Usage (408368K) : Starting running IHP-SG13G2 KLayout DRC runset on <results-root>/bgr-assembly-20260922-r4/bank.gds
2026-09-22 21:26:34 +0200: Memory Usage (408368K) : Ruby Version for klayout: 3.2.3
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : Loading database to memory is complete.
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : IHP-SG13G2 KLayout DRC runset output at: <results-root>/bgr-assembly-20260922-r4-drc/reports/bank_g1_bgr_main.lyrdb
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : Evaluate switches.
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : tables selected: main
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : KLayout will use 128 thread(s) in tiling mode.
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : deep mode is enabled.
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : FEOL enabled: true
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : BEOL enabled: true
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : OFFGRID enabled: true
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : ANGLE enabled: true
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : PIN enabled: true
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : FORBIDDEN enabled: true
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : RECOMMENDED enabled: true
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : PreCheck DRC enabled: false
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : CONNECTIVITY_RULES enabled: true.
2026-09-22 21:26:34 +0200: Memory Usage (409704K) : Read in polygons from layers.
2026-09-22 21:26:34 +0200: Memory Usage (410076K) : activ_drw has 3157 polygons
2026-09-22 21:26:34 +0200: Memory Usage (411508K) : activ_pin has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (411508K) : activ_mask has 301 polygons
2026-09-22 21:26:34 +0200: Memory Usage (411508K) : activ_filler has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (411772K) : activ_nofill has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (411772K) : activ_opc has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (411772K) : activ_iopc has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (411772K) : activ_noqrc has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (411772K) : biwind_drw has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412036K) : biwind_opc has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412036K) : pemwind_drw has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412036K) : gatpoly_drw has 2238 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412036K) : gatpoly_pin has 336 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412036K) : gatpoly_filler has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412036K) : gatpoly_nofill has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412088K) : gatpoly_opc has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412088K) : gatpoly_iopc has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412088K) : gatpoly_noqrc has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412088K) : cont_drw has 52492 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412088K) : cont_opc has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412400K) : nsd_drw has 60 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412400K) : nsd_block has 301 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412400K) : metal1_drw has 9205 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412664K) : metal1_pin has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412664K) : metal1_mask has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412664K) : metal1_filler has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412664K) : metal1_nofill has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412664K) : metal1_slit has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412928K) : metal1_text has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412928K) : metal1_opc has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412928K) : metal1_noqrc has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412928K) : metal1_res has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (412928K) : metal1_iprobe has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (413308K) : metal1_diffprb has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (413308K) : passiv_drw has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (413308K) : passiv_pin has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (413308K) : passiv_sbump has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (413572K) : passiv_pillar has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (413572K) : passiv_pdl has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (413572K) : metal2_drw has 8967 polygons
2026-09-22 21:26:34 +0200: Memory Usage (413936K) : metal2_pin has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (413936K) : metal2_mask has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (413936K) : metal2_filler has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (413936K) : metal2_nofill has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (413936K) : metal2_slit has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (414196K) : metal2_text has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (414196K) : metal2_opc has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (414196K) : metal2_noqrc has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (414196K) : metal2_res has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (414460K) : metal2_iprobe has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (414460K) : metal2_diffprb has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (414460K) : baspoly_drw has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (414460K) : baspoly_pin has 0 polygons
2026-09-22 21:26:34 +0200: Memory Usage (414460K) : psd_drw has 2249 polygons
2026-09-22 21:26:34 +0200: Memory Usage (414724K) : nldb_drw has 0 polygons
