 time                   v(fout)                v(vref)                i(vdd)                 i(vdd12)               v(xt2f.cap1)           v(xt2f.cap2)           v(xt2f.ca1)            v(xt2f.tail1)          v(xt2f.cb1)            v(xt2f.ca2)            v(xt2f.tail2)          v(xt2f.cb2)           
 0.000000000000000e+00  1.566337260270091e-06  1.035287897387122e+00 -6.919695776452809e-05 -2.330267439133813e-09  1.923070606272019e-08  1.816466483606845e-08  1.191275530071070e+00  4.024467256301923e-01  1.414292870921331e+00  1.195919343409390e+00  3.985292702531262e-01  1.416994965535936e+00 
 5.000000000000000e-11  1.566337262000538e-06  1.035287897387119e+00 -6.919695776511905e-05 -2.330267373067784e-09  1.923070601351183e-08  1.816466520509477e-08  1.191275530071071e+00  4.024467256301788e-01  1.414292870921321e+00  1.195919343409389e+00  3.985292702531434e-01  1.416994965535939e+00 
 1.000000000000000e-10  1.566337260005216e-06  1.035287897387121e+00 -6.919695776555186e-05 -2.330267415402067e-09  1.923070597556475e-08  1.816466558342712e-08  1.191275530071096e+00  4.024467256301487e-01  1.414292870921321e+00  1.195919343409416e+00  3.985292702531309e-01  1.416994965535965e+00 
 2.000000000000000e-10  1.566337259977436e-06  1.035287897387140e+00 -6.919695776492043e-05 -2.330267437740232e-09  1.923070607270927e-08  1.816466584313419e-08  1.191275530071079e+00  4.024467256300904e-01  1.414292870921371e+00  1.195919343409489e+00  3.985292702530887e-01  1.416994965535959e+00 
 4.000000000000000e-10  1.566337260581699e-06  1.035287897387082e+00 -6.919695776468071e-05 -2.330267440253485e-09  1.923070537361571e-08  1.816466485118407e-08  1.191275530070905e+00  4.024467256299413e-01  1.414292870921291e+00  1.195919343409412e+00  3.985292702528453e-01  1.416994965535944e+00 
 8.000000000000000e-10  1.566337260793102e-06  1.035287897386874e+00 -6.919695776492720e-05 -2.330267404756928e-09  1.923070375018559e-08  1.816466373720700e-08  1.191275530070797e+00  4.024467256294503e-01  1.414292870920694e+00  1.195919343409209e+00  3.985292702523244e-01  1.416994965536053e+00 
 1.600000000000000e-09  1.566337260419302e-06  1.035287897386708e+00 -6.919695776513716e-05 -2.330267341171885e-09  1.923070314820943e-08  1.816466341760453e-08  1.191275530070179e+00  4.024467256287217e-01  1.414292870920038e+00  1.195919343408613e+00  3.985292702515728e-01  1.416994965535672e+00 
 3.200000000000000e-09  1.566337260144373e-06  1.035287897386886e+00 -6.919695776504777e-05 -2.330267423991709e-09  1.923070688460464e-08  1.816466400761380e-08  1.191275530071349e+00  4.024467256279914e-01  1.414292870921982e+00  1.195919343409693e+00  3.985292702507249e-01  1.416994965536216e+00 
 6.400000000000000e-09  1.566337260388527e-06  1.035287897388299e+00 -6.919695776596552e-05 -2.330267409730176e-09  1.923070714068907e-08  1.816466570268935e-08  1.191275530074188e+00  4.024467256278396e-01  1.414292870924512e+00  1.195919343412495e+00  3.985292702503276e-01  1.416994965539524e+00 
 1.140000000000000e-08  1.566337260514648e-06  1.035287897389364e+00 -6.919695776501603e-05 -2.330267345545543e-09  1.923070647109258e-08  1.816466583651040e-08  1.191275530077476e+00  4.024467256271127e-01  1.414292870927461e+00  1.195919343415985e+00  3.985292702493753e-01  1.416994965543553e+00 
