Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L10_1;0.021;
C2;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L10_10,CTX_L8_12;0.12;
C3;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L10_2,CTX_L30_8,CTX_L8_4;0.385;
C4;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L10_3,CTX_L30_9,CTX_L8_5,CTX_L8_6;0.812;
C5;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L10_4,CTX_L8_7;0.406;
C6;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L10_5;0.001;
C7;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L10_6,CTX_L30_10,CTX_L8_8;0.396;
C8;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L10_7,CTX_L8_10,CTX_L8_9;0.125;
C9;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L10_8,CTX_L8_11;0.12;
C10;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L30_6;0.153;
C11;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L8_13;0.004;
C12;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L8_14;0.396;
C13;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L8_15;0.396;
C14;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L8_16;0.396;
C15;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L8_17;0.053;
C16;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L8_18;0.12;
C17;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L8_19;0.053;
C18;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L8_2;0.358;
C19;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L8_20;0.053;
C20;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L8_21;0.12;
C21;CTX_L10_0,CTX_L30_7,CTX_L8_3;CTX_L8_22;0.053;
