Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L10_1,CTX_L8_0,CTX_L8_3;0.119;
C2;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L10_2;0.0;
C3;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L10_3,CTX_L30_3,CTX_L8_5;0.007;
C4;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L10_4,CTX_L30_5,CTX_L8_7;0.046;
C5;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L10_5;0.281;
C6;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L126_0;0.624;
C7;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L30_2;0.002;
C8;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L50_3;0.0;
C9;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L8_1;0.068;
C10;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L8_4;0.003;
C11;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L8_6;0.0;
C12;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L8_8;0.001;
C13;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L8_9;0.993;
C14;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;N;0.0;
C15;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;P;0.214;
C16;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;VSUBS;2.219;
C17;CTX_L10_1,CTX_L8_0,CTX_L8_3;CTX_L10_2;0.059;
C18;CTX_L10_1,CTX_L8_0,CTX_L8_3;CTX_L10_3,CTX_L30_3,CTX_L8_5;0.007;
C19;CTX_L10_1,CTX_L8_0,CTX_L8_3;CTX_L10_5;0.076;
C20;CTX_L10_1,CTX_L8_0,CTX_L8_3;CTX_L126_0;0.002;
C21;CTX_L10_1,CTX_L8_0,CTX_L8_3;CTX_L30_2;0.002;
C22;CTX_L10_1,CTX_L8_0,CTX_L8_3;CTX_L8_1;0.054;
C23;CTX_L10_1,CTX_L8_0,CTX_L8_3;CTX_L8_9;0.248;
C24;CTX_L10_1,CTX_L8_0,CTX_L8_3;VSUBS;0.314;
C25;CTX_L10_2;CTX_L10_3,CTX_L30_3,CTX_L8_5;0.135;
C26;CTX_L10_2;CTX_L10_5;0.035;
C27;CTX_L10_2;CTX_L30_2;0.001;
C28;CTX_L10_2;CTX_L30_4;0.001;
C29;CTX_L10_2;CTX_L8_4;0.016;
C30;CTX_L10_2;CTX_L8_6;0.002;
C31;CTX_L10_2;CTX_L8_9;0.006;
C32;CTX_L10_2;VSUBS;0.213;
C33;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L10_4,CTX_L30_5,CTX_L8_7;0.021;
C34;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L10_5;0.02;
C35;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L126_0;0.001;
C36;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L30_2;0.001;
C37;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L30_4;0.009;
C38;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L8_4;0.003;
C39;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L8_6;0.073;
C40;CTX_L10_3,CTX_L30_3,CTX_L8_5;VSUBS;0.123;
C41;CTX_L10_4,CTX_L30_5,CTX_L8_7;CTX_L10_5;0.162;
C42;CTX_L10_4,CTX_L30_5,CTX_L8_7;CTX_L126_0;0.054;
C43;CTX_L10_4,CTX_L30_5,CTX_L8_7;CTX_L30_4;0.001;
C44;CTX_L10_4,CTX_L30_5,CTX_L8_7;CTX_L8_6;0.019;
C45;CTX_L10_4,CTX_L30_5,CTX_L8_7;CTX_L8_9;0.012;
C46;CTX_L10_4,CTX_L30_5,CTX_L8_7;VSUBS;1.153;
C47;CTX_L10_5;CTX_L126_0;0.08;
C48;CTX_L10_5;CTX_L30_2;0.0;
C49;CTX_L10_5;CTX_L8_1;0.0;
C50;CTX_L10_5;CTX_L8_4;0.001;
C51;CTX_L10_5;CTX_L8_9;0.083;
C52;CTX_L10_5;VSUBS;1.272;
C53;CTX_L126_0;CTX_L50_0;0.016;
C54;CTX_L126_0;CTX_L50_1;0.019;
C55;CTX_L126_0;CTX_L50_2;0.071;
C56;CTX_L126_0;CTX_L50_3;0.297;
C57;CTX_L126_0;CTX_L8_1;0.0;
C58;CTX_L126_0;CTX_L8_4;0.001;
C59;CTX_L126_0;CTX_L8_8;0.095;
C60;CTX_L126_0;CTX_L8_9;0.193;
C61;CTX_L126_0;N;0.231;
C62;CTX_L126_0;P;0.49;
C63;CTX_L126_0;VSUBS;2.211;
C64;CTX_L30_2;CTX_L8_4;0.001;
C65;CTX_L30_2;CTX_L8_9;0.0;
C66;CTX_L30_2;VSUBS;0.014;
C67;CTX_L30_4;CTX_L8_6;0.0;
C68;CTX_L30_4;VSUBS;0.015;
C69;CTX_L50_0;CTX_L50_1;3.488;
C70;CTX_L50_0;CTX_L8_8;0.004;
C71;CTX_L50_0;VSUBS;0.659;
C72;CTX_L50_1;CTX_L50_2;1.296;
C73;CTX_L50_1;CTX_L8_8;0.004;
C74;CTX_L50_1;VSUBS;0.16;
C75;CTX_L50_2;CTX_L50_3;0.272;
