 frequency                ir                       ii                       vr                       vi                      
 9.54992586021433176e+00  1.37333856309665436e-15  8.53670922115783637e-14  9.02386975572433414e-04  4.17830017454525319e-06 
 9.77237220955807828e+00  1.34878816015343572e-15  8.73555471597622750e-14  9.02386976293523269e-04  4.27562528825509967e-06 
 9.99999999999996980e+00  1.32652135803601468e-15  8.93903194047492684e-14  9.02386977048252881e-04  4.37521739508713994e-06 
 1.02329299228075108e+01  1.31187107618030430e-15  9.14724876429976721e-14  9.02386977838953719e-04  4.47712930009463631e-06 
 1.04712854805089641e+01  1.28959072153572718e-15  9.36031556643168771e-14  9.02386978666402939e-04  4.58141503831857884e-06 
 1.07151930523760317e+01  1.25843346160392500e-15  9.57834534106585204e-14  9.02386979533376099e-04  4.68812990343775404e-06 
 1.09647819614318163e+01  1.23600402916063112e-15  9.80145368172978082e-14  9.02386980441205466e-04  4.79733047708615269e-06 
 1.12201845430195988e+01  1.21332387496494998e-15  1.00297588765745581e-13  9.02386981391223308e-04  4.90907465885339111e-06 
 1.14815362149687914e+01  1.17426549170115968e-15  1.02633819983720821e-13  9.02386982386538250e-04  5.02342169698361529e-06 
 1.17489755493952579e+01  1.13929319537492413e-15  1.05024468939271531e-13  9.02386983428482559e-04  5.14043221979005054e-06 
 1.20226443461740899e+01  1.12981997889283203e-15  1.07470803270142838e-13  9.02386984519831792e-04  5.26016826780069879e-06 
 1.23026877081237753e+01  1.08101055234025023e-15  1.09974120048474784e-13  9.02386985662029240e-04  5.38269332665301653e-06 
 1.25892541179416302e+01  1.04887751045321109e-15  1.12535746574895715e-13  9.02386986858516593e-04  5.50807236075505654e-06 
 1.28824955169312965e+01  1.01054418739227048e-15  1.15157041172615673e-13  9.02386988111292254e-04  5.63637184773017542e-06 
 1.31825673855640257e+01  9.76527344230537775e-16  1.17839393399184628e-13  9.02386989423020758e-04  5.76765981366466472e-06 
 1.34896288259164887e+01  9.35219241458840056e-16  1.20584225793497936e-13  9.02386990796699706e-04  5.90200586917577077e-06 
 1.38038426460287997e+01  8.96872365870743371e-16  1.23392993611098537e-13  9.02386992235326701e-04  6.03948124632038121e-06 
 1.41253754462274923e+01  8.45399867731994048e-16  1.26267185935907705e-13  9.02386993741788324e-04  6.18015883636310937e-06 
 1.44543977074592220e+01  8.07080097198209501e-16  1.29208326897834906e-13  9.02386995318749108e-04  6.32411322842422148e-06 
 1.47910838816820203e+01  7.62715899552818266e-16  1.32217975831596475e-13  9.02386996970316879e-04  6.47142074902779642e-06 
 1.51356124843620261e+01  7.10816496808652776e-16  1.35297728494325481e-13  9.02386998699600262e-04  6.62215950257106257e-06 
 1.54881661891247564e+01  6.41095520854256806e-16  1.38449217806725552e-13  9.02387000510485038e-04  6.77640941273642048e-06 
 1.58489319246110760e+01  5.96866848480426260e-16  1.41674114805982943e-13  9.02387002405968808e-04  6.93425226486777879e-06 
 1.62181009735892374e+01  5.40820372426503715e-16  1.44974129386920365e-13  9.02387004392157799e-04  7.09577174933467776e-06 
 1.65958690743755426e+01  4.77956975213078561e-16  1.48351011201969490e-13  9.02387006471161435e-04  7.26105350590562649e-06 
 1.69824365246173770e+01  4.24844621288444912e-16  1.51806550719962136e-13  9.02387008648530831e-04  7.43018516915747392e-06 
 1.73780082874936852e+01  3.53903917890002750e-16  1.55342580179042332e-13  9.02387010927929722e-04  7.60325641493310016e-06 
 1.77827941003891574e+01  2.91135388366670078e-16  1.58960974274880589e-13  9.02387013314909225e-04  7.78035900789959402e-06 
 1.81970085860997628e+01  2.20452182984193223e-16  1.62663651854739794e-13  9.02387015814798410e-04  7.96158685019593617e-06 
 1.86208713666286023e+01  1.35816650894543534e-16  1.66452575599837851e-13  9.02387018432482257e-04  8.14703603122272227e-06 
 1.90546071796323986e+01  7.25195728121241778e-17  1.70329755095842124e-13  9.02387021173622905e-04  8.33680487859043074e-06 
 1.94984459975803794e+01 -1.03270256929244297e-17  1.74297245668199124e-13  9.02387024043438402e-04  8.53099401025366457e-06 
 1.99526231496887192e+01 -1.12919656264365287e-16  1.78357150817354238e-13  9.02387027048368040e-04  8.72970638786019671e-06 
 2.04173794466952145e+01 -1.95413889063356105e-16  1.82511623489301151e-13  9.02387030195850315e-04  8.93304737134302786e-06 
 2.08929613085403147e+01 -2.92212814275577548e-16  1.86762866499098315e-13  9.02387033490659185e-04  9.14112477478299377e-06 
 2.13796208950222386e+01 -3.84702035852169111e-16  1.91113133589660138e-13  9.02387036941010301e-04  9.35404892357308581e-06 
 2.18776162394954419e+01 -4.99322534274621033e-16  1.95564731549339348e-13  9.02387040554120112e-04  9.57193271291551712e-06 
 2.23872113856833082e+01 -6.10371941791448824e-16  2.00120020635443470e-13  9.02387044337316091e-04  9.79489166767918275e-06 
 2.29086765276776383e+01 -7.21902464022317059e-16  2.04781415950663361e-13  9.02387048298702865e-04  1.00230440036528846e-05 
 2.34422881531991258e+01 -8.41422201011687854e-16  2.09551389560655584e-13  9.02387052447606308e-04  1.02565106902249851e-05 
 2.39883291901948077e+01 -9.60359179333347690e-16  2.14432469858767693e-13  9.02387056791797981e-04  1.04954155145273420e-05 
 2.45470891568502019e+01 -1.09612839638284498e-15  2.19427245589444734e-13  9.02387061340381713e-04  1.07398851470523914e-05 
 2.51188643150956956e+01 -1.22540595292458532e-15  2.24538364365921587e-13  9.02387066104126667e-04  1.09900492088363091e-05 
 2.57039578276885301e+01 -1.37131923655040011e-15  2.29768536799508584e-13  9.02387071091026449e-04  1.12460403401770627e-05 
 2.63026799189537073e+01 -1.52088492624477545e-15  2.35120535652558562e-13  9.02387076314070669e-04  1.15079942709609008e-05 
 2.69153480392690412e+01 -1.68968842823719045e-15  2.40597198697203060e-13  9.02387081782474176e-04  1.17760498926288658e-05 
 2.75422870333815446e+01 -1.84583386986583720e-15  2.46201429668264384e-13  9.02387087509115560e-04  1.20503493318224817e-05 
 2.81838293126444164e+01 -2.02037686710884734e-15  2.51936200274958857e-13  9.02387093504986026e-04  1.23310380257288155e-05 
 2.88403150312659342e+01 -2.20017146862483415e-15  2.57804551047929767e-13  9.02387099783852342e-04  1.26182647992112414e-05 
 2.95120922666637284e+01 -2.38805015258941600e-15  2.63809593245071497e-13  9.02387106358704116e-04  1.29121819437065348e-05 
 3.01995172040200295e+01 -2.57443805856683028e-15  2.69954511286749251e-13  9.02387113243419137e-04  1.32129452979783083e-05 
 3.09029543251357701e+01 -2.79045178890741097e-15  2.76242563073436404e-13  9.02387120452874392e-04  1.35207143307316553e-05 
 3.16227766016836540e+01 -3.02144106175544769e-15  2.82677082526813350e-13  9.02387128001502781e-04  1.38356522251826340e-05 
 3.23593656929626832e+01 -3.23558454334849088e-15  2.89261481495591628e-13  9.02387135906179694e-04  1.41579259655717986e-05 
 3.31131121482589634e+01 -3.47406836371383365e-15  2.95999251026063349e-13  9.02387144183336432e-04  1.44877064257016322e-05 
 3.38844156139201047e+01 -3.72830022063452837e-15  3.02893963903200030e-13  9.02387152850181451e-04  1.48251684595366504e-05 
 3.46736850452530092e+01 -3.97856118709849493e-15  3.09949275285927310e-13  9.02387161926254677e-04  1.51704909939133790e-05 
 3.54813389233573844e+01 -4.25411116923568589e-15  3.17168926730531449e-13  9.02387171429763768e-04  1.55238571234100759e-05 
 3.63078054770099712e+01 -4.54192618844911911e-15  3.24556745343626378e-13  9.02387181380470693e-04  1.58854542074243756e-05 
 3.71535229097170827e+01 -4.84879606084398507e-15  3.32116649076109622e-13  9.02387191801135025e-04  1.62554739695160865e-05 
 3.80189396320559467e+01 -5.16478678401488533e-15  3.39852645664371115e-13  9.02387202712628955e-04  1.66341125990602437e-05 
 3.89045144994278829e+01 -5.48316275196525371e-15  3.47768837500732645e-13  9.02387214138600235e-04  1.70215708552689004e-05 
 3.98107170553495422e+01 -5.83273663742889248e-15  3.55869421845206096e-13  9.02387226102141504e-04  1.74180541736371490e-05 
 4.07380277804110875e+01 -6.20138570486469809e-15  3.64158693154834046e-13  9.02387238630120159e-04  1.78237727748675769e-05 
 4.16869383470333474e+01 -6.56305522081512827e-15  3.72641047107096272e-13  9.02387251749403596e-04  1.82389417763479848e-05 
 4.26579518801590680e+01 -6.96805216608351041e-15  3.81320981023426219e-13  9.02387265485748991e-04  1.86637813061451040e-05 
 4.36515832240163917e+01 -7.37901899956414087e-15  3.90203097045584558e-13  9.02387279870464631e-04  1.90985166198247623e-05 
 4.46683592150961033e+01 -7.80939982819583989e-15  3.99292105100274497e-13  9.02387294932305295e-04  1.95433782197842532e-05 
 4.57088189614872888e+01 -8.25649769907454978e-15  4.08592823957932964e-13  9.02387310704244605e-04  1.99986019775406850e-05 
 4.67735141287195972e+01 -8.74024837964684775e-15  4.18110184832620638e-13  9.02387327219034141e-04  2.04644292587545684e-05 
 4.78630092322636074e+01 -9.23225254925719163e-15  4.27849234981911969e-13  9.02387344512423084e-04  2.09411070512189991e-05 
 4.89778819368443834e+01 -9.75708771590311219e-15  4.37815137495136948e-13  9.02387362622936173e-04  2.14288880958454994e-05 
 5.01187233627269819e+01 -1.03091295808148409e-14  4.48013175952062309e-13  9.02387381585212367e-04  2.19280310205083505e-05 
 5.12861383991362345e+01 -1.08645595775155868e-14  4.58448758869814507e-13  9.02387401441218095e-04  2.24388004774382855e-05 
 5.24807460249770017e+01 -1.14677419036507411e-14  4.69127418855846772e-13  9.02387422232475700e-04  2.29614672833595819e-05 
 5.37031796370250092e+01 -1.20995403908759347e-14  4.80054817901895024e-13  9.02387444003283079e-04  2.34963085631290815e-05 
 5.49540873857621861e+01 -1.27513491844470639e-14  4.91236750348593193e-13  9.02387466800047555e-04  2.40436078966707318e-05 
 5.62341325190346311e+01 -1.34333868898398046e-14  5.02679144579539113e-13  9.02387490671285875e-04  2.46036554693307983e-05 
 5.75439937337154106e+01 -1.41618691057963930e-14  5.14388067679975728e-13  9.02387515668401363e-04  2.51767482257435338e-05 
 5.88843655355586080e+01 -1.49085388131964258e-14  5.26369728401406413e-13  9.02387541843019392e-04  2.57631900272790216e-05 
 6.02559586074354741e+01 -1.57108077632542309e-14  5.38630479279177338e-13  9.02387569251317245e-04  2.63632918131234444e-05 
 6.16595001861479091e+01 -1.65153264328199434e-14  5.51176821291158680e-13  9.02387597951137543e-04  2.69773717651931669e-05 
 6.30957344480190088e+01 -1.73814752196278788e-14  5.64015407669392886e-13  9.02387628003653575e-04  2.76057554767991077e-05 
 6.45654229034652190e+01 -1.82985340746975866e-14  5.77153045382402326e-13  9.02387659472481118e-04  2.82487761253009408e-05 
 6.60693448007592536e+01 -1.92385576870332531e-14  5.90596699370354037e-13  9.02387692424344579e-04  2.89067746487522020e-05 
 6.76082975391978209e+01 -2.02330963398542063e-14  6.04353499109565057e-13  9.02387726928743916e-04  2.95800999266755612e-05 
 6.91830970918932877e+01 -2.12683129029341000e-14  6.18430738612502431e-13  9.02387763061507364e-04  3.02691089650857348e-05 
 7.07945784384134242e+01 -2.23555643940297200e-14  6.32835881509980890e-13  9.02387800895354530e-04  3.09741670855999524e-05 
 7.24435960074986269e+01 -2.34902903877530489e-14  6.47576565921602300e-13  9.02387840512219874e-04  3.16956481194046827e-05 
 7.41310241300913617e+01 -2.46862195941131846e-14  6.62660609537953343e-13  9.02387881995925234e-04  3.24339346052889319e-05 
 7.58577575029179769e+01 -2.59477701369630054e-14  6.78096007079506680e-13  9.02387925435177429e-04  3.31894179925098506e-05 
 7.76247116628687621e+01 -2.72411081322573856e-14  6.93890945119697523e-13  9.02387970921347815e-04  3.39624988483533632e-05 
 7.94328234724277280e+01 -2.86211416437691379e-14  7.10053798696791850e-13  9.02388018554911575e-04  3.47535870706374621e-05 
 8.12830516164094945e+01 -3.00392035464808194e-14  7.26593138090149979e-13  9.02388068429349488e-04  3.55631021045584557e-05 
 8.31763771102666567e+01 -3.15416502595297632e-14  7.43517732631874834e-13  9.02388120655017723e-04  3.63914731658319325e-05 
 8.51138038202371945e+01 -3.31188730411623167e-14  7.60836555789009628e-13  9.02388175341828358e-04  3.72391394677102218e-05 
 8.70963589956076021e+01 -3.47722339203576647e-14  7.78558791516284964e-13  9.02388232605244589e-04  3.81065504540962759e-05 
 8.91250938133740789e+01 -3.64858764403432068e-14  7.96693836797217683e-13  9.02388292567835038e-04  3.89941660377677969e-05 
 9.12010839355904892e+01 -3.82976595857294211e-14  8.15251306302792068e-13  9.02388355356831262e-04  3.99024568442676278e-05 
 9.33254300796986058e+01 -4.01787164736738811e-14  8.34241041285305792e-13  9.02388421104904914e-04  4.08319044613473389e-05 
 9.54992586021430867e+01 -4.21660183982583425e-14  8.53673110848919342e-13  9.02388489951611028e-04  4.17830016944537505e-05 
 9.77237220955805412e+01 -4.42358348844325289e-14  8.73557819149436065e-13  9.02388562042388820e-04  4.27562528278784402e-05 
 9.99999999999994600e+01 -4.64157182199047280e-14  8.93905709205950437e-13  9.02388637530560089e-04  4.37521738922632840e-05 
 1.02329299228074859e+02 -4.86734269425706523e-14  9.14727570524144582e-13  9.02388716578328420e-04  4.47712929382055485e-05 
 1.04712854805089378e+02 -5.10605622995770336e-14  9.36034444178485961e-13  9.02388799349784776e-04  4.58141503159253686e-05 
 1.07151930523760043e+02 -5.35587538403638208e-14  9.57837627047392103e-13  9.02388886021898706e-04  4.68812989622749060e-05 
 1.09647819614317882e+02 -5.61647828397314475e-14  9.80148682401142451e-13  9.02388976779300300e-04  4.79733046935957693e-05 
 1.12201845430195704e+02 -5.88902570371890866e-14  1.00297943947836189e-12  9.02389071814613253e-04  4.90907465057384768e-05 
 1.14815362149687616e+02 -6.17522661694805408e-14  1.02634200576799846e-12  9.02389171327899753e-04  5.02342168811170903e-05 
 1.17489755493952273e+02 -6.47660093958113414e-14  1.05024876700932340e-12  9.02389275544202007e-04  5.14043221028098220e-05 
 1.20226443461740587e+02 -6.78839851084994672e-14  1.07471240201500767e-12  9.02389384657809046e-04  5.26016825760722021e-05 
 1.23026877081237430e+02 -7.11661496876833666e-14  1.09974588267112202e-12  9.02389498915745492e-04  5.38269331573496123e-05 
 1.25892541179415971e+02 -7.46043241832243520e-14  1.12536248325449933e-12  9.02389618558596673e-04  5.50807234906167692e-05 
 1.28824955169312631e+02 -7.82168519406281626e-14  1.15157578678548177e-12  9.02389743837828107e-04  5.63637183519504224e-05 
 1.31825673855639934e+02 -8.19685031655525975e-14  1.17839969434528321e-12  9.02389875022335808e-04  5.76765980022977265e-05 
 1.34896288259164550e+02 -8.59231238134298969e-14  1.20584843142873630e-12  9.02390012389453489e-04  5.90200585477993338e-05 
 1.38038426460287639e+02 -9.00744593929775350e-14  1.23393654879132546e-12  9.02390156228727314e-04  6.03948123088982717e-05 
 1.41253754462274571e+02 -9.43916236948068310e-14  1.26267894574259290e-12  9.02390306849909507e-04  6.18015881983291683e-05 
 1.44543977074591879e+02 -9.89442699322364005e-14  1.29209086294635855e-12  9.02390464567748296e-04  6.32411321071090111e-05 
 1.47910838816819847e+02 -1.03689917708895546e-13  1.32218789427918136e-12  9.02390629718419213e-04  6.47142073004020681e-05 
 1.51356124843619909e+02 -1.08660686514144150e-13  1.35298600292398531e-12  9.02390802654307045e-04  6.62215948223129886e-05 
 1.54881661891247205e+02 -1.13869593550315618e-13  1.38450151967599343e-12  9.02390983742784591e-04  6.77640939096286191e-05 
 1.58489319246110398e+02 -1.19310492746344671e-13  1.41675115903635391e-12  9.02391173361438703e-04  6.93425224153041867e-05 
 1.62181009735892019e+02 -1.25019982701816273e-13  1.44975202005917297e-12  9.02391371916277940e-04  7.09577172431942991e-05 
 1.65958690743755056e+02 -1.30989166182652467e-13  1.48352160498623972e-12  9.02391579830186252e-04  7.26105347910413777e-05 
