Metal1	929950	748650	930750	748950
Metal1	936950	748650	937750	748950
Metal1	943950	748650	944750	748950
Metal1	950950	748650	951750	748950
Metal1	927020	754600	927280	757450
Metal1	927000	757450	927300	758250
Metal1	927020	758250	927280	759400
Metal1	928520	754600	928780	757450
Metal1	928500	757450	928800	758250
Metal1	928520	758250	928780	759400
Metal1	930020	754600	930280	757450
Metal1	930000	757450	930300	758250
Metal1	930020	758250	930280	759400
Metal1	931520	754600	931780	757450
Metal1	931500	757450	931800	758250
Metal1	931520	758250	931780	759400
Metal1	934020	754600	934280	757450
Metal1	934000	757450	934300	758250
Metal1	934020	758250	934280	759400
Metal1	935520	754600	935780	757450
Metal1	935500	757450	935800	758250
Metal1	935520	758250	935780	759400
Metal1	937020	754600	937280	757450
Metal1	937000	757450	937300	758250
Metal1	937020	758250	937280	759400
Metal1	938520	754600	938780	757450
Metal1	938500	757450	938800	758250
Metal1	938520	758250	938780	759400
Metal1	941020	754600	941280	757450
Metal1	941000	757450	941300	758250
Metal1	941020	758250	941280	759400
Metal1	942520	754600	942780	757450
Metal1	942500	757450	942800	758250
Metal1	942520	758250	942780	759400
Metal1	944020	754600	944280	757450
Metal1	944000	757450	944300	758250
Metal1	944020	758250	944280	759400
Metal1	945520	754600	945780	757450
Metal1	945500	757450	945800	758250
Metal1	945520	758250	945780	759400
Metal1	948020	754600	948280	757450
Metal1	948000	757450	948300	758250
Metal1	948020	758250	948280	759400
Metal1	949520	754600	949780	757450
Metal1	949500	757450	949800	758250
Metal1	949520	758250	949780	759400
Metal1	951020	754600	951280	757450
Metal1	951000	757450	951300	758250
Metal1	951020	758250	951280	759400
Metal1	952520	754600	952780	757450
Metal1	952500	757450	952800	758250
Metal1	952520	758250	952780	759400
Metal1	923020	758250	923280	759400
Metal1	924520	754600	924780	757450
Metal1	924500	757450	924800	758250
Metal1	924520	758250	924780	759400
Metal1	901950	748650	902750	748950
Metal1	908950	748650	909750	748950
Metal1	915950	748650	916750	748950
Metal1	922950	748650	923750	748950
Metal1	899020	754600	899280	757450
Metal1	899000	757450	899300	758250
Metal1	899020	758250	899280	759400
Metal1	900520	754600	900780	757450
Metal1	900500	757450	900800	758250
Metal1	900520	758250	900780	759400
