DIE	0	0	1414000	1414000
INST	ANTENNA_1	sg13g2_antennanp	R0	1020000	891000	1021440	894780
MTERM	sg13g2_antennanp	VDD
MTERM	sg13g2_antennanp	VSS
MTERM	sg13g2_antennanp	A
INST	ANTENNA_2	sg13g2_antennanp	R0	1021440	891000	1022880	894780
MTERM	sg13g2_antennanp	VDD
MTERM	sg13g2_antennanp	VSS
MTERM	sg13g2_antennanp	A
INST	ANTENNA_3	sg13g2_antennanp	R0	1022880	891000	1024320	894780
MTERM	sg13g2_antennanp	VDD
MTERM	sg13g2_antennanp	VSS
MTERM	sg13g2_antennanp	A
INST	ANTENNA_4	sg13g2_antennanp	R0	1024320	891000	1025760	894780
MTERM	sg13g2_antennanp	VDD
MTERM	sg13g2_antennanp	VSS
MTERM	sg13g2_antennanp	A
INST	ANTENNA_5	sg13g2_antennanp	R0	1025760	891000	1027200	894780
MTERM	sg13g2_antennanp	VDD
MTERM	sg13g2_antennanp	VSS
MTERM	sg13g2_antennanp	A
INST	ANTENNA_6	sg13g2_antennanp	R0	1027200	891000	1028640	894780
MTERM	sg13g2_antennanp	VDD
MTERM	sg13g2_antennanp	VSS
MTERM	sg13g2_antennanp	A
INST	FILLER_0_1006	sg13g2_decap_8	MX	1062720	841860	1066080	845640
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1013	sg13g2_decap_8	MX	1045920	841860	1049280	845640
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1020	sg13g2_decap_8	MX	1049280	841860	1052640	845640
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1027	sg13g2_decap_8	MX	1052640	841860	1056000	845640
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_103	sg13g2_decap_8	MX	1059360	562140	1062720	565920
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1034	sg13g2_decap_8	R0	1006560	845640	1009920	849420
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1041	sg13g2_decap_8	MX	1056000	841860	1059360	845640
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1048	sg13g2_decap_8	MX	1066080	841860	1069440	845640
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1055	sg13g2_decap_8	MX	1069440	841860	1072800	845640
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1062	sg13g2_decap_8	MX	1076160	841860	1079520	845640
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1069	sg13g2_decap_8	MX	1003200	841860	1006560	845640
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1076	sg13g2_decap_8	MX	1009920	841860	1013280	845640
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1083	sg13g2_decap_8	MX	1045920	796500	1049280	800280
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1090	sg13g2_decap_8	R0	1056000	845640	1059360	849420
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1097	sg13g2_decap_8	MX	1006560	849420	1009920	853200
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_110	sg13g2_decap_8	MX	1056000	562140	1059360	565920
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1104	sg13g2_decap_8	MX	1013280	849420	1016640	853200
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1111	sg13g2_decap_8	MX	1016640	849420	1020000	853200
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1118	sg13g2_decap_8	MX	1020000	849420	1023360	853200
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1125	sg13g2_decap_8	MX	1026720	849420	1030080	853200
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1132	sg13g2_decap_8	R0	1020000	845640	1023360	849420
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
INST	FILLER_0_1139	sg13g2_decap_8	R0	1059360	845640	1062720	849420
MTERM	sg13g2_decap_8	VDD
MTERM	sg13g2_decap_8	VSS
