 time                   v(q)                   v(qb)                  v(inp)                 v(inn)                 v(clk)                
 0.000000000000000e+00  6.177528118457900e-01  6.148895715931708e-01  9.900000003461988e-01  1.010000000272950e+00  0.000000000000000e+00 
 2.000000000000000e-12  6.177528118455152e-01  6.148895715929039e-01  9.900000003457942e-01  1.010000000272518e+00  0.000000000000000e+00 
 4.000000000000001e-12  6.177528118454624e-01  6.148895715928424e-01  9.900000003456523e-01  1.010000000272379e+00  0.000000000000000e+00 
 8.000000000000001e-12  6.177528118455763e-01  6.148895715929339e-01  9.900000003459499e-01  1.010000000272688e+00  0.000000000000000e+00 
 1.600000000000000e-11  6.177528118459267e-01  6.148895715932958e-01  9.900000003494523e-01  1.010000000276218e+00  0.000000000000000e+00 
 3.200000000000001e-11  6.177528118457899e-01  6.148895715933171e-01  9.900000003637310e-01  1.010000000290564e+00  0.000000000000000e+00 
 6.400000000000001e-11  6.177528118454345e-01  6.148895715932710e-01  9.900000004043837e-01  1.010000000331372e+00  0.000000000000000e+00 
 1.280000000000000e-10  6.177528118442218e-01  6.148895715945253e-01  9.900000004932263e-01  1.010000000420533e+00  0.000000000000000e+00 
 2.560000000000000e-10  6.177528118541271e-01  6.148895715848300e-01  9.900000006564887e-01  1.010000000584380e+00  0.000000000000000e+00 
 5.120000000000001e-10  6.177528118284440e-01  6.148895716102446e-01  9.900000009251902e-01  1.010000000854031e+00  0.000000000000000e+00 
 1.024000000000000e-09  6.177528118700482e-01  6.148895715685809e-01  9.900000012918937e-01  1.010000001222034e+00  0.000000000000000e+00 
 2.024000000000000e-09  6.177528118165502e-01  6.148895716220655e-01  9.900000016218782e-01  1.010000001553239e+00  0.000000000000000e+00 
 3.024000000000000e-09  6.177528118806307e-01  6.148895715583156e-01  9.900000016964461e-01  1.010000001628081e+00  0.000000000000000e+00 
 4.024000000000000e-09  6.177528118040930e-01  6.148895716345536e-01  9.900000016846571e-01  1.010000001616244e+00  0.000000000000000e+00 
 5.024000000000000e-09  6.177528118954474e-01  6.148895715435808e-01  9.900000016450099e-01  1.010000001576447e+00  0.000000000000000e+00 
 6.024000000000000e-09  6.177528117863355e-01  6.148895716523826e-01  9.900000015970519e-01  1.010000001528295e+00  0.000000000000000e+00 
 7.024000000000000e-09  6.177528119167053e-01  6.148895715222300e-01  9.900000015478360e-01  1.010000001478889e+00  0.000000000000000e+00 
 8.024000000000000e-09  6.177528117608487e-01  6.148895716776566e-01  9.900000014993265e-01  1.010000001430185e+00  0.000000000000000e+00 
 9.024000000000000e-09  6.177528119471167e-01  6.148895714919608e-01  9.900000014525225e-01  1.010000001383214e+00  0.000000000000000e+00 
 1.002400000000000e-08  6.177528117244564e-01  6.148895717138908e-01  9.900000014073402e-01  1.010000001337911e+00  0.000000000000000e+00 
 1.102400000000000e-08  6.177528119906992e-01  6.148895714487744e-01  9.900000013640866e-01  1.010000001294536e+00  0.000000000000000e+00 
 1.202400000000000e-08  6.177528116727281e-01  6.148895717655037e-01  9.900000013224899e-01  1.010000001252795e+00  0.000000000000000e+00 
 1.302400000000000e-08  6.177528120527663e-01  6.148895713870527e-01  9.900000012826660e-01  1.010000001212834e+00  0.000000000000000e+00 
 1.402400000000000e-08  6.177528115987180e-01  6.148895718391081e-01  9.900000012443908e-01  1.010000001174438e+00  0.000000000000000e+00 
 1.502400000000000e-08  6.177528121408083e-01  6.148895712992544e-01  9.900000012077868e-01  1.010000001137700e+00  0.000000000000000e+00 
 1.602400000000000e-08  6.177528114928278e-01  6.148895719442046e-01  9.900000011725907e-01  1.010000001102350e+00  0.000000000000000e+00 
 1.702400000000000e-08  6.177528122673414e-01  6.148895711735554e-01  9.900000011389032e-01  1.010000001068507e+00  0.000000000000000e+00 
 1.802400000000000e-08  6.177528113422854e-01  6.148895720945571e-01  9.900000011065123e-01  1.010000001036003e+00  0.000000000000000e+00 
 1.902400000000000e-08  6.177528124476279e-01  6.148895709939173e-01  9.900000010754776e-01  1.010000001004884e+00  0.000000000000000e+00 
 2.000000000000000e-08  6.177528111235806e-01  6.148895723120732e-01  9.900000010463713e-01  1.010000000975680e+00  0.000000000000000e+00 
 2.002000000000000e-08  6.177654124735312e-01  6.149032759235040e-01  9.902783767154797e-01  1.010279192786181e+00  1.199999999999971e-01 
 2.006000000000000e-08  6.177369304177469e-01  6.148769569066753e-01  9.904705100863356e-01  1.010471862230988e+00  3.599999999999914e-01 
 2.010209023499309e-08  6.177532065712182e-01  6.148979392252979e-01  9.870801028467788e-01  1.006826054923567e+00  6.125414099585628e-01 
 2.014345639241544e-08  6.176949118002627e-01  6.148618811167696e-01  9.707893009470939e-01  9.901958857151144e-01  8.607383544926516e-01 
 2.017172819620772e-08  6.172046417291503e-01  6.145129423968569e-01  9.568110007335623e-01  9.759261965873255e-01  1.030369177246321e+00 
 2.020000000000000e-08  6.174177203183455e-01  6.150998879057781e-01  9.491254795340597e-01  9.685306104361304e-01  1.199999999999991e+00 
 2.020463648888851e-08  6.174869098372321e-01  6.152467441251290e-01  9.486308859271807e-01  9.680582797735198e-01  1.200000000000000e+00 
 2.021390946666552e-08  6.177010065460716e-01  6.156001744938538e-01  9.479135605757957e-01  9.673789838519484e-01  1.200000000000000e+00 
 2.023245542221956e-08  6.184533520103359e-01  6.162262006246400e-01  9.475042631922813e-01  9.670720605516840e-01  1.200000000000000e+00 
 2.026954733332762e-08  6.258301887367456e-01  6.142072728942547e-01  9.484679425077789e-01  9.683142781778551e-01  1.200000000000000e+00 
 2.033127358300475e-08  5.036249305555437e-01  6.687288976772910e-01  9.504380026013879e-01  9.699598790465420e-01  1.200000000000000e+00 
