 frequency                ir                       ii                       vr                       vi                      
 1.00000000000000000e+00  1.81222360251878656e-15  8.93912561437795928e-15  9.02386960496714963e-04  4.84483365525711196e-07 
 1.02329299228075410e+00  1.81471726751550322e-15  9.14734459681332618e-15  9.02386960504264479e-04  4.95768432819052512e-07 
 1.04712854805089939e+00  1.81552364288128931e-15  9.36041362373022219e-15  9.02386960512924219e-04  5.07316363097746181e-07 
 1.07151930523760619e+00  1.80539990509570591e-15  9.57844568138287717e-15  9.02386960521250892e-04  5.19133279227280169e-07 
 1.09647819614318465e+00  1.80917428390867108e-15  9.80155632359414232e-15  9.02386960530243698e-04  5.31225446693001353e-07 
 1.12201845430196312e+00  1.79995856544254429e-15  1.00298639166009515e-14  9.02386960539569571e-04  5.43599276922158620e-07 
 1.14815362149688238e+00  1.80562352179378105e-15  1.02634894537658641e-14  9.02386960549339534e-04  5.56261330683328147e-07 
 1.17489755493952908e+00  1.79852877382757903e-15  1.05025568268923059e-14  9.02386960559553586e-04  5.69218321565013601e-07 
 1.20226443461741250e+00  1.80504076312607009e-15  1.07471928063722343e-14  9.02386960570766838e-04  5.82477119535287279e-07 
 1.23026877081238117e+00  1.80712785230810469e-15  1.09975270875082526e-14  9.02386960581758046e-04  5.96044754584335971e-07 
 1.25892541179416684e+00  1.80920138896298321e-15  1.12536924030101737e-14  9.02386960593859477e-04  6.09928420451849880e-07 
 1.28824955169313360e+00  1.80788679382884454e-15  1.15158245626996889e-14  9.02386960605627841e-04  6.24135478441243110e-07 
 1.31825673855640679e+00  1.80382781194560193e-15  1.17840625858592663e-14  9.02386960619061540e-04  6.38673461322714255e-07 
 1.34896288259165331e+00  1.80249288802072916e-15  1.20585486681449263e-14  9.02386960632828306e-04  6.53550077327222844e-07 
 1.38038426460288455e+00  1.81058374673290223e-15  1.23394283470223638e-14  9.02386960646817116e-04  6.68773214233488322e-07 
 1.41253754462275394e+00  1.80482392269157299e-15  1.26268505547065078e-14  9.02386960661805126e-04  6.84350943550199770e-07 
 1.44543977074592700e+00  1.80077849333548645e-15  1.29209676843359702e-14  9.02386960677348249e-04  7.00291524795633984e-07 
 1.47910838816820678e+00  1.80444445193120306e-15  1.32219356892347194e-14  9.02386960694112616e-04  7.16603409876970509e-07 
 1.51356124843620754e+00  1.79783081867904149e-15  1.35299141424690840e-14  9.02386960710654940e-04  7.33295247571591119e-07 
 1.54881661891248057e+00  1.80439024182257879e-15  1.38450663096396474e-14  9.02386960728973619e-04  7.50375888112781629e-07 
 1.58489319246111271e+00  1.79377861305937691e-15  1.41675593474045943e-14  9.02386960747292299e-04  7.67854387882248887e-07 
 1.62181009735892911e+00  1.81140367462584440e-15  1.44975641976005925e-14  9.02386960767276314e-04  7.85740014211924194e-07 
 1.65958690743755977e+00  1.78961798722246379e-15  1.48352558519405887e-14  9.02386960787593395e-04  8.04042250297636367e-07 
 1.69824365246174347e+00  1.80310952800633029e-15  1.51808133520138089e-14  9.02386960809575811e-04  8.22770800227208480e-07 
 1.73780082874937447e+00  1.80621983298864808e-15  1.55344199083997662e-14  9.02386960832113338e-04  8.41935594125720957e-07 
 1.77827941003892165e+00  1.79692957562316291e-15  1.58962630462520488e-14  9.02386960855761089e-04  8.61546793420572659e-07 
 1.81970085860998210e+00  1.78866931032153897e-15  1.62665345722110955e-14  9.02386960880852129e-04  8.81614796229216272e-07 
 1.86208713666286596e+00  1.79357532515203588e-15  1.66454308391019917e-14  9.02386960906165214e-04  9.02150242872368701e-07 
 1.90546071796324568e+00  1.79053278280549844e-15  1.70331527194646898e-14  9.02386960933476701e-04  9.23164021515662479e-07 
 1.94984459975804381e+00  1.79674661650655598e-15  1.74299058371645807e-14  9.02386960962231477e-04  9.44667273942683516e-07 
 1.99526231496887796e+00  1.78709721717143499e-15  1.78359004946005998e-14  9.02386960991652387e-04  9.66671401462498954e-07 
 2.04173794466952740e+00  1.78514565326096108e-15  1.82513519704902478e-14  9.02386961022960676e-04  9.89188070954774604e-07 
 2.08929613085403743e+00  1.78774096221134826e-15  1.86764805992789291e-14  9.02386961055379189e-04  1.01222922105571850e-06 
 2.13796208950222999e+00  1.79148145970642325e-15  1.91115117049655032e-14  9.02386961089907125e-04  1.03580706848810688e-06 
 2.18776162394955032e+00  1.78442736932168944e-15  1.95566759981489785e-14  9.02386961125989373e-04  1.05993411453873824e-06 
 2.23872113856833721e+00  1.78818819560749853e-15  2.00122094966191736e-14  9.02386961163625934e-04  1.08462315168677492e-06 
 2.29086765276777049e+00  1.78353967879296693e-15  2.04783537635847335e-14  9.02386961202372717e-04  1.10988727038652225e-06 
 2.34422881531991933e+00  1.78029384853908845e-15  2.09553558812033503e-14  9.02386961243561991e-04  1.13573986600811518e-06 
 2.39883291901948770e+00  1.77541493876290368e-15  2.14434688211586773e-14  9.02386961286416600e-04  1.16219464593996455e-06 
 2.45470891568502747e+00  1.78101890874193813e-15  2.19429513917207702e-14  9.02386961331491655e-04  1.18926563685655260e-06 
 2.51188643150957702e+00  1.78225218871314040e-15  2.24540683833298745e-14  9.02386961379009200e-04  1.21696719215558529e-06 
 2.57039578276886038e+00  1.77616032775648747e-15  2.29770908200593321e-14  9.02386961428081058e-04  1.24531399956836422e-06 
 2.63026799189537819e+00  1.78654833982161421e-15  2.35122960390249196e-14  9.02386961480261540e-04  1.27432108894738948e-06 
 2.69153480392691202e+00  1.76962800966726230e-15  2.40599677565592979e-14  9.02386961533774290e-04  1.30400384023541193e-06 
 2.75422870333816272e+00  1.77550303018941813e-15  2.46203963990842569e-14  9.02386961590950776e-04  1.33437799162004652e-06 
 2.81838293126444972e+00  1.77508290184758000e-15  2.51938791031107152e-14  9.02386961650125663e-04  1.36545964787841778e-06 
