 time                   v(q)                   v(qb)                  v(inp)                 v(inn)                 v(clk)                
 0.000000000000000e+00  6.072398160506930e-01  6.215018718002744e-01  9.900000003454200e-01  1.010000000271779e+00  0.000000000000000e+00 
 2.000000000000000e-12  6.072398160506378e-01  6.215018718002318e-01  9.900000003453254e-01  1.010000000271678e+00  0.000000000000000e+00 
 4.000000000000001e-12  6.072398160506414e-01  6.215018718002394e-01  9.900000003452918e-01  1.010000000271646e+00  0.000000000000000e+00 
 8.000000000000001e-12  6.072398160506830e-01  6.215018718002999e-01  9.900000003453613e-01  1.010000000271718e+00  0.000000000000000e+00 
 1.600000000000000e-11  6.072398160507526e-01  6.215018718004309e-01  9.900000003461831e-01  1.010000000272548e+00  0.000000000000000e+00 
 3.200000000000001e-11  6.072398160506709e-01  6.215018718005257e-01  9.900000003495354e-01  1.010000000275918e+00  0.000000000000000e+00 
 6.400000000000001e-11  6.072398160503633e-01  6.215018718006481e-01  9.900000003590854e-01  1.010000000285509e+00  0.000000000000000e+00 
 1.280000000000000e-10  6.072398160486531e-01  6.215018718022678e-01  9.900000003799683e-01  1.010000000306470e+00  0.000000000000000e+00 
 2.560000000000000e-10  6.072398160626580e-01  6.215018717884260e-01  9.900000004183374e-01  1.010000000344972e+00  0.000000000000000e+00 
 5.120000000000001e-10  6.072398160265199e-01  6.215018718249069e-01  9.900000004814095e-01  1.010000000408247e+00  0.000000000000000e+00 
 1.024000000000000e-09  6.072398160856097e-01  6.215018717652057e-01  9.900000005672390e-01  1.010000000494336e+00  0.000000000000000e+00 
 2.024000000000000e-09  6.072398160090626e-01  6.215018718423947e-01  9.900000006436452e-01  1.010000000570990e+00  0.000000000000000e+00 
 3.024000000000000e-09  6.072398161007611e-01  6.215018717499700e-01  9.900000006597707e-01  1.010000000587203e+00  0.000000000000000e+00 
 4.024000000000000e-09  6.072398159910729e-01  6.215018718606615e-01  9.900000006556496e-01  1.010000000583087e+00  0.000000000000000e+00 
 5.024000000000000e-09  6.072398161226109e-01  6.215018717279746e-01  9.900000006450813e-01  1.010000000572487e+00  0.000000000000000e+00 
 6.024000000000000e-09  6.072398159651514e-01  6.215018718868276e-01  9.900000006326557e-01  1.010000000560009e+00  0.000000000000000e+00 
 7.024000000000000e-09  6.072398161535503e-01  6.215018716965297e-01  9.900000006200311e-01  1.010000000547340e+00  0.000000000000000e+00 
 8.024000000000000e-09  6.072398159279384e-01  6.215018719243096e-01  9.900000006076674e-01  1.010000000534944e+00  0.000000000000000e+00 
 9.024000000000000e-09  6.072398161981237e-01  6.215018716515854e-01  9.900000005958089e-01  1.010000000523052e+00  0.000000000000000e+00 
 1.002400000000000e-08  6.072398158744140e-01  6.215018719782081e-01  9.900000005844355e-01  1.010000000511645e+00  0.000000000000000e+00 
 1.102400000000000e-08  6.072398162618153e-01  6.215018715870985e-01  9.900000005735867e-01  1.010000000500774e+00  0.000000000000000e+00 
 1.202400000000000e-08  6.072398157981082e-01  6.215018720554578e-01  9.900000005631784e-01  1.010000000490368e+00  0.000000000000000e+00 
 1.302400000000000e-08  6.072398163535739e-01  6.215018714946030e-01  9.900000005532816e-01  1.010000000480437e+00  0.000000000000000e+00 
 1.402400000000000e-08  6.072398156884521e-01  6.215018721662345e-01  9.900000005438443e-01  1.010000000470938e+00  0.000000000000000e+00 
 1.502400000000000e-08  6.072398164848909e-01  6.215018713618393e-01  9.900000005348569e-01  1.010000000461912e+00  0.000000000000000e+00 
 1.602400000000000e-08  6.072398155311348e-01  6.215018723249504e-01  9.900000005262405e-01  1.010000000453276e+00  0.000000000000000e+00 
 1.702400000000000e-08  6.072398166732066e-01  6.215018711717950e-01  9.900000005180140e-01  1.010000000445021e+00  0.000000000000000e+00 
 1.802400000000000e-08  6.072398153056974e-01  6.215018725528366e-01  9.900000005101594e-01  1.010000000437125e+00  0.000000000000000e+00 
 1.902400000000000e-08  6.072398169430411e-01  6.215018708992016e-01  9.900000005026822e-01  1.010000000429622e+00  0.000000000000000e+00 
 2.000000000000000e-08  6.072398149773293e-01  6.215018728842104e-01  9.900000004957276e-01  1.010000000422612e+00  0.000000000000000e+00 
 2.002000000000000e-08  6.072514577551867e-01  6.215158813890681e-01  9.902784751343383e-01  1.010279220738883e+00  1.199999999999971e-01 
 2.006000000000000e-08  6.072234152553262e-01  6.214906082180410e-01  9.904468621961101e-01  1.010448028848418e+00  3.599999999999914e-01 
 2.010232483686270e-08  6.072384115092573e-01  6.215120899561558e-01  9.867825853716614e-01  1.006540352953603e+00  6.139490211762159e-01 
 2.014333037226303e-08  6.071726578434278e-01  6.214708165154362e-01  9.703702803350561e-01  9.899432784368565e-01  8.599822335781927e-01 
 2.017166518613152e-08  6.066841621607642e-01  6.211054274957315e-01  9.564361722177844e-01  9.758200301605044e-01  1.029991116789092e+00 
 2.020000000000000e-08  6.068879193716253e-01  6.217286399056537e-01  9.490315426799519e-01  9.688328154292526e-01  1.199999999999991e+00 
 2.020470336323966e-08  6.069435953575452e-01  6.218908999344337e-01  9.485677848745321e-01  9.684029175296182e-01  1.200000000000000e+00 
 2.021411008971898e-08  6.071274307696911e-01  6.222762480852234e-01  9.479062747418484e-01  9.677987404420114e-01  1.200000000000000e+00 
 2.023292354267763e-08  6.079373429102034e-01  6.229943320209906e-01  9.475964990998136e-01  9.676236526880613e-01  1.200000000000000e+00 
 2.027055044859491e-08  6.163854557016053e-01  6.206608831209602e-01  9.486426197458800e-01  9.688823841779215e-01  1.200000000000000e+00 
 2.032300567641328e-08  5.525389173408500e-01  6.355686648054776e-01  9.502356257553193e-01  9.700796843807580e-01  1.200000000000000e+00 
 2.037915788688999e-08  1.621445755114443e-01  8.192751695385433e-01  9.517770113529931e-01  9.714086250746914e-01  1.200000000000000e+00 
