 time                   v(q)                   v(qb)                  v(inp)                 v(inn)                 v(clk)                
 0.000000000000000e+00  2.756113551372331e-08  1.199999924864790e+00  7.400000004857727e-01  7.600000004307872e-01  0.000000000000000e+00 
 2.000000000000000e-12  2.756113469132987e-08  1.199999924864786e+00  7.400000004857730e-01  7.600000004307872e-01  0.000000000000000e+00 
 4.000000000000001e-12  2.756113093912299e-08  1.199999924864772e+00  7.400000004857734e-01  7.600000004307873e-01  0.000000000000000e+00 
 8.000000000000001e-12  2.756112756855528e-08  1.199999924864757e+00  7.400000004857742e-01  7.600000004307876e-01  0.000000000000000e+00 
 1.600000000000000e-11  2.756112367149899e-08  1.199999924864725e+00  7.400000004857755e-01  7.600000004307885e-01  0.000000000000000e+00 
 3.200000000000001e-11  2.756113932575206e-08  1.199999924864755e+00  7.400000004857790e-01  7.600000004307915e-01  0.000000000000000e+00 
 6.400000000000001e-11  2.756114732476529e-08  1.199999924864844e+00  7.400000004857876e-01  7.600000004307998e-01  0.000000000000000e+00 
 1.280000000000000e-10  2.756111510272057e-08  1.199999924864677e+00  7.400000004858054e-01  7.600000004308186e-01  0.000000000000000e+00 
 2.560000000000000e-10  2.756114624910629e-08  1.199999924864605e+00  7.400000004858399e-01  7.600000004308525e-01  0.000000000000000e+00 
 5.120000000000001e-10  2.756112888126804e-08  1.199999924864706e+00  7.400000004858996e-01  7.600000004308989e-01  0.000000000000000e+00 
 1.024000000000000e-09  2.756114073442941e-08  1.199999924864656e+00  7.400000004859827e-01  7.600000004309647e-01  0.000000000000000e+00 
 2.024000000000000e-09  2.756113177547901e-08  1.199999924864851e+00  7.400000004860277e-01  7.600000004310387e-01  0.000000000000000e+00 
 3.024000000000000e-09  2.756113925292956e-08  1.199999924864879e+00  7.400000004860251e-01  7.600000004310656e-01  0.000000000000000e+00 
 4.024000000000000e-09  2.756113148903808e-08  1.199999924864833e+00  7.400000004860341e-01  7.600000004310761e-01  0.000000000000000e+00 
 5.024000000000000e-09  2.756114018947087e-08  1.199999924864950e+00  7.400000004860379e-01  7.600000004310810e-01  0.000000000000000e+00 
 6.024000000000000e-09  2.756113030245903e-08  1.199999924864829e+00  7.400000004860373e-01  7.600000004310837e-01  0.000000000000000e+00 
 7.024000000000000e-09  2.756114034758741e-08  1.199999924864816e+00  7.400000004860399e-01  7.600000004310860e-01  0.000000000000000e+00 
 8.024000000000000e-09  2.756113024179977e-08  1.199999924864767e+00  7.400000004860412e-01  7.600000004310873e-01  0.000000000000000e+00 
 9.024000000000000e-09  2.756114175596419e-08  1.199999924864955e+00  7.400000004860305e-01  7.600000004310888e-01  0.000000000000000e+00 
 1.002400000000000e-08  2.756112794149374e-08  1.199999924864754e+00  7.400000004860274e-01  7.600000004310904e-01  0.000000000000000e+00 
 1.102400000000000e-08  2.756114369189849e-08  1.199999924864920e+00  7.400000004860364e-01  7.600000004310919e-01  0.000000000000000e+00 
 1.202400000000000e-08  2.756112680209508e-08  1.199999924864814e+00  7.400000004860173e-01  7.600000004310937e-01  0.000000000000000e+00 
 1.302400000000000e-08  2.756114342989622e-08  1.199999924864764e+00  7.400000004859977e-01  7.600000004310954e-01  0.000000000000000e+00 
 1.402400000000000e-08  2.756112830791566e-08  1.199999924864832e+00  7.400000004860006e-01  7.600000004310972e-01  0.000000000000000e+00 
 1.502400000000000e-08  2.756114210088056e-08  1.199999924864816e+00  7.400000004859930e-01  7.600000004310987e-01  0.000000000000000e+00 
 1.602400000000000e-08  2.756112939757307e-08  1.199999924864888e+00  7.400000004859907e-01  7.600000004311004e-01  0.000000000000000e+00 
 1.702400000000000e-08  2.756114040603229e-08  1.199999924864789e+00  7.400000004860020e-01  7.600000004311022e-01  0.000000000000000e+00 
 1.802400000000000e-08  2.756113033071090e-08  1.199999924864740e+00  7.400000004860067e-01  7.600000004311036e-01  0.000000000000000e+00 
 1.902400000000000e-08  2.756113985076843e-08  1.199999924864683e+00  7.400000004860061e-01  7.600000004311048e-01  0.000000000000000e+00 
 2.000000000000000e-08  2.756113204585812e-08  1.199999924864797e+00  7.400000004860249e-01  7.600000004310858e-01  0.000000000000000e+00 
 2.002000000000000e-08  4.331677452231231e-06  1.200011743411426e+00  7.402848537965255e-01  7.602854537884569e-01  1.199999999999971e-01 
