2026-09-23 02:01:13 +0200: Memory Usage (407872K) : Starting running IHP-SG13G2 KLayout DRC runset on ${BULK}/t2f-power-interface-build-20260922-r1/candidate_core.gds
2026-09-23 02:01:13 +0200: Memory Usage (407872K) : Ruby Version for klayout: 3.2.3
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : Loading database to memory is complete.
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : IHP-SG13G2 KLayout DRC runset output at: ${BULK}/t2f-power-interface-core-drc-20260922-r1/reports/candidate_core_placed_core_NOT_CONNECTED_FULLCHIP_main.lyrdb
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : Evaluate switches.
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : tables selected: main
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : KLayout will use 1 thread(s) in tiling mode.
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : deep mode is enabled.
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : FEOL enabled: true
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : BEOL enabled: true
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : OFFGRID enabled: true
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : ANGLE enabled: true
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : PIN enabled: true
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : FORBIDDEN enabled: true
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : RECOMMENDED enabled: true
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : PreCheck DRC enabled: false
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : CONNECTIVITY_RULES enabled: true.
2026-09-23 02:01:13 +0200: Memory Usage (417720K) : Read in polygons from layers.
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : activ_drw has 72882 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : activ_pin has 0 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : activ_mask has 308 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : activ_filler has 859 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : activ_nofill has 18 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : activ_opc has 0 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : activ_iopc has 0 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : activ_noqrc has 0 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : biwind_drw has 0 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : biwind_opc has 0 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : pemwind_drw has 0 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : gatpoly_drw has 80107 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : gatpoly_pin has 1730 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : gatpoly_filler has 859 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422056K) : gatpoly_nofill has 18 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422184K) : gatpoly_opc has 0 polygons
2026-09-23 02:01:13 +0200: Memory Usage (422184K) : gatpoly_iopc has 0 polygons
