 frequency              onoise_spectrum        inoise_spectrum       
 2.371373705661656e+01  4.647038748637538e-05  2.325045436105430e-06 
 2.511886431509581e+01  4.510804277172301e-05  2.256883461730390e-06 
 2.660725059798811e+01  4.378594156439712e-05  2.190734984296346e-06 
 2.818382931264455e+01  4.250288570085507e-05  2.126540056279179e-06 
 2.985382618917961e+01  4.125771302876845e-05  2.064240531898079e-06 
 3.162277660168380e+01  4.004929631450482e-05  2.003780012453676e-06 
 3.349654391578277e+01  3.887654218409542e-05  1.945103793341832e-06 
 3.548133892335755e+01  3.773839009667641e-05  1.888158812691407e-06 
 3.758374042884443e+01  3.663381134932572e-05  1.832893601574996e-06 
 3.981071705534974e+01  3.556180811247542e-05  1.779258235745720e-06 
 4.216965034285824e+01  3.452141249477909e-05  1.727204288850603e-06 
 4.466835921509633e+01  3.351168563657903e-05  1.676684787076573e-06 
 4.731512589614807e+01  3.253171683124167e-05  1.627654165184215e-06 
 5.011872336272725e+01  3.158062267324251e-05  1.580068223886190e-06 
 5.308844442309886e+01  3.065754623231929e-05  1.533884088529434e-06 
 5.623413251903494e+01  2.976165625297341e-05  1.489060169040233e-06 
 5.956621435290108e+01  2.889214637830530e-05  1.445556121093457e-06 
 6.309573444801936e+01  2.804823439763326e-05  1.403332808468250e-06 
 6.683439175686149e+01  2.722916151710000e-05  1.362352266553476e-06 
 7.079457843841382e+01  2.643419165255958e-05  1.322577666967503e-06 
 7.498942093324561e+01  2.566261074389446e-05  1.283973283257974e-06 
 7.943282347242818e+01  2.491372609055761e-05  1.246504457648348e-06 
 8.413951416451954e+01  2.418686570710882e-05  1.210137568798534e-06 
 8.912509381337459e+01  2.348137769850877e-05  1.174840000549628e-06 
 9.440608762859237e+01  2.279662965448268e-05  1.140580111620174e-06 
 1.000000000000000e+02  2.213200806233142e-05  1.107327206227793e-06 
 1.059253725177289e+02  2.148691773760717e-05  1.075051505604575e-06 
 1.122018454301964e+02  2.086078127216529e-05  1.043724120380872e-06 
 1.188502227437019e+02  2.025303849894925e-05  1.013317023809890e-06 
 1.258925411794168e+02  1.966314597320821e-05  9.838030258073671e-07 
 1.333521432163325e+02  1.909057646940596e-05  9.551557477818265e-07 
 1.412537544622755e+02  1.853481849339604e-05  9.273495982299429e-07 
 1.496235656094434e+02  1.799537580954268e-05  9.003597490748039e-07 
 1.584893192461114e+02  1.747176698222564e-05  8.741621127237000e-07 
 1.678804018122561e+02  1.696352493111504e-05  8.487333198228864e-07 
 1.778279410038924e+02  1.647019650015244e-05  8.240506976890821e-07 
 1.883649089489801e+02  1.599134203957617e-05  8.000922493959151e-07 
 1.995262314968880e+02  1.552653500057705e-05  7.768366334956958e-07 
 2.113489039836648e+02  1.507536154235273e-05  7.542631443571180e-07 
 2.238721138568341e+02  1.463742015095176e-05  7.323516930997556e-07 
 2.371373705661656e+02  1.421232126991611e-05  7.110827891071935e-07 
 2.511886431509581e+02  1.379968694189730e-05  6.904375221012725e-07 
 2.660725059798811e+02  1.339915046131502e-05  6.703975447600047e-07 
 2.818382931264455e+02  1.301035603739947e-05  6.509450558625928e-07 
 2.985382618917961e+02  1.263295846759992e-05  6.320627839454835e-07 
 3.162277660168381e+02  1.226662282078984e-05  6.137339714540068e-07 
 3.349654391578279e+02  1.191102413009504e-05  5.959423593737005e-07 
 3.548133892335757e+02  1.156584709506797e-05  5.786721723281192e-07 
 3.758374042884444e+02  1.123078579278039e-05  5.619081041270108e-07 
 3.981071705534974e+02  1.090554339782211e-05  5.456353037529157e-07 
 4.216965034285824e+02  1.058983191065453e-05  5.298393617710321e-07 
 4.466835921509633e+02  1.028337189417120e-05  5.145062971515093e-07 
 4.731512589614807e+02  9.985892218316447e-06  4.996225444892946e-07 
 5.011872336272725e+02  9.697129812383967e-06  4.851749416111406e-07 
 5.308844442309885e+02  9.416829424782436e-06  4.711507175573196e-07 
 5.623413251903493e+02  9.144743390127043e-06  4.575374809263222e-07 
 5.956621435290107e+02  8.880631403287015e-06  4.443232085720342e-07 
 6.309573444801935e+02  8.624260300290050e-06  4.314962346422468e-07 
 6.683439175686149e+02  8.375403845945321e-06  4.190452399483484e-07 
 7.079457843841382e+02  8.133842527651922e-06  4.069592416556219e-07 
 7.498942093324561e+02  7.899363355686776e-06  3.952275832850855e-07 
 7.943282347242817e+02  7.671759669303156e-06  3.838399250167787e-07 
 8.413951416451954e+02  7.450830948847019e-06  3.727862342853116e-07 
 8.912509381337459e+02  7.236382633399192e-06  3.620567766592091e-07 
 9.440608762859238e+02  7.028225943991362e-06  3.516421069948819e-07 
 1.000000000000000e+03  6.826177712150672e-06  3.415330608572081e-07 
 1.059253725177289e+03  6.630060213551858e-06  3.317207461979603e-07 
 1.122018454301964e+03  6.439701006702542e-06  3.221965352849765e-07 
 1.188502227437019e+03  6.254932776512100e-06  3.129520568739293e-07 
 1.258925411794168e+03  6.075593182484180e-06  3.039791886152725e-07 
 1.333521432163325e+03  5.901524711541239e-06  2.952700496889137e-07 
 1.412537544622755e+03  5.732574535228158e-06  2.868169936603492e-07 
 1.496235656094434e+03  5.568594371202236e-06  2.786126015503602e-07 
 1.584893192461114e+03  5.409440348872480e-06  2.706496751129068e-07 
 1.678804018122562e+03  5.254972879046837e-06  2.629212303134021e-07 
 1.778279410038924e+03  5.105056527481155e-06  2.554204910022356e-07 
 1.883649089489802e+03  4.959559892210909e-06  2.481408827770317e-07 
 1.995262314968881e+03  4.818355484542410e-06  2.410760270275339e-07 
 2.113489039836648e+03  4.681319613523514e-06  2.342197351579986e-07 
 2.238721138568341e+03  4.548332273951408e-06  2.275660029806657e-07 
 2.371373705661657e+03  4.419277037573151e-06  2.211090052756358e-07 
 2.511886431509582e+03  4.294040947622431e-06  2.148430905114445e-07 
 2.660725059798812e+03  4.172514416374298e-06  2.087627757212835e-07 
 2.818382931264456e+03  4.054591125739601e-06  2.028627415299743e-07 
 2.985382618917962e+03  3.940167930818487e-06  1.971378273263392e-07 
 3.162277660168382e+03  3.829144766176307e-06  1.915830265772354e-07 
 3.349654391578280e+03  3.721424554940947e-06  1.861934822772363e-07 
 3.548133892335758e+03  3.616913120479997e-06  1.809644825304914e-07 
 3.758374042884445e+03  3.515519100632088e-06  1.758914562598744e-07 
 3.981071705534976e+03  3.417153864395186e-06  1.709699690393262e-07 
 4.216965034285826e+03  3.321731431008689e-06  1.661957190448879e-07 
 4.466835921509634e+03  3.229168391323752e-06  1.615645331204247e-07 
 4.731512589614808e+03  3.139383831345869e-06  1.570723629544054e-07 
 5.011872336272727e+03  3.052299257969885e-06  1.527152813629969e-07 
 5.308844442309888e+03  2.967838526736866e-06  1.484894786764270e-07 
 5.623413251903496e+03  2.885927771568642e-06  1.443912592241809e-07 
 5.956621435290110e+03  2.806495336439592e-06  1.404170379162201e-07 
 6.309573444801938e+03  2.729471708836784e-06  1.365633369153863e-07 
 6.683439175686151e+03  2.654789455049724e-06  1.328267823987612e-07 
 7.079457843841385e+03  2.582383157077048e-06  1.292041014037832e-07 
 7.498942093324564e+03  2.512189351260474e-06  1.256921187558525e-07 
 7.943282347242821e+03  2.444146468381369e-06  1.222877540745703e-07 
 8.413951416451957e+03  2.378194775299621e-06  1.189880188548690e-07 
 8.912509381337462e+03  2.314276318099476e-06  1.157900136206368e-07 
 9.440608762859241e+03  2.252334866511106e-06  1.126909251471522e-07 
 1.000000000000001e+04  2.192315859704545e-06  1.096880237500175e-07 
 1.059253725177290e+04  2.134166353343078e-06  1.067786606376735e-07 
 1.122018454301964e+04  2.077834967865252e-06  1.039602653245573e-07 
 1.188502227437019e+04  2.023271837912376e-06  1.012303431029056e-07 
 1.258925411794168e+04  1.970428562866828e-06  9.858647257045025e-08 
 1.333521432163325e+04  1.919258158487779e-06  9.602630321201590e-08 
 1.412537544622756e+04  1.869715009568587e-06  9.354755303276704e-08 
 1.496235656094435e+04  1.821754823540451e-06  9.114800624117077e-08 
 1.584893192461115e+04  1.775334585105759e-06  8.882551098057218e-08 
 1.678804018122562e+04  1.730412511766811e-06  8.657797710694891e-08 
 1.778279410038924e+04  1.686948010232703e-06  8.440337401241975e-08 
 1.883649089489802e+04  1.644901633694815e-06  8.229972849275861e-08 
 1.995262314968881e+04  1.604235040053377e-06  8.026512265902958e-08 
 2.113489039836648e+04  1.564910950911443e-06  7.829769189173211e-08 
 2.238721138568341e+04  1.526893111396684e-06  7.639562283795249e-08 
 2.371373705661657e+04  1.490146250915545e-06  7.455715145153783e-08 
 2.511886431509582e+04  1.454636044690628e-06  7.278056107623710e-08 
 2.660725059798812e+04  1.420329076148854e-06  7.106418057255367e-08 
 2.818382931264456e+04  1.387192800223744e-06  6.940638248949550e-08 
 2.985382618917962e+04  1.355195507568366e-06  6.780558128239124e-08 
 3.162277660168382e+04  1.324306289622666e-06  6.626023157778750e-08 
 3.349654391578279e+04  1.294495004707966e-06  6.476882648794162e-08 
 3.548133892335757e+04  1.265732245100028e-06  6.332989597646874e-08 
 3.758374042884444e+04  1.237989305121861e-06  6.194200527760735e-08 
 3.981071705534976e+04  1.211238150362805e-06  6.060375337166900e-08 
 4.216965034285826e+04  1.185451387961461e-06  5.931377151877749e-08 
 4.466835921509634e+04  1.160602238169328e-06  5.807072185471510e-08 
 4.731512589614809e+04  1.136664507043325e-06  5.687329605023176e-08 
 5.011872336272727e+04  1.113612560516248e-06  5.572021403803355e-08 
 5.308844442309887e+04  1.091421299738879e-06  5.461022280897066e-08 
 5.623413251903495e+04  1.070066137778492e-06  5.354209528085208e-08 
 5.956621435290109e+04  1.049522977835701e-06  5.251462924176950e-08 
 6.309573444801938e+04  1.029768192765629e-06  5.152664637010349e-08 
 6.683439175686151e+04  1.010778606181165e-06  5.057699133292542e-08 
 7.079457843841385e+04  9.925314749549107e-07  4.966453096416630e-08 
 7.498942093324565e+04  9.750044732799319e-07  4.878815352300565e-08 
 7.943282347242822e+04  9.581756781158430e-07  4.794676803300419e-08 
 8.413951416451958e+04  9.420235561713687e-07  4.713930370138031e-08 
 8.912509381337464e+04  9.265269522108011e-07  4.636470941732607e-08 
 9.440608762859243e+04  9.116650787596416e-07  4.562195332795093e-08 
 1.000000000000001e+05  8.974175070829507e-07  4.491002248892008e-08 
 1.059253725177290e+05  8.837641593382168e-07  4.422792258711273e-08 
 1.122018454301965e+05  8.706853017855754e-07  4.357467773134545e-08 
 1.188502227437020e+05  8.581615390487258e-07  4.294933030688913e-08 
 1.258925411794169e+05  8.461738090733229e-07  4.235094088877891e-08 
 1.333521432163326e+05  8.347033788822004e-07  4.177858820836975e-08 
 1.412537544622756e+05  8.237318407548560e-07  4.123136916752094e-08 
 1.496235656094435e+05  8.132411087567134e-07  4.070839889390353e-08 
 1.584893192461116e+05  8.032134154388605e-07  4.020881083133900e-08 
 1.678804018122563e+05  7.936313084426269e-07  3.973175685826543e-08 
 1.778279410038925e+05  7.844776468570891e-07  3.927640742803819e-08 
 1.883649089489803e+05  7.757355970844082e-07  3.884195172422668e-08 
 1.995262314968882e+05  7.673886280293583e-07  3.842759782507650e-08 
 2.113489039836650e+05  7.594205053008943e-07  3.803257287058411e-08 
 2.238721138568343e+05  7.518152843216282e-07  3.765612322677422e-08 
 2.371373705661659e+05  7.445573019528504e-07  3.729751464209743e-08 
 2.511886431509584e+05  7.376311665430220e-07  3.695603239094197e-08 
 2.660725059798813e+05  7.310217459866378e-07  3.663098140037354e-08 
 2.818382931264458e+05  7.247141537082735e-07  3.632168635656290e-08 
 2.985382618917964e+05  7.186937321296068e-07  3.602749178790287e-08 
 3.162277660168384e+05  7.129460334390000e-07  3.574776212280747e-08 
 3.349654391578281e+05  7.074567973374371e-07  3.548188172063042e-08 
 3.548133892335760e+05  7.022119254516186e-07  3.522925487462900e-08 
 3.758374042884447e+05  6.971974520036098e-07  3.498930578697214e-08 
 3.981071705534979e+05  6.923995105102819e-07  3.476147851609094e-08 
 4.216965034285829e+05  6.878042959402970e-07  3.454523689730947e-08 
 4.466835921509638e+05  6.833980220276631e-07  3.434006443818584e-08 
 4.731512589614813e+05  6.791668732313662e-07  3.414546419077607e-08 
 5.011872336272731e+05  6.750969507959736e-07  3.396095860306625e-08 
 5.308844442309892e+05  6.711742123991969e-07  3.378608935267464e-08 
 5.623413251903499e+05  6.673844047365320e-07  3.362041716584400e-08 
 5.956621435290114e+05  6.637129885248360e-07  3.346352162561612e-08 
 6.309573444801943e+05  6.601450550770976e-07  3.331500097288715e-08 
 6.683439175686156e+05  6.566652339324206e-07  3.317447190473907e-08 
 7.079457843841390e+05  6.532575907108357e-07  3.304156937430852e-08 
 7.498942093324569e+05  6.499055147578575e-07  3.291594639727957e-08 
 7.943282347242826e+05  6.465915957362681e-07  3.279727386936295e-08 
 8.413951416451962e+05  6.432974890611571e-07  3.268524040082180e-08 
 8.912509381337467e+05  6.400037698273073e-07  3.257955217263803e-08 
 9.440608762859247e+05  6.366897755741529e-07  3.247993282096303e-08 
 1.000000000000001e+06  6.333334385800587e-07  3.238612335523922e-08 
 1.059253725177290e+06  6.299111092854244e-07  3.229788211697608e-08 
 1.122018454301965e+06  6.263973733417265e-07  3.221498478608438e-08 
 1.188502227437020e+06  6.227648661381225e-07  3.213722444218910e-08 
 1.258925411794169e+06  6.189840904089223e-07  3.206441168899049e-08 
 1.333521432163326e+06  6.150232446295133e-07  3.199637485078617e-08 
 1.412537544622756e+06  6.108480724726743e-07  3.193296025060910e-08 
 1.496235656094436e+06  6.064217467072799e-07  3.187403258060179e-08 
 1.584893192461116e+06  6.017048043835270e-07  3.181947537620928e-08 
 1.678804018122563e+06  5.966551539037768e-07  3.176919160675364e-08 
 1.778279410038925e+06  5.912281785127091e-07  3.172310439568062e-08 
 1.883649089489803e+06  5.853769643091428e-07  3.168115788548579e-08 
 1.995262314968882e+06  5.790526837722527e-07  3.164331826199674e-08 
 2.113489039836650e+06  5.722051672183646e-07  3.160957495462911e-08 
 2.238721138568343e+06  5.647836937537381e-07  3.157994202844949e-08 
 2.371373705661659e+06  5.567380291422193e-07  3.155445978511447e-08 
 2.511886431509584e+06  5.480197295944353e-07  3.153319658876400e-08 
 2.660725059798813e+06  5.385837166749186e-07  3.151625093305555e-08 
 2.818382931264458e+06  5.283901087691936e-07  3.150375376447179e-08 
 2.985382618917964e+06  5.174062688133492e-07  3.149587107637207e-08 
 3.162277660168384e+06  5.056089969857050e-07  3.149280678663047e-08 
 3.349654391578281e+06  4.929867631172996e-07  3.149480591053864e-08 
 3.548133892335759e+06  4.795418404407045e-07  3.150215803858001e-08 
 3.758374042884447e+06  4.652921748445045e-07  3.151520112670003e-08 
 3.981071705534978e+06  4.502728084465534e-07  3.153432560374341e-08 
 4.216965034285828e+06  4.345366788993798e-07  3.155997879726601e-08 
 4.466835921509637e+06  4.181546409260314e-07  3.159266967492158e-08 
 4.731512589614811e+06  4.012146058930548e-07  3.163297389306410e-08 
 5.011872336272730e+06  3.838197655743169e-07  3.168153913837165e-08 
 5.308844442309891e+06  3.660859503116265e-07  3.173909074157537e-08 
 5.623413251903499e+06  3.481382578163223e-07  3.180643753499569e-08 
 5.956621435290113e+06  3.301071637486428e-07  3.188447791957911e-08 
 6.309573444801942e+06  3.121243767015890e-07  3.197420610166423e-08 
 6.683439175686155e+06  2.943187202776970e-07  3.207671845776652e-08 
 7.079457843841389e+06  2.768123113438213e-07  3.219321998875644e-08 
 7.498942093324569e+06  2.597172602286373e-07  3.232503083427853e-08 
 7.943282347242827e+06  2.431330544696994e-07  3.247359283826139e-08 
 8.413951416451963e+06  2.271447140084089e-07  3.264047618811120e-08 
 8.912509381337468e+06  2.118217336002900e-07  3.282738619677165e-08 
 9.440608762859248e+06  1.972177665032616e-07  3.303617036069048e-08 
 1.000000000000001e+07  1.833709575700577e-07  3.326882590695658e-08 
