# Logfile created on 2026-09-19 14:39:29 +0200 by logger.rb/v1.5.3
2026-09-19 14:39:29 +0200: Memory Usage (803496K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/build/g1_sense_lay/g1_sense_filled.gds
2026-09-19 14:39:29 +0200: Memory Usage (803496K) : Ruby Version for klayout: 3.2.3
2026-09-19 14:39:29 +0200: Memory Usage (805800K) : Loading database to memory is complete.
2026-09-19 14:39:29 +0200: Memory Usage (805800K) : IHP-SG13G2 KLayout DRC runset output at: /work/build/g1_sense_lay/drc_sense_fill2/g1_sense_filled_g1_sense_main.lyrdb
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : Evaluate switches.
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : tables selected: main
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : KLayout will use 16 thread(s) in tiling mode.
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : deep mode is enabled.
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : FEOL enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : BEOL enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : OFFGRID enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : ANGLE enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : PIN enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : FORBIDDEN enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : RECOMMENDED enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : PreCheck DRC enabled: false
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : CONNECTIVITY_RULES enabled: true.
2026-09-19 14:39:29 +0200: Memory Usage (806056K) : Read in polygons from layers.
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : activ_drw has 665 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : activ_pin has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : activ_mask has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : activ_filler has 146 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : activ_nofill has 7 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : activ_opc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : activ_iopc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : activ_noqrc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : biwind_drw has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : biwind_opc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : pemwind_drw has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : gatpoly_drw has 1134 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : gatpoly_pin has 55 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : gatpoly_filler has 146 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808744K) : gatpoly_nofill has 7 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808872K) : gatpoly_opc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (809000K) : gatpoly_iopc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (809000K) : gatpoly_noqrc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (809256K) : cont_drw has 23447 polygons
2026-09-19 14:39:29 +0200: Memory Usage (809384K) : cont_opc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (809512K) : nsd_drw has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (809512K) : nsd_block has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (809640K) : metal1_drw has 2432 polygons
2026-09-19 14:39:29 +0200: Memory Usage (809640K) : metal1_pin has 306 polygons
2026-09-19 14:39:29 +0200: Memory Usage (809768K) : metal1_mask has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (809768K) : metal1_filler has 727 polygons
2026-09-19 14:39:29 +0200: Memory Usage (809896K) : metal1_nofill has 7 polygons
2026-09-19 14:39:29 +0200: Memory Usage (809896K) : metal1_slit has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810152K) : metal1_text has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810152K) : metal1_opc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810280K) : metal1_noqrc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810280K) : metal1_res has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810280K) : metal1_iprobe has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810408K) : metal1_diffprb has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810408K) : passiv_drw has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810536K) : passiv_pin has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810536K) : passiv_sbump has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810664K) : passiv_pillar has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810664K) : passiv_pdl has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810664K) : metal2_drw has 913 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810792K) : metal2_pin has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810920K) : metal2_mask has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (810920K) : metal2_filler has 860 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811048K) : metal2_nofill has 7 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811048K) : metal2_slit has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811304K) : metal2_text has 12 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811432K) : metal2_opc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811432K) : metal2_noqrc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811560K) : metal2_res has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811560K) : metal2_iprobe has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811560K) : metal2_diffprb has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811688K) : baspoly_drw has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811688K) : baspoly_pin has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811816K) : psd_drw has 355 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811816K) : nldb_drw has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811944K) : digibnd_drw has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811944K) : via1_drw has 775 polygons
2026-09-19 14:39:29 +0200: Memory Usage (811944K) : backmetal1_drw has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (812072K) : backmetal1_pin has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (812072K) : backmetal1_mask has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (812200K) : backmetal1_filler has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (812200K) : backmetal1_nofill has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (812328K) : backmetal1_slit has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (812328K) : backmetal1_text has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (812456K) : backmetal1_opc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (812456K) : backmetal1_noqrc has 0 polygons
