NOMATCH    g1_chip_top | G1_CHIP_TOP
   nets 249 devices 390 pins 0 subckts 0
      net ('-', 'D_ELT', 'MISMATCH')
      net ('-', 'D_STD', 'MISMATCH')
      net ('-', 'EN', 'MISMATCH')
      net ('-', 'FAULT_N', 'MISMATCH')
      net ('-', 'GATE', 'MISMATCH')
      net ('-', 'G_SHARED', 'MISMATCH')
      net ('-', 'HBT_B', 'MISMATCH')
      net ('-', 'HBT_C', 'MISMATCH')
      net ('-', 'HBT_E', 'MISMATCH')
      net ('-', 'IOVDD', 'MISMATCH')
      net ('-', 'IOVSS', 'MISMATCH')
      net ('-', 'I_CORE_TRIP_SET', 'MISMATCH')
      net ('-', 'I_CORE_VREF', 'MISMATCH')
      net ('-', 'PAD01_VDD.I1.SUB!', 'MISMATCH')
      net ('-', 'PAD01_VDD.I3.SUB!', 'MISMATCH')
      net ('-', 'PAD01_VDD.I4.SUB!', 'MISMATCH')
      net ('-', 'PAD01_VDD.NET1', 'MISMATCH')
      net ('-', 'PAD01_VDD.NET3', 'MISMATCH')
      net ('-', 'PAD02_VSS.I1.SUB!', 'MISMATCH')
      net ('-', 'PAD03_IOVDD.I1.SUB!', 'MISMATCH')
      net ('-', 'PAD03_IOVDD.I2.SUB!', 'MISMATCH')
      net ('-', 'PAD03_IOVDD.I3.SUB!', 'MISMATCH')
      net ('-', 'PAD03_IOVDD.NET1', 'MISMATCH')
      net ('-', 'PAD03_IOVDD.NET4', 'MISMATCH')
      net ('-', 'PAD04_IOVSS.I3.SUB!', 'MISMATCH')
      dev ('-', 'PAD01_VDD.I1.D0', 'MISMATCH')
      dev ('-', 'PAD07_VDD.I1.D0', 'MISMATCH')
      dev ('-', 'PAD03_IOVDD.I1.D0', 'MISMATCH')
      dev ('-', 'PAD17_TEMP_OUT.I3.D0', 'MISMATCH')
      dev ('-', 'PAD10_GATE.I3.D0', 'MISMATCH')
      dev ('-', 'PAD16_SDO.I3.D0', 'MISMATCH')
      dev ('-', 'PAD11_FAULT_N.I3.D0', 'MISMATCH')
      dev ('-', 'PAD08_SENSE_P.I3.D1', 'MISMATCH')
      dev ('-', 'PAD23_HBT_B.I3.D1', 'MISMATCH')
      dev ('-', 'PAD24_HBT_C.I3.D1', 'MISMATCH')
      dev ('-', 'PAD12_EN.I0.I0.D1', 'MISMATCH')
      dev ('-', 'PAD22_HBT_E.I3.D1', 'MISMATCH')
      dev ('-', 'PAD14_SCLK.I0.I0.D1', 'MISMATCH')
      dev ('-', 'PAD21_D_ELT.I3.D1', 'MISMATCH')
      dev ('-', 'PAD20_D_STD.I3.D1', 'MISMATCH')
      dev ('-', 'PAD19_G_SHARED.I3.D1', 'MISMATCH')
      dev ('-', 'PAD18_VREF.I3.D1', 'MISMATCH')
      dev ('-', 'PAD13_TRIP_SET.I3.D1', 'MISMATCH')
      dev ('-', 'PAD09_SENSE_N.I3.D1', 'MISMATCH')
      dev ('-', 'PAD15_SDI.I0.I0.D1', 'MISMATCH')
      dev ('-', 'PAD20_D_STD.I5.D1', 'MISMATCH')
      dev ('-', 'PAD05_VSS.I1.D1', 'MISMATCH')
      dev ('-', 'PAD02_VSS.I1.D1', 'MISMATCH')
      dev ('-', 'PAD06_IOVSS.I3.D1', 'MISMATCH')
      dev ('-', 'PAD04_IOVSS.I3.D1', 'MISMATCH')
