point	time_s	cml_p_V	cml_diff_V	EF_P_obs	EF_P_ref	EF_P_res	EF_N_obs	EF_N_ref	EF_N_res	GP_obs	GP_ref	GP_res	GN_obs	GN_ref	GN_res	E_CM_obs	E_CM_ref	E_CM_res	CM_N_obs	CM_N_ref	CM_N_res	CM_P_obs	CM_P_ref	CM_P_res
184	3.3752093034669714e-10	1.7085819146077232	0.57716382921544618	0.91893563942245238	0.92032120492231384	-0.001385565499861463	0.37265384345455332	0.36899790001250543	0.0036559434420478931	0.34141289110606254	0.36699760741846837	-0.025584716312405831	0.17335809109076772	0.14714582753145694	0.026212263559310778	0.00047501990533920999	0.0010179043904539236	-0.00054288448511471358	0.8376352021396396	0.79583345771227254	0.04180174442736706	1.1703971606861465	1.1998178406140465	-0.029420679927899984
185	3.3952093034669713e-10	1.7085819146077232	0.57716382921544618	0.91904518336310359	0.92032120492231384	-0.0012760215592102497	0.37229406521453834	0.36899790001250543	0.003296165202032908	0.34348310979071417	0.36699760741846837	-0.023514497627754205	0.17122181895128152	0.14714582753145694	0.024075991419824583	0.00050137658488885739	0.0010179043904539236	-0.00051652780556506617	0.83781255042557512	0.79583345771227254	0.041979092713302579	1.1701511793440917	1.1998178406140465	-0.029666661269954764
186	3.4152093034669712e-10	1.7085819146077232	0.57716382921544618	0.91914649363278944	0.92032120492231384	-0.0011747112895243994	0.3719871055739129	0.36899790001250543	0.0029892055614074708	0.34537947408511188	0.36699760741846837	-0.021618133333356493	0.16925982220497926	0.14714582753145694	0.022113994673522319	0.00052807380766877257	0.0010179043904539236	-0.00048983058278515099	0.83795318785059081	0.79583345771227254	0.042119730138318268	1.169926961484028	1.1998178406140465	-0.029890879130018533
187	3.4352093034669712e-10	1.7085819146077232	0.57716382921544618	0.91923826479904358	0.92032120492231384	-0.0010829401232702596	0.37171943702416238	0.36899790001250543	0.0027215370116569493	0.34711565668292987	0.36699760741846837	-0.019881950735538501	0.167458004023883	0.14714582753145694	0.020312176492426059	0.0005548895947930961	0.0010179043904539236	-0.00046301479566082746	0.83805950831090026	0.79583345771227254	0.042226050598627718	1.1697226274733223	1.1998178406140465	-0.030095213140724164
188	3.4552093034669711e-10	1.7085819146077232	0.57716382921544618	0.91932316888642507	0.92032120492231384	-0.00099803603588877188	0.37148071743816458	0.36899790001250543	0.0024828174256591451	0.34870469892965772	0.36699760741846837	-0.018292908488810655	0.16580333363228605	0.14714582753145694	0.018657506100829113	0.00058149789943682736	0.0010179043904539236	-0.0004364064910170962	0.83813394457763557	0.79583345771227254	0.042300486865363029	1.1695364883228501	1.1998178406140465	-0.030281352291196439
189	3.475209303466971e-10	1.7085819146077232	0.57716382921544618	0.91940029913654464	0.92032120492231384	-0.00092090578576919935	0.37126695389725467	0.36899790001250543	0.0022690538847492392	0.35015907614282704	0.36699760741846837	-0.016838531275641333	0.16428385852182847	0.14714582753145694	0.017138030990371533	0.00060761809621426299	0.0010179043904539236	-0.00041028629423966057	0.83817884673593568	0.79583345771227254	0.042345389023663138	1.1693670384969073	1.1998178406140465	-0.030450802117139242
190	3.4952093034669709e-10	1.7085819146077232	0.57716382921544618	0.91947160113039994	0.92032120492231384	-0.0008496037919138999	0.37107302087476524	0.36899790001250543	0.002075120862259805	0.35148964161155943	0.36699760741846837	-0.015507965806908941	0.16288849928065874	0.14714582753145694	0.015742671749201798	0.00063315704120000399	0.0010179043904539236	-0.00038474734925391958	0.83819635987691166	0.79583345771227254	0.042362902164639116	1.1692128855861184	1.1998178406140465	-0.030604955027928149
191	3.5152093034669709e-10	1.7085819146077232	0.57716382921544618	0.9195364553415345	0.92032120492231384	-0.00078474958077934254	0.37089761657297643	0.36899790001250543	0.0018997165604709987	0.35270727127544549	0.36699760741846837	-0.014290336143022886	0.16160717497689481	0.14714582753145694	0.014461347445437867	0.00065783419280065342	0.0010179043904539236	-0.00036007019765327015	0.83818867399779406	0.79583345771227254	0.042355216285521524	1.1690728043540799	1.1998178406140465	-0.030745036259966607
192	3.5352093034669708e-10	1.7085819146077232	0.57716382921544618	0.91959639210270594	0.92032120492231384	-0.00072481281960790067	0.37073751082597201	0.36899790001250543	0.0017396108134665744	0.35382151377028515	0.36699760741846837	-0.013176093648183229	0.16043057713205	0.14714582753145694	0.01328474960059306	0.00068156747888076241	0.0010179043904539236	-0.00033633691157316115	0.83815777162641081	0.79583345771227254	0.042324313914138267	1.168945665378353	1.1998178406140465	-0.030872175235693522
193	3.5552093034669707e-10	1.7085819146077232	0.57716382921544618	0.91965092092972633	0.92032120492231384	-0.00067028399258750593	0.37059209595099107	0.36899790001250543	0.001594195938485643	0.35484113924168548	0.36699760741846837	-0.012156468176782897	0.1593501662443223	0.14714582753145694	0.012204338712865359	0.0007042759223198844	0.0010179043904539236	-0.00031362846813403917	0.83810550973371589	0.79583345771227254	0.042272052021443351	1.1688304431158931	1.1998178406140465	-0.03098739749815338
194	3.5752093034669707e-10	1.7085819146077232	0.57716382921544618	0.91970130065590938	0.92032120492231384	-0.0006199042664044585	0.37045904380888067	0.36899790001250543	0.0014611437963752416	0.35577434424642285	0.36699760741846837	-0.011223263172045528	0.15835810875561007	0.14714582753145694	0.011212281224153131	0.00072588606976020653	0.0010179043904539236	-0.00029201832069371703	0.83803366590335004	0.79583345771227254	0.042200208191077504	1.1687262100378808	1.1998178406140465	-0.031091630576165707
195	3.5952093034669706e-10	1.7085819146077232	0.57716382921544618	0.91974713810020658	0.92032120492231384	-0.00057406682210725535	0.3703379453371477	0.36899790001250543	0.0013400453246422694	0.35662832178991044	0.36699760741846837	-0.010369285628557934	0.15744718968408555	0.14714582753145694	0.010301362152628613	0.00074642070745321171	0.0010179043904539236	-0.00027148368300071186	0.83794382863252925	0.79583345771227254	0.042110370920256712	1.1686321127487362	1.1998178406140465	-0.031185727865310264
196	3.6152093034669705e-10	1.7085819146077232	0.57716382921544618	0.9197894516584193	0.92032120492231384	-0.00053175326389454103	0.37022699336575365	0.36899790001250543	0.0012290933532482229	0.35740975723110024	0.36699760741846837	-0.0095878501873681299	0.15661078490773062	0.14714582753145694	0.0094649573762736749	0.00076588277397952181	0.0010179043904539236	-0.00025202161647440175	0.83783750892476783	0.79583345771227254	0.042004051212495286	1.1685473784045834	1.1998178406140465	-0.031270462209463057
197	3.6352093034669705e-10	1.7085819146077232	0.57716382921544618	0.91982797539826411	0.92032120492231384	-0.00049322952404973197	0.37012590092823167	0.36899790001250543	0.001128000915726235	0.35812498551198813	0.36699760741846837	-0.0088726219064802492	0.15584283616476424	0.14714582753145694	0.0086970086333073016	0.00078423520770836558	0.0010179043904539236	-0.00023366918274555799	0.83771614644142223	0.79583345771227254	0.041882688729149686	1.1684713047705315	1.1998178406140465	-0.031346535843514989
198	3.6552093034669704e-10	1.7085819146077232	0.57716382921544618	0.91986351168826919	0.92032120492231384	-0.00045769323404465379	0.37003320752771057	0.36899790001250543	0.0010353075152051416	0.35877951720515056	0.36699760741846837	-0.0082180902133178191	0.15513775207033942	0.14714582753145694	0.0079919245388824778	0.00080154011666684621	0.0010179043904539236	-0.00021636427378707735	0.8375810306435999	0.79583345771227254	0.041747572931327359	1.1684032478021769	1.1998178406140465	-0.031414592811869646
199	3.6752093034669703e-10	1.7085819146077232	0.57716382921544618	0.91989587118578908	0.92032120492231384	-0.00042533373652475781	0.36994866806609139	0.36899790001250543	0.00095076805358595973	0.35937853141275006	0.36699760741846837	-0.0076190760057183171	0.15449041079498271	0.14714582753145694	0.0073445832635257724	0.00081780856002919289	0.0010179043904539236	-0.00020009583042473068	0.83743338230277875	0.79583345771227254	0.04159992459050621	1.1683426192138722	1.1998178406140465	-0.031475221400174336
200	3.6952093034669703e-10	1.7085819146077232	0.57716382921544618	0.91992570860380518	0.92032120492231384	-0.00039549631850865907	0.3698711237634052	0.36899790001250543	0.00087322375089976534	0.35992677717769661	0.36699760741846837	-0.0070708302407717638	0.15389610825347944	0.14714582753145694	0.0067502807220224947	0.00083307645948684644	0.0010179043904539236	-0.00018482793096707712	0.83727433532528872	0.79583345771227254	0.04144087761301618	1.1682888846587007	1.1998178406140465	-0.031528955955345772
201	3.7152093034669702e-10	1.7085819146077232	0.57716382921544618	0.91995289122467616	0.92032120492231384	-0.00036831369763767885	0.36980034922214844	0.36899790001250543	0.00080244920964300803	0.36042859127352	0.36699760741846837	-0.0065690161449483697	0.15335052472136923	0.14714582753145694	0.0062046971899122894	0.00084737120174154662	0.0010179043904539236	-0.00017053318871237694	0.83710493674014808	0.79583345771227254	0.041271479027875535	1.1682415519830092	1.1998178406140465	-0.031576288631037341
202	3.7352093034669701e-10	1.7085819146077232	0.57716382921544618	0.9199779424388449	0.92032120492231384	-0.00034326248346894239	0.36973541624644773	0.36899790001250543	0.00073751623394230359	0.36088795071916024	0.36699760741846837	-0.0061096566993081303	0.15284969325804387	0.14714582753145694	0.0057038657265869319	0.00086073658232953265	0.0010179043904539236	-0.00015716780812439091	0.83692615661765668	0.79583345771227254	0.04109269890538414	1.1682001739792571	1.1998178406140465	-0.031617666634789376
203	3.75520930346697e-10	1.7085819146077232	0.57716382921544618	0.92000077928451418	0.92032120492231384	-0.00032042563779965949	0.36967611483079232	0.36899790001250543	0.00067821481828689301	0.36130848487618028	0.36699760741846837	-0.0056891225422880942	0.15238996964180962	0.14714582753145694	0.0052441421103526786	0.00087320884431456997	0.0010179043904539236	-0.0001446955461393536	0.83673888877037694	0.79583345771227254	0.040905431058104402	1.1681643378533331	1.1998178406140465	-0.031653502760713437
204	3.77520930346697e-10	1.7085819146077232	0.57716382921544618	0.92002181372085579	0.92032120492231384	-0.00029939120145805465	0.36962170344017758	0.36899790001250543	0.0006238034276721538	0.36169352272325195	0.36699760741846837	-0.0053040846952164267	0.15196800786619169	0.14714582753145694	0.0048221803347347492	0.00088483483488919351	0.0010179043904539236	-0.00013306955556473005	0.83654395948943738	0.79583345771227254	0.040710501777164843	1.1681336682326726	1.1998178406140465	-0.031684172381373887
205	3.7952093034669699e-10	1.7085819146077232	0.57716382921544618	0.92004100460883598	0.92032120492231384	-0.00028020031347786301	0.36957198338917391	0.36899790001250543	0.0005740833766684772	0.36204610022441747	0.36699760741846837	-0.0049515071940509081	0.15158073286622287	0.14714582753145694	0.0044349053347659262	0.00089565470109492784	0.0010179043904539236	-0.00012224968935899572	0.83634212881163661	0.79583345771227254	0.040508671099364069	1.1681078180799467	1.1998178406140465	-0.031710022534099824
206	3.8152093034669698e-10	1.7085819146077232	0.57716382921544618	0.92005866994116003	0.92032120492231384	-0.0002625349811538058	0.36952636566813957	0.36899790001250543	0.00052846565563413606	0.36236900292577101	0.36699760741846837	-0.0046286044926973635	0.15122532193411742	0.14714582753145694	0.0040794944026604774	0.00090571522236194274	0.0010179043904539236	-0.00011218916809198082	0.83613409800728045	0.79583345771227254	0.040300640295007906	1.1680864715270547	1.1998178406140465	-0.031731369086991812
207	3.8352093034669698e-10	1.7085819146077232	0.57716382921544618	0.92007480349657889	0.92032120492231384	-0.00024640142573495449	0.36948465986227885	0.36899790001250543	0.00048675984977342157	0.36266476949320836	0.36699760741846837	-0.0043328379252600135	0.15089917979368561	0.14714582753145694	0.0037533522622286708	0.00091505724858725185	0.0010179043904539236	-0.00010284714186667172	0.83592051125071576	0.79583345771227254	0.040087053538443218	1.1680693362199575	1.1998178406140465	-0.03174850439408905
208	3.8552093034669697e-10	1.7085819146077232	0.57716382921544618	0.92008964353985412	0.92032120492231384	-0.0002315613824597218	0.36944640074309437	0.36899790001250543	0.00044850073058894102	0.36293571839753724	0.36699760741846837	-0.0040618890209311309	0.15059992285028756	0.14714582753145694	0.0034540953188306189	0.00092372962557045468	0.0010179043904539236	-9.4174764883468882e-05	0.83570197975439209	0.79583345771227254	0.039868522042119547	1.1680561431116412	1.1998178406140465	-0.031761697502405317
209	3.8752093034669696e-10	1.7085819146077232	0.57716382921544618	0.92010321400876827	0.92032120492231384	-0.00021799091354557376	0.36941140659665123	0.36899790001250543	0.00041350658414579522	0.36318398383054823	0.36699760741846837	-0.0038136235879201452	0.15032536231484783	0.14714582753145694	0.0031795347833908916	0.00093176642885583333	0.0010179043904539236	-8.6137961598090236e-05	0.83547903050219996	0.79583345771227254	0.039645572789927419	1.1680466482942404	1.1998178406140465	-0.031771192319806074
210	3.8952093034669696e-10	1.7085819146077232	0.57716382921544618	0.92011568780788089	0.92032120492231384	-0.00020551711443295151	0.3693793175600894	0.36899790001250543	0.00038141754758397317	0.36341152719877445	0.36699760741846837	-0.0035860802196939212	0.15007349107074519	0.14714582753145694	0.00292766353928825	0.00093920629893232133	0.0010179043904539236	-7.8698091521602238e-05	0.83525214612483534	0.79583345771227254	0.039418688412562797	1.1680406291884022	1.1998178406140465	-0.031777211425644269
211	3.9152093034669695e-10	1.7085819146077232	0.57716382921544618	0.92012711108871026	0.92032120492231384	-0.00019409383360358134	0.36934995195019521	0.36899790001250543	0.00035205193768977905	0.36362010951703944	0.36699760741846837	-0.0033774979014289386	0.1498424578920875	0.14714582753145694	0.0026966303606305586	0.00094609134200283884	0.0010179043904539236	-7.1813048451084723e-05	0.8350218035313679	0.79583345771227254	0.03918834581909536	1.1680378745067403	1.1998178406140465	-0.031779966107306157
212	3.9352093034669694e-10	1.7085819146077232	0.57716382921544618	0.92013760175148007	0.92032120492231384	-0.0001836031708337682	0.36932303530754296	0.36899790001250543	0.00032513529503752636	0.36381136018604998	0.36699760741846837	-0.0031862472324183932	0.14963056710496025	0.14714582753145694	0.002484739573503314	0.00095245910015714919	0.0010179043904539236	-6.5445290296774379e-05	0.83478842451185808	0.79583345771227254	0.038954966799585544	1.1680381938930771	1.1998178406140465	-0.031779646720969446
213	3.9552093034669694e-10	1.7085819146077232	0.57716382921544618	0.92014722601634724	0.92032120492231384	-0.0001739789059665986	0.36929839205946685	0.36899790001250543	0.00030049204696142029	0.36398676147064402	0.36699760741846837	-0.0030108459478243588	0.14943625743067357	0.14714582753145694	0.0022904298992166283	0.00095834373105492532	0.0010179043904539236	-5.9560659398998246e-05	0.83455239549633775	0.79583345771227254	0.03871893778406521	1.1680414107048096	1.1998178406140465	-0.031776429909236903
214	3.9752093034669693e-10	1.7085819146077232	0.57716382921544618	0.92015605557467661	0.92032120492231384	-0.00016514934763722788	0.36927581767841455	0.36899790001250543	0.00027791766590912204	0.3641476758104521	0.36699760741846837	-0.0028499316080162762	0.14925809806751689	0.14714582753145694	0.0021122705360599459	0.00096377904762878081	0.0010179043904539236	-5.412534282514276e-05	0.83431407104075339	0.79583345771227254	0.03848061332848085	1.1680473635385837	1.1998178406140465	-0.031770477075462766
215	3.987604651733485e-10	1.7085819146077232	0.57716382921544618	0.92016116921422342	0.92032120492231384	-0.00016003570809042245	0.36926279197486567	0.36899790001250543	0.00026489196236023638	0.36424064498380748	0.36699760741846837	-0.0027569624346608923	0.14915524223191501	0.14714582753145694	0.0020094147004580676	0.00096693523152167893	0.0010179043904539236	-5.0969158932244636e-05	0.83416535328945296	0.79583345771227254	0.038331895577180419	1.1680523634536257	1.1998178406140465	-0.031765477160420774
216	4.0000000000000001e-10	1.7085819146077232	0.57716382921544618	0.92016600016256711	0.92032120492231384	-0.00015520475974672987	0.36925046902523928	0.36899790001250543	0.0002525690127338498	0.36432880881834701	0.36699760741846837	-0.0026687986001213693	0.14905778628633171	0.14714582753145694	0.0019119587548747652	0.00096993852480677795	0.0010179043904539236	-4.7965865647145618e-05	0.83401595821536156	0.79583345771227254	0.038182500503089023	1.1680583223809071	1.1998178406140465	-0.031759518233139383
217	4.0020000000000002e-10	1.7076695535815531	0.57533910716310599	0.91987495072016112	0.91943748046179319	0.00043747025836793352	0.36952604785828258	0.36984756731226076	-0.00032151945397818071	0.36434094117919869	0.36664520385062144	-0.0023042626714227521	0.14904280117827551	0.14748465044182052	0.0015581507364549885	0.00097029024464668004	0.0010097827758462422	-3.9492531199562114e-05	0.83399162370653734	0.79617918276126776	0.037812440945269588	1.1680593580669374	1.1998147985000565	-0.031755440433119064
218	4.0060000000000004e-10	1.7058448315292132	0.57168966305842606	0.91897894676051539	0.91767003154075211	0.0013089152197632847	0.37035295827372533	0.37154690191177114	-0.0011939436380458135	0.36436063655063478	0.36594039671492767	-0.0015797601642928982	0.14901459049004118	0.14816229626254762	0.00085229422749355521	0.00097070050286814785	0.00099353954663088128	-2.283904376273343e-05	0.83394239844791529	0.79687063285925819	0.037071765588657102	1.1680615400910555	1.1998087142720761	-0.031747174181020688
219	4.0140000000000003e-10	1.7021953874245335	0.56439077484906663	0.91619431007171315	0.91413550896367746	0.0020588011080356905	0.37281387148126516	0.37494769728579042	-0.0021338258045252578	0.36436748275370812	0.36453093207868692	-0.00016344932497880382	0.14897611472887229	0.14951843575261922	-0.00054232102374693336	0.0009699212752532077	0.00096198780947893308	7.9334657742746251e-06	0.83383970415534248	0.7982536711638174	0.035586032991525074	1.1680678314766149	1.199795619844189	-0.031727788367574172
220	4.0300000000000006e-10	1.6948964992151738	0.54979299843034735	0.90966219404492776	0.90706739438520545	0.0025947996597223133	0.37850100356035637	0.38175442584367525	-0.0032534222833188742	0.36424738246294175	0.36171237386803956	0.0025350085949021883	0.14900800991784346	0.1522327635214073	-0.0032247536035638347	0.00096528834509305994	0.0009011409974656456	6.4147347627414343e-05	0.83361742394145177	0.80101996641148532	0.032597457529966456	1.16809557871195	1.1997669723493971	-0.031671393637447087
221	4.0500000000000005e-10	1.6857728889534744	0.53154577790694857	0.9011422505119917	0.8982344367022248	0.0029078138097669015	0.38616205898180123	0.39027438167806028	-0.004112322696259052	0.36386414298417824	0.35819004757778067	0.0056740954063975724	0.14928033388661732	0.15563027704958743	-0.0063499431629701064	0.00095806393575762622	0.00083013827554003947	0.00012792566021758674	0.8333135885678481	0.80447789160700711	0.028835696960840984	1.1681653891843475	1.1997246701617488	-0.031559280977401238
222	4.0700000000000004e-10	1.6766492786917748	0.51329855738354935	0.89253382223334021	0.88940379679163772	0.0031300254417024886	0.39419057573097649	0.3988058663216002	-0.0046152905906237107	0.3632402176493868	0.35466864548731836	0.0085715721620684415	0.14981093108611365	0.15903238788089119	-0.0092214567947775383	0.00095006473677782671	0.0007641487400788595	0.00018591599669896721	0.83298662411406221	0.80793530189000706	0.02505132222405515	1.1682752402288212	1.1996742840288341	-0.031399043800012905
223	4.0900000000000004e-10	1.6675256684300754	0.49505133686015057	0.88390279859970788	0.88057550639426707	0.0033272922054408127	0.40240402697086086	0.40734836725349177	-0.0049443402826309102	0.3623909900907944	0.35114818025601174	0.011242809834782652	0.15058333337265528	0.1624388916375239	-0.011855558264868615	0.00094019681903557278	0.00070289994554825167	0.00023729687348732112	0.8326410748187163	0.81139171760224393	0.021249357216472364	1.1684229881460024	1.1996142772845648	-0.031191289138562395
224	4.1100000000000003e-10	1.658402058168376	0.47680411633675179	0.87525959875828985	0.87174961269874718	0.0035099860595426691	0.41071756656872654	0.4159014704390071	-0.0051839038702805595	0.36133211579669094	0.34762867070171349	0.013703445094977451	0.15157843897240963	0.16584962321423311	-0.01427118424182347	0.00092757385579405466	0.00064615242571663554	0.00028142143007741911	0.83228119794224165	0.81484673728373935	0.017434460658502293	1.1686060870698063	1.1995427537476475	-0.030936666677841229
225	4.1300000000000002e-10	1.6492784479066764	0.45855689581335257	0.86660803527827224	0.86292616419443136	0.0036818710838408819	0.41909318185500688	0.4244647837272339	-0.0053716018722270165	0.3600798704132081	0.34411013616027936	0.015969734252928747	0.1527784619123389	0.16926442623205462	-0.016485964319715718	0.00091187540528105127	0.00059366850144013919	0.00031820690384091208	0.83191102929445127	0.8183000341572888	0.013610995137162463	1.1688222673607642	1.1994574335439301	-0.030635166183165863
226	4.1500000000000001e-10	1.640154837644977	0.44030967528995379	0.85795187197498413	0.85410523468538424	0.0038466372895998857	0.42751179400694012	0.43303802418530807	-0.0055262301783679524	0.35864981771364118	0.34059260606112068	0.0180572116525205	0.15416690346841733	0.17268318786420059	-0.018516284395783261	0.0008930835906791057	0.00054524933046155952	0.00034783426021754618	0.83153425339118503	0.8217513310241148	0.0097829223670702348	1.169069432264191	1.1993553841985081	-0.030285951934317046
227	4.1700000000000001e-10	1.6310312273832777	0.42206245476655502	0.8492903081055837	0.84528696667096248	0.0040033414346212215	0.43596622742330099	0.44162114083721155	-0.0056549134139105561	0.35705659550806856	0.33707613722946478	0.019980458278603785	0.15572859236176695	0.176105887782011	-0.020377295420244051	0.00087137108675648667	0.00050077971186889632	0.00037059137488759035	0.83115407957500842	0.82520035206251441	0.0059537275124940114	1.1693456195495444	1.1992323196978487	-0.029886700148304302
228	4.19e-10	1.621907617121578	0.4038152342431558	0.84062585352968755	0.83647130413925452	0.0041545493904330266	0.44444966632249067	0.45021337135455169	-0.0057637050320610284	0.3553136448823197	0.33356070732910492	0.02175293755321478	0.15744955882429246	0.17953222199141722	-0.022082663167124761	0.00084702343252691242	0.000459860926258567	0.00038716250626834542	0.83077329131744582	0.82864706006615163	0.0021262312512941861	1.169648983444151	1.1990847996365088	-0.0294358161923578
229	4.2099999999999999e-10	1.6127840068598787	0.38556801371975702	0.83195759157875149	0.82765830154464659	0.0042992900341048967	0.45296018604192057	0.45881440059795697	-0.0058542145560364078	0.35343337564661625	0.33004633807710665	0.023387037569509606	0.15931696677953744	0.18296206482474833	-0.023645098045210894	0.00082038639388447993	0.0004222783390000683	0.00039810805488441162	0.8303942245567949	0.83209138046540776	-0.0016971559086128574	1.1699777690981827	1.1989077752921486	-0.028930006193965907
230	4.2299999999999999e-10	1.6036603965981793	0.36732079319635824	0.8232875005842899	0.81884801498405124	0.0044394856002386573	0.46149366782356543	0.46742392883038802	-0.0059302610068225903	0.35142709642980208	0.32653305184243958	0.024894044587362496	0.16131898931089406	0.18639529675466512	-0.025076307443771068	0.0007918421823724861	0.00038782565303648454	0.00040401652933600156	0.8300188378055291	0.83553328056049914	-0.0055144427549700392	1.1703303115226029	1.1986950982706441	-0.028364786748041215
231	4.2499999999999998e-10	1.5945367863364797	0.34907357267295902	0.81461488006702021	0.81004050218456591	0.0045743778824542947	0.47004918221919267	0.47604167070139708	-0.0059924884822044056	0.34930520786044073	0.32302087164451887	0.026284336215921855	0.16344475395177172	0.1898318039909255	-0.026387050039153787	0.00076177616270871329	0.00035630563919981435	0.00040547052350889894	0.82964871715706978	0.83897276256190956	-0.0093240454048397758	1.1707050183010024	1.1984392564393167	-0.027734238138314327
232	4.2699999999999997e-10	1.5854131760747803	0.33082635214956024	0.8059413307175004	0.8012358952188039	0.0047054354986965086	0.47862365653765682	0.48466754605005924	-0.0060438895124024228	0.34707718179888308	0.31950985014991939	0.027567331648963689	0.16568423734161131	0.19327155456654388	-0.027587317224932573	0.000730574630560199	0.00032759453132284798	0.00040298009923735102	0.82928514147146304	0.84240979870351473	-0.013124657232051695	1.1711003743887369	1.1981294041457833	-0.027029029757046352
233	4.2899999999999997e-10	1.5762895658130809	0.31257913162616147	0.79726635333941509	0.79243426963760655	0.0048320837018085427	0.48721645471724473	0.49330129756500707	-0.0060848428477623395	0.34475172388974307	0.31600001748567264	0.028751706404070432	0.1680282239422215	0.19671444587232556	-0.028686221930104061	0.00069859990238445302	0.00030150815725734064	0.00039709174512711238	0.82892909504548118	0.84584444084293298	-0.016915345797451797	1.1715149285626671	1.1977526969967123	-0.026237768434045128
234	4.3099999999999996e-10	1.5671659555513813	0.29433191110276224	0.78859126070289454	0.78363560930012444	0.0049556514027701004	0.49582516227525586	0.50194245726872577	-0.0061172949934699128	0.34233676955222581	0.31249136721712961	0.029845402335096194	0.17046821570400306	0.20016029129346966	-0.029692075589466599	0.0006661977440927877	0.00027780445945932436	0.00038839328463346334	0.82858132345816271	0.84927682738153565	-0.020695503923372938	1.1719472997639893	1.1972958085908085	-0.025348508826819272
235	4.3299999999999995e-10	1.5580423452896819	0.27608469057936347	0.77991571164381723	0.77483997958605977	0.0050757320577574649	0.50444929308393471	0.5105907912883737	-0.0061414982044389888	0.33983961428747012	0.30898392541480979	0.030855688872660325	0.17299640115208403	0.20360899756693676	-0.030612596414852727	0.00063367813024434866	0.00025632905262445272	0.00037734907761989594	0.82824234816242037	0.85270703992711927	-0.024464691764698898	1.1723961658828423	1.1967401436771727	-0.024343977794330396
236	4.3499999999999995e-10	1.5489187350279825	0.25783747005596469	0.77124079267912626	0.76604744782220835	0.0051933448569179141	0.51308692217109853	0.5192460760981491	-0.0061591539270505757	0.33726691681116683	0.30547771892841724	0.031789197882749587	0.17560557654006592	0.20706047555746013	-0.031454899017394206	0.0006013268487471031	0.00023693816037389159	0.00036438868837321151	0.82791251271989819	0.85613516645882459	-0.028222653738926406	1.1728602698876174	1.1960621121239856	-0.023201842236368231
237	4.3699999999999994e-10	1.5397951247662831	0.23959024953256591	0.76256628661481918	0.75725808351252832	0.0053082031022908538	0.52173766139934119	0.52790809806692174	-0.0061704366675805478	0.3346248033248696	0.30197277547302126	0.032652027851848342	0.17828912320883239	0.21051464007349338	-0.032225516864660991	0.00056939076308841138	0.00021949854265289459	0.00034989222043551682	0.82759199686651841	0.85956129782360757	-0.031969300957089164	1.1733384102868816	1.1952314585343793	-0.021893048247497715
238	4.3899999999999993e-10	1.5306715145045835	0.22134302900916669	0.7538930987576099	0.74847209364724931	0.0054210051103605883	0.5303999665053275	0.53657690962206694	-0.0061769431167394417	0.33191887334895126	0.29846917758827862	0.033449695760672638	0.18104093777098573	0.21397151201816786	-0.032930574247182126	0.00053809069993526401	0.0002039565124526804	0.00033413418748258364	0.82728085379891092	0.86298545191876352	-0.035704598119852604	1.1738294462859962	1.1941985653692755	-0.020369119083279319
239	4.4099999999999992e-10	1.5215479042428841	0.20309580848576791	0.74522111165480498	0.73968946616112685	0.0055316454936781279	0.53907351700236283	0.54525211718133137	-0.0061786001789685407	0.32915428392390478	0.29496692046574347	0.034187363458161313	0.18385541623515622	0.21743093444332406	-0.033575518208167843	0.00050761034638462793	0.00019014064128345884	0.00031746970510116909	0.8269790225042255	0.86640777767783184	-0.039428755173606334	1.17433228949827	1.1929106731634702	-0.01857838366520026
240	4.4299999999999992e-10	1.5124242939811845	0.18484858796236869	0.73655108378765477	0.73091023762950236	0.0056408461581524127	0.54775707030700382	0.55393345390415094	-0.006176383597147117	0.32633575565818945	0.29146601869071287	0.034869736967476583	0.18672739147351458	0.22089280093915917	-0.034165409465644586	0.00047810886151819498	0.0001779269636187529	0.00030018189789944209	0.82668635707335358	0.869828383113459	-0.043142026040105419	1.1748459078547617	1.1912942378664599	-0.016448330011698209
241	4.4499999999999991e-10	1.5033006837194851	0.16660136743896992	0.72788297996115514	0.72213448742013719	0.0057484925410179466	0.55645035287781253	0.56262074173416976	-0.006170388856357234	0.32346764162358987	0.28796650391125989	0.035501137712329989	0.18965212294284706	0.22435704049829738	-0.034704917555450326	0.00044971265140748493	0.00016722297324785391	0.00028248967815963102	0.82640263676587056	0.87324734697635398	-0.04684471021048342	1.175369318259522	1.1892418137365754	-0.013872495477053493
242	4.469999999999999e-10	1.4941770734577857	0.14835414691557114	0.71921743904711088	0.71336229737923873	0.0058551416678721546	0.56515236409998326	0.57131380977502155	-0.0061614456750382907	0.32055393222568079	0.28446840876872931	0.036085523456951485	0.19262524015681504	0.2278235849714447	-0.035198344814629662	0.00042252690736301404	0.00015794386992511341	0.00026458303743790064	0.82612758844973921	0.87666474099505076	-0.050537152545311548	1.1759015892326126	1.1865954335299709	-0.010693844297358313
