# Logfile created on 2026-09-19 14:39:29 +0200 by logger.rb/v1.5.3
2026-09-19 14:39:29 +0200: Memory Usage (803612K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/build/g1_gate_lay/g1_gate_filled.gds
2026-09-19 14:39:29 +0200: Memory Usage (803612K) : Ruby Version for klayout: 3.2.3
2026-09-19 14:39:29 +0200: Memory Usage (805916K) : Loading database to memory is complete.
2026-09-19 14:39:29 +0200: Memory Usage (805916K) : IHP-SG13G2 KLayout DRC runset output at: /work/build/g1_gate_lay/drc_gate_fill2/g1_gate_filled_g1_gate_main.lyrdb
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : Evaluate switches.
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : tables selected: main
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : KLayout will use 16 thread(s) in tiling mode.
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : deep mode is enabled.
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : FEOL enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : BEOL enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : OFFGRID enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : ANGLE enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : PIN enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : FORBIDDEN enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : RECOMMENDED enabled: true
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : PreCheck DRC enabled: false
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : CONNECTIVITY_RULES enabled: true.
2026-09-19 14:39:29 +0200: Memory Usage (806044K) : Read in polygons from layers.
2026-09-19 14:39:29 +0200: Memory Usage (808860K) : activ_drw has 198 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808860K) : activ_pin has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808860K) : activ_mask has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : activ_filler has 36 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : activ_nofill has 1 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : activ_opc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : activ_iopc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : activ_noqrc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : biwind_drw has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : biwind_opc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : pemwind_drw has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : gatpoly_drw has 165 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : gatpoly_pin has 47 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : gatpoly_filler has 36 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : gatpoly_nofill has 1 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : gatpoly_opc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : gatpoly_iopc has 0 polygons
2026-09-19 14:39:29 +0200: Memory Usage (808988K) : gatpoly_noqrc has 0 polygons
