19-Sep-2026 14:39:22 | INFO    | KLayout version detected: 0.30.9 (required >= 0.30.5)
19-Sep-2026 14:39:22 | INFO    | Using DRC JSON file: /foss/pdks/ihp-sg13g2/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
19-Sep-2026 14:39:22 | INFO    | Running IHP-SG13G2 main checks on design /work/build/g1_gate_lay/g1_gate_filled.gds, topcell: g1_gate
19-Sep-2026 14:39:35 | INFO    | Running IHP-SG13G2 sg13g2_maximal checks on design /work/build/g1_gate_lay/g1_gate_filled.gds, topcell: g1_gate
19-Sep-2026 14:39:50 | INFO    | Completed running Sg13g2_maximal checks.
19-Sep-2026 14:39:50 | INFO    | =====================================================================================
19-Sep-2026 14:39:50 | INFO    | ✅ --- KLayout DRC Check Passed: No DRC violations detected in the layout. --- ✅
19-Sep-2026 14:39:50 | INFO    | =====================================================================================
19-Sep-2026 14:39:50 | INFO    | Total DRC Run time: 30.27 seconds (including execution, analysis, and reporting)
