Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_1,CTX_L8_1;CTX_L10_1,CTX_L10_3,CTX_L30_4;0.052;
C2;CTX_L10_0,CTX_L30_1,CTX_L8_1;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;0.003;
C3;CTX_L10_0,CTX_L30_1,CTX_L8_1;CTX_L134_0;0.063;
C4;CTX_L10_0,CTX_L30_1,CTX_L8_1;CTX_L134_1;0.035;
C5;CTX_L10_0,CTX_L30_1,CTX_L8_1;CTX_L30_8,CTX_L50_0;0.677;
C6;CTX_L10_0,CTX_L30_1,CTX_L8_1;CTX_L8_0;0.102;
C7;CTX_L10_0,CTX_L30_1,CTX_L8_1;CTX_L8_2;0.058;
C8;CTX_L10_0,CTX_L30_1,CTX_L8_1;N;0.015;
C9;CTX_L10_0,CTX_L30_1,CTX_L8_1;P;0.0;
C10;CTX_L10_0,CTX_L30_1,CTX_L8_1;VSUBS;1.509;
C11;CTX_L10_1,CTX_L10_3,CTX_L30_4;CTX_L10_2;0.123;
C12;CTX_L10_1,CTX_L10_3,CTX_L30_4;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;0.077;
C13;CTX_L10_1,CTX_L10_3,CTX_L30_4;CTX_L134_0;0.034;
C14;CTX_L10_1,CTX_L10_3,CTX_L30_4;CTX_L134_1;0.076;
C15;CTX_L10_1,CTX_L10_3,CTX_L30_4;CTX_L30_3;0.002;
C16;CTX_L10_1,CTX_L10_3,CTX_L30_4;CTX_L30_8,CTX_L50_0;0.227;
C17;CTX_L10_1,CTX_L10_3,CTX_L30_4;CTX_L50_4;0.004;
C18;CTX_L10_1,CTX_L10_3,CTX_L30_4;CTX_L50_5;0.042;
C19;CTX_L10_1,CTX_L10_3,CTX_L30_4;CTX_L50_6;0.091;
C20;CTX_L10_1,CTX_L10_3,CTX_L30_4;CTX_L50_7;0.066;
C21;CTX_L10_1,CTX_L10_3,CTX_L30_4;CTX_L8_0;0.003;
C22;CTX_L10_1,CTX_L10_3,CTX_L30_4;CTX_L8_2;0.08;
C23;CTX_L10_1,CTX_L10_3,CTX_L30_4;N;0.087;
C24;CTX_L10_1,CTX_L10_3,CTX_L30_4;P;0.063;
C25;CTX_L10_1,CTX_L10_3,CTX_L30_4;VSUBS;2.016;
C26;CTX_L10_2;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;0.108;
C27;CTX_L10_2;CTX_L134_0;0.027;
C28;CTX_L10_2;CTX_L134_1;0.026;
C29;CTX_L10_2;CTX_L30_2,CTX_L50_3;0.069;
C30;CTX_L10_2;CTX_L30_3;0.012;
C31;CTX_L10_2;CTX_L30_5;0.012;
C32;CTX_L10_2;CTX_L30_6;0.012;
C33;CTX_L10_2;CTX_L30_7;0.012;
C34;CTX_L10_2;CTX_L30_8,CTX_L50_0;0.0;
C35;CTX_L10_2;CTX_L50_2;0.027;
C36;CTX_L10_2;CTX_L50_4;0.08;
C37;CTX_L10_2;CTX_L50_5;0.009;
C38;CTX_L10_2;CTX_L50_6;0.001;
C39;CTX_L10_2;CTX_L50_7;0.001;
C40;CTX_L10_2;CTX_L8_2;0.001;
C41;CTX_L10_2;N;0.001;
C42;CTX_L10_2;P;0.001;
C43;CTX_L10_2;VSUBS;1.397;
C44;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L134_0;0.122;
C45;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L134_1;0.326;
C46;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L30_2,CTX_L50_3;0.097;
C47;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L30_3;0.007;
C48;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L30_5;0.006;
C49;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L30_6;0.006;
C50;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L30_7;0.006;
C51;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L30_8,CTX_L50_0;0.099;
C52;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L50_2;0.146;
C53;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L50_4;0.349;
C54;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L50_5;0.259;
C55;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L50_6;0.031;
C56;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L50_7;0.026;
C57;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;CTX_L8_2;0.033;
C58;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;N;0.018;
C59;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;P;0.022;
C60;CTX_L126_0,CTX_L30_0,CTX_L50_1,CTX_L67_0;VSUBS;1.772;
C61;CTX_L134_0;CTX_L134_1;0.926;
C62;CTX_L134_0;CTX_L30_2,CTX_L50_3;0.009;
C63;CTX_L134_0;CTX_L30_3;0.004;
C64;CTX_L134_0;CTX_L30_8,CTX_L50_0;0.128;
C65;CTX_L134_0;CTX_L50_2;0.026;
C66;CTX_L134_0;CTX_L50_4;0.022;
C67;CTX_L134_0;CTX_L50_5;0.022;
C68;CTX_L134_0;CTX_L50_6;0.016;
C69;CTX_L134_0;CTX_L50_7;0.009;
C70;CTX_L134_0;CTX_L8_0;0.014;
C71;CTX_L134_0;CTX_L8_2;0.012;
C72;CTX_L134_0;N;0.031;
C73;CTX_L134_0;P;0.009;
C74;CTX_L134_0;VSUBS;1.269;
C75;CTX_L134_1;CTX_L30_2,CTX_L50_3;0.021;
C76;CTX_L134_1;CTX_L30_3;0.018;
C77;CTX_L134_1;CTX_L30_5;0.016;
C78;CTX_L134_1;CTX_L30_6;0.004;
C79;CTX_L134_1;CTX_L30_8,CTX_L50_0;0.159;
C80;CTX_L134_1;CTX_L50_2;0.03;
C81;CTX_L134_1;CTX_L50_4;0.021;
C82;CTX_L134_1;CTX_L50_5;0.016;
C83;CTX_L134_1;CTX_L50_6;0.023;
C84;CTX_L134_1;CTX_L50_7;0.016;
