# Logfile created on 2026-09-22 21:08:36 +0200 by logger.rb/v1.5.3
2026-09-22 21:08:36 +0200: Memory Usage (407912K) : Starting running IHP-SG13G2 KLayout DRC runset on <results-root>/bgr-mos-full-20260922-r2/bank.gds
2026-09-22 21:08:36 +0200: Memory Usage (407912K) : Ruby Version for klayout: 3.2.3
2026-09-22 21:08:36 +0200: Memory Usage (407912K) : Loading database to memory is complete.
2026-09-22 21:08:36 +0200: Memory Usage (407912K) : IHP-SG13G2 KLayout DRC runset output at: <results-root>/bgr-mos-full-20260922-r2-drc/reports/bank_bgr_mos_bank_main.lyrdb
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : Evaluate switches.
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : tables selected: main
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : KLayout will use 128 thread(s) in tiling mode.
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : deep mode is enabled.
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : FEOL enabled: true
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : BEOL enabled: true
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : OFFGRID enabled: true
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : ANGLE enabled: true
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : PIN enabled: true
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : FORBIDDEN enabled: true
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : RECOMMENDED enabled: true
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : PreCheck DRC enabled: false
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : CONNECTIVITY_RULES enabled: true.
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : Read in polygons from layers.
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : activ_drw has 1647 polygons
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : activ_pin has 0 polygons
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : activ_mask has 0 polygons
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : activ_filler has 0 polygons
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : activ_nofill has 0 polygons
2026-09-22 21:08:36 +0200: Memory Usage (409188K) : activ_opc has 0 polygons
