 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  5.907822471116729e-10  5.907822471116729e-10  5.123770738611168e-08  9.405105275892858e-09  1.079999999866172e+00  2.999999999893946e+00 -2.121085529438460e-10 -2.676556754011017e-10 
 5.000000000000000e-10  5.907821922640499e-10  5.907822465686271e-10  5.123771115770754e-08  9.405104916863188e-09  1.079999999866173e+00  2.999999999893943e+00 -2.121138820143642e-10 -2.676547872226820e-10 
 1.000000000000000e-09  5.907821948661351e-10  5.907822460567214e-10  5.123770659091954e-08  9.405105674999997e-09  1.079999999866172e+00  2.999999999893941e+00 -2.121183229064627e-10 -2.676552313118918e-10 
 2.000000000000000e-09  5.907822642550742e-10  5.907822458678436e-10  5.123770745702021e-08  9.405106185401921e-09  1.079999999866170e+00  2.999999999893941e+00 -2.121174347280430e-10 -2.676601162932002e-10 
 4.000000000000000e-09  5.907822200196255e-10  5.907822451144653e-10  5.123770756825693e-08  9.405105233810939e-09  1.079999999866171e+00  2.999999999893940e+00 -2.121192110848824e-10 -2.676578958471509e-10 
 8.000000000000000e-09  5.907822653392764e-10  5.907822454656945e-10  5.123770718511329e-08  9.405105375875409e-09  1.079999999866172e+00  2.999999999893933e+00 -2.121334219395976e-10 -2.676570076687312e-10 
 1.600000000000000e-08  5.907822344395144e-10  5.907822447562693e-10  5.123770718438683e-08  9.405105137968185e-09  1.079999999866171e+00  2.999999999893923e+00 -2.121538500432507e-10 -2.676574517579411e-10 
 3.200000000000000e-08  5.907822250069555e-10  5.907822410990477e-10  5.123770747072379e-08  9.405105634228260e-09  1.079999999866172e+00  2.999999999893932e+00 -2.121369746532764e-10 -2.676556754011017e-10 
 6.400000000000000e-08  5.907822042715890e-10  5.907822287670234e-10  5.123770732686651e-08  9.405105177690998e-09  1.079999999866172e+00  2.999999999893919e+00 -2.121627318274477e-10 -2.676556754011017e-10 
 1.140000000000000e-07  5.907821931856218e-10  5.907822106309750e-10  5.123770736648171e-08  9.405105445374041e-09  1.079999999866171e+00  2.999999999893931e+00 -2.121387510101158e-10 -2.676574517579411e-10 
 1.640000000000000e-07  5.907822388034282e-10  5.907822182727467e-10  5.123770740983150e-08  9.405105486261155e-09  1.079999999866171e+00  2.999999999893922e+00 -2.121556264000901e-10 -2.676583399363608e-10 
 2.140000000000000e-07  5.907822033229121e-10  5.907822138211671e-10  5.123770728358064e-08  9.405105322020950e-09  1.079999999866171e+00  2.999999999893923e+00 -2.121547382216704e-10 -2.676583399363608e-10 
 2.640000000000000e-07  5.907822459591625e-10  5.907822257860495e-10  5.123770733129343e-08  9.405105372141923e-09  1.079999999866171e+00  2.999999999893922e+00 -2.121556264000901e-10 -2.676578958471509e-10 
 3.140000000000000e-07  5.907822124031053e-10  5.907822228258484e-10  5.123770737296972e-08  9.405105393377714e-09  1.079999999866171e+00  2.999999999893923e+00 -2.121547382216704e-10 -2.676583399363608e-10 
 3.640000000000000e-07  5.907822552833012e-10  5.907822352167893e-10  5.123770740474423e-08  9.405105440657463e-09  1.079999999866171e+00  2.999999999893923e+00 -2.121538500432507e-10 -2.676574517579411e-10 
 4.140000000000000e-07  5.907822219711895e-10  5.907822323967375e-10  5.123770744963033e-08  9.405105478633052e-09  1.079999999866171e+00  2.999999999893924e+00 -2.121520736864113e-10 -2.676574517579411e-10 
 4.640000000000000e-07  5.907822647700702e-10  5.907822447820603e-10  5.123770733085941e-08  9.405105315552863e-09  1.079999999866171e+00  2.999999999893922e+00 -2.121556264000901e-10 -2.676574517579411e-10 
 5.140000000000001e-07  5.907822312953281e-10  5.907822418644321e-10  5.123770737308663e-08  9.405105365842633e-09  1.079999999866171e+00  2.999999999893925e+00 -2.121502973295719e-10 -2.676578958471509e-10 
 5.640000000000001e-07  5.907822124031053e-10  5.907822294963757e-10  5.123770740701828e-08  9.405105392641305e-09  1.079999999866171e+00  2.999999999893925e+00 -2.121494091511522e-10 -2.676578958471509e-10 
 6.140000000000002e-07  5.907822572077601e-10  5.907822381073183e-10  5.123770728998190e-08  9.405105427484242e-09  1.079999999866171e+00  2.999999999893924e+00 -2.121529618648310e-10 -2.676583399363608e-10 
 6.640000000000002e-07  5.907822233535472e-10  5.907822339279984e-10  5.123770748757970e-08  9.405105487450169e-09  1.079999999866171e+00  2.999999999893924e+00 -2.121529618648310e-10 -2.676578958471509e-10 
 7.140000000000003e-07  5.907822045155345e-10  5.907822213271489e-10  5.123770737140066e-08  9.405105510312933e-09  1.079999999866171e+00  2.999999999893924e+00 -2.121529618648310e-10 -2.676578958471509e-10 
 7.640000000000003e-07  5.907822489949286e-10  5.907822298740908e-10  5.123770741601974e-08  9.405105361305154e-09  1.079999999866171e+00  2.999999999893924e+00 -2.121511855079916e-10 -2.676578958471509e-10 
 8.140000000000004e-07  5.907822153575562e-10  5.907822257768653e-10  5.123770744474501e-08  9.405105389714662e-09  1.079999999866171e+00  2.999999999893924e+00 -2.121511855079916e-10 -2.676578958471509e-10 
 8.640000000000004e-07  5.907821962213879e-10  5.907822131352292e-10  5.123770733145962e-08  9.405105230271089e-09  1.079999999866172e+00  2.999999999893924e+00 -2.121529618648310e-10 -2.676570076687312e-10 
 9.140000000000005e-07  5.907822410260426e-10  5.907822217632274e-10  5.123770737151384e-08  9.405105268930452e-09  1.079999999866171e+00  2.999999999893923e+00 -2.121538500432507e-10 -2.676574517579411e-10 
 9.640000000000004e-07  5.907822075241955e-10  5.907822177932142e-10  5.123770724899728e-08  9.405105503000557e-09  1.079999999866171e+00  2.999999999893923e+00 -2.121538500432507e-10 -2.676583399363608e-10 
 1.014000000000000e-06  5.907822496996600e-10  5.907822297617899e-10  5.123770744909096e-08  9.405105557048919e-09  1.079999999866171e+00  2.999999999893924e+00 -2.121529618648310e-10 -2.676574517579411e-10 
 1.064000000000000e-06  5.907822165230735e-10  5.907822268600185e-10  5.123770733053288e-08  9.405105382208952e-09  1.079999999866171e+00  2.999999999893926e+00 -2.121485209727325e-10 -2.676574517579411e-10 
 1.114000000000000e-06  5.907821968719092e-10  5.907822142844206e-10  5.123770737601258e-08  9.405105434469510e-09  1.079999999866171e+00  2.999999999893925e+00 -2.121502973295719e-10 -2.676578958471509e-10 
 1.164000000000000e-06  5.907821806359816e-10  5.907821983099254e-10  5.123770740517914e-08  9.405105461324920e-09  1.079999999866171e+00  2.999999999893924e+00 -2.121520736864113e-10 -2.676574517579411e-10 
 1.214000000000000e-06  5.907822250882707e-10  5.907822058263645e-10  5.123770729257784e-08  9.405105502817870e-09  1.079999999866171e+00  2.999999999893924e+00 -2.121520736864113e-10 -2.676578958471509e-10 
 1.264000000000000e-06  5.907821913966882e-10  5.907822015577818e-10  5.123770733074709e-08  9.405105339169001e-09  1.079999999866171e+00  2.999999999893924e+00 -2.121520736864113e-10 -2.676578958471509e-10 
 1.314000000000000e-06  5.907822334095224e-10  5.907822134447614e-10  5.123770737059286e-08  9.405105376461875e-09  1.079999999866172e+00  2.999999999893923e+00 -2.121538500432507e-10 -2.676570076687312e-10 
