 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  8.891929109905273e-10  8.891929109905273e-10  9.543727081950576e-08  1.774553495339352e-08  1.319999999710643e+00  3.599999999850733e+00 -2.985345304296061e-10 -5.787148538161091e-10 
 5.000000000000000e-10  8.891928330798105e-10  8.891929102191341e-10  9.543728791653805e-08  1.774553466431673e-08  1.319999999710644e+00  3.599999999850696e+00 -2.986082492384412e-10 -5.787130774592697e-10 
 1.000000000000000e-09  8.891928504270452e-10  8.891929096271334e-10  9.543726571465705e-08  1.774553463151844e-08  1.319999999710644e+00  3.599999999850676e+00 -2.986482172673277e-10 -5.787117451916401e-10 
 2.000000000000000e-09  8.891928799173443e-10  8.891929088068587e-10  9.543727292246562e-08  1.774553526801919e-08  1.319999999710644e+00  3.599999999850652e+00 -2.986970670804112e-10 -5.787121892808500e-10 
 4.000000000000000e-09  8.891929614493477e-10  8.891929093998276e-10  9.543727149682303e-08  1.774553462927100e-08  1.319999999710644e+00  3.599999999850656e+00 -2.986890734746339e-10 -5.787117451916401e-10 
 8.000000000000000e-09  8.891929664366777e-10  8.891929124648501e-10  9.543727099851913e-08  1.774553517391774e-08  1.319999999710645e+00  3.599999999850651e+00 -2.986988434372506e-10 -5.787099688348007e-10 
 1.600000000000000e-08  8.891929275138197e-10  8.891929160202507e-10  9.543727087954326e-08  1.774553496185024e-08  1.319999999710646e+00  3.599999999850638e+00 -2.987246006114219e-10 -5.787081924779613e-10 
 3.200000000000000e-08  8.891929719118986e-10  8.891929274091072e-10  9.543727083493185e-08  1.774553479414080e-08  1.319999999710642e+00  3.599999999850644e+00 -2.987130542919658e-10 -5.787157419945288e-10 
 6.400000000000000e-08  8.891929403345104e-10  8.891929375785002e-10  9.543727077523782e-08  1.774553493465036e-08  1.319999999710642e+00  3.599999999850628e+00 -2.987450287150750e-10 -5.787152979053189e-10 
 1.140000000000000e-07  8.891929370547988e-10  8.891929410903707e-10  9.543727071353502e-08  1.774553488443363e-08  1.319999999710641e+00  3.599999999850644e+00 -2.987130542919658e-10 -5.787188506189977e-10 
 1.640000000000000e-07  8.891929322843092e-10  8.891929382703202e-10  9.543727081304572e-08  1.774553498559096e-08  1.319999999710646e+00  3.599999999850648e+00 -2.987041725077688e-10 -5.787077483887515e-10 
 2.140000000000000e-07  8.891929278119753e-10  8.891929335229722e-10  9.543727075368785e-08  1.774553491494002e-08  1.319999999710646e+00  3.599999999850647e+00 -2.987059488646082e-10 -5.787073042995416e-10 
 2.640000000000000e-07  8.891929876599352e-10  8.891929542282879e-10  9.543727085310266e-08  1.774553503624276e-08  1.319999999710646e+00  3.599999999850649e+00 -2.987023961509294e-10 -5.787077483887515e-10 
 3.140000000000000e-07  8.891929655693159e-10  8.891929629057623e-10  9.543727079575060e-08  1.774553496059428e-08  1.319999999710646e+00  3.599999999850648e+00 -2.987032843293491e-10 -5.787073042995416e-10 
 3.640000000000000e-07  8.891929584406866e-10  8.891929628552270e-10  9.543727089164850e-08  1.774553489596594e-08  1.319999999710646e+00  3.599999999850648e+00 -2.987041725077688e-10 -5.787073042995416e-10 
 4.140000000000000e-07  8.891929541851931e-10  8.891929593771065e-10  9.543727083526791e-08  1.774553501515173e-08  1.319999999710646e+00  3.599999999850649e+00 -2.987023961509294e-10 -5.787073042995416e-10 
 4.640000000000000e-07  8.891929492249682e-10  8.891929546206271e-10  9.543727093295777e-08  1.774553513641962e-08  1.319999999710646e+00  3.599999999850648e+00 -2.987041725077688e-10 -5.787077483887515e-10 
 5.140000000000001e-07  8.891929446984241e-10  8.891929497004501e-10  9.543727087630782e-08  1.774553486501851e-08  1.319999999710646e+00  3.599999999850647e+00 -2.987068370430279e-10 -5.787077483887515e-10 
 5.640000000000001e-07  8.891930033808667e-10  8.891929701885814e-10  9.543727081808734e-08  1.774553498593303e-08  1.319999999710646e+00  3.599999999850648e+00 -2.987041725077688e-10 -5.787077483887515e-10 
 6.140000000000002e-07  8.891929817510334e-10  8.891929789111885e-10  9.543727091398222e-08  1.774553492066631e-08  1.319999999710646e+00  3.599999999850649e+00 -2.987015079725097e-10 -5.787077483887515e-10 
 6.640000000000002e-07  8.891929741616181e-10  8.891929787558818e-10  9.543727069513760e-08  1.774553484396888e-08  1.319999999710646e+00  3.599999999850648e+00 -2.987032843293491e-10 -5.787077483887515e-10 
 7.140000000000003e-07  8.891929692827084e-10  8.891929749355512e-10  9.543727080122896e-08  1.774553496491312e-08  1.319999999710646e+00  3.599999999850649e+00 -2.987023961509294e-10 -5.787077483887515e-10 
 7.640000000000003e-07  8.891929649187946e-10  8.891929701647823e-10  9.543727073780229e-08  1.774553488950597e-08  1.319999999710646e+00  3.599999999850648e+00 -2.987032843293491e-10 -5.787081924779613e-10 
 8.140000000000004e-07  8.891929603109354e-10  8.891929652690899e-10  9.543727084036813e-08  1.774553501884941e-08  1.319999999710646e+00  3.599999999850651e+00 -2.986979552588309e-10 -5.787077483887515e-10 
 8.640000000000004e-07  8.891929549170296e-10  8.891929601491274e-10  9.543727077705079e-08  1.774553494240078e-08  1.319999999710646e+00  3.599999999850649e+00 -2.987015079725097e-10 -5.787077483887515e-10 
 9.140000000000005e-07  8.891929498754895e-10  8.891929550156798e-10  9.543727087722992e-08  1.774553486726189e-08  1.319999999710646e+00  3.599999999850650e+00 -2.986997316156703e-10 -5.787077483887515e-10 
 9.640000000000004e-07  8.891929446713191e-10  8.891929498512459e-10  9.543727081657070e-08  1.774553498892436e-08  1.319999999710646e+00  3.599999999850649e+00 -2.987023961509294e-10 -5.787077483887515e-10 
 1.014000000000000e-06  8.891929399550396e-10  8.891929448598767e-10  9.543727092141443e-08  1.774553511287708e-08  1.319999999710646e+00  3.599999999850652e+00 -2.986961789019915e-10 -5.787077483887515e-10 
 1.064000000000000e-06  8.891929345611338e-10  8.891929397421057e-10  9.543727085847226e-08  1.774553503691310e-08  1.319999999710646e+00  3.599999999850652e+00 -2.986961789019915e-10 -5.787077483887515e-10 
 1.114000000000000e-06  8.891929940296230e-10  8.891929604335584e-10  9.543727080735257e-08  1.774553516900196e-08  1.319999999710646e+00  3.599999999850649e+00 -2.987015079725097e-10 -5.787077483887515e-10 
 1.164000000000000e-06  8.891929713969026e-10  8.891929689571866e-10  9.543727074420068e-08  1.774553509184481e-08  1.319999999710646e+00  3.599999999850650e+00 -2.986997316156703e-10 -5.787077483887515e-10 
 1.214000000000000e-06  8.891929647290592e-10  8.891929689706613e-10  9.543727084839320e-08  1.774553501722703e-08  1.319999999710646e+00  3.599999999850652e+00 -2.986970670804112e-10 -5.787081924779613e-10 
 1.264000000000000e-06  8.891929596062040e-10  8.891929652275734e-10  9.543727077948728e-08  1.774553494203089e-08  1.319999999710646e+00  3.599999999850648e+00 -2.987032843293491e-10 -5.787081924779613e-10 
 1.314000000000000e-06  8.891929554591307e-10  8.891929605715787e-10  9.543727088872434e-08  1.774553506610950e-08  1.319999999710646e+00  3.599999999850650e+00 -2.987006197940900e-10 -5.787077483887515e-10 
 1.364000000000000e-06  8.891929502278552e-10  8.891929555028904e-10  9.543727081955028e-08  1.774553499245737e-08  1.319999999710646e+00  3.599999999850650e+00 -2.987006197940900e-10 -5.787077483887515e-10 
 1.414000000000000e-06  8.891929457826263e-10  8.891929506010471e-10  9.543727092195540e-08  1.774553511846434e-08  1.319999999710646e+00  3.599999999850652e+00 -2.986952907235718e-10 -5.787081924779613e-10 
 1.464000000000000e-06  8.891929400905649e-10  8.891929454164856e-10  9.543727086308292e-08  1.774553484923623e-08  1.319999999710646e+00  3.599999999850652e+00 -2.986970670804112e-10 -5.787077483887515e-10 
 1.514000000000000e-06  8.891929345882389e-10  8.891929400482746e-10  9.543727080079169e-08  1.774553496960951e-08  1.319999999710646e+00  3.599999999850650e+00 -2.987006197940900e-10 -5.787081924779613e-10 
 1.564000000000000e-06  8.891929299261695e-10  8.891929349257905e-10  9.543727090519744e-08  1.774553489627806e-08  1.319999999710646e+00  3.599999999850652e+00 -2.986952907235718e-10 -5.787077483887515e-10 
 1.614000000000000e-06  8.891929887983475e-10  8.891929554503164e-10  9.543727084107187e-08  1.774553502570632e-08  1.319999999710646e+00  3.599999999850649e+00 -2.987015079725097e-10 -5.787081924779613e-10 
 1.664000000000000e-06  8.891929673582495e-10  8.891929643183949e-10  9.543727078203537e-08  1.774553494852346e-08  1.319999999710646e+00  3.599999999850651e+00 -2.986988434372506e-10 -5.787081924779613e-10 
 1.714000000000000e-06  8.891929597959394e-10  8.891929642830284e-10  9.543727088303138e-08  1.774553507335071e-08  1.319999999710646e+00  3.599999999850653e+00 -2.986944025451521e-10 -5.787081924779613e-10 
 1.764000000000000e-06  8.891929554591307e-10  8.891929607463960e-10  9.543727082573226e-08  1.774553480160807e-08  1.319999999710646e+00  3.599999999850655e+00 -2.986899616530536e-10 -5.787077483887515e-10 
 1.813999999999999e-06  8.891929510410068e-10  8.891929561569139e-10  9.543727076328223e-08  1.774553511931854e-08  1.319999999710646e+00  3.599999999850654e+00 -2.986926261883127e-10 -5.787081924779613e-10 
 1.863999999999999e-06  8.891929459181516e-10  8.891929511435126e-10  9.543727070587149e-08  1.774553504377392e-08  1.319999999710646e+00  3.599999999850655e+00 -2.986899616530536e-10 -5.787077483887515e-10 
 1.913999999999999e-06  8.891929412018721e-10  8.891929461641762e-10  9.543727080833247e-08  1.774553497678992e-08  1.319999999710646e+00  3.599999999850655e+00 -2.986908498314733e-10 -5.787077483887515e-10 
 1.963999999999999e-06  8.891929997487894e-10  8.891929666021541e-10  9.543727090482230e-08  1.774553489968990e-08  1.319999999710646e+00  3.599999999850655e+00 -2.986908498314733e-10 -5.787077483887515e-10 
 2.013999999999999e-06  8.891929779292207e-10  8.891929752205764e-10  9.543727084774603e-08  1.774553482509443e-08  1.319999999710646e+00  3.599999999850653e+00 -2.986935143667324e-10 -5.787077483887515e-10 
 2.063999999999999e-06  8.891929712884824e-10  8.891929753714234e-10  9.543727078680889e-08  1.774553494608804e-08  1.319999999710646e+00  3.599999999850654e+00 -2.986917380098930e-10 -5.787077483887515e-10 
 2.113999999999999e-06  8.891929669516737e-10  8.891929720336929e-10  9.543727073384637e-08  1.774553487087716e-08  1.319999999710646e+00  3.599999999850657e+00 -2.986864089393748e-10 -5.787077483887515e-10 
 2.163999999999999e-06  8.891929614222426e-10  8.891929671215667e-10  9.543727067236935e-08  1.774553499998092e-08  1.319999999710646e+00  3.599999999850654e+00 -2.986926261883127e-10 -5.787077483887515e-10 
 2.213999999999999e-06  8.891929567872783e-10  8.891929620054260e-10  9.543727093209869e-08  1.774553512095077e-08  1.319999999710646e+00  3.599999999850653e+00 -2.986935143667324e-10 -5.787077483887515e-10 
 2.263999999999999e-06  8.891929521252090e-10  8.891929570301112e-10  9.543727086888335e-08  1.774553504699183e-08  1.319999999710646e+00  3.599999999850655e+00 -2.986899616530536e-10 -5.787081924779613e-10 
 2.313999999999999e-06  8.891930111058072e-10  8.891929776653266e-10  9.543727081272156e-08  1.774553497162011e-08  1.319999999710646e+00  3.599999999850655e+00 -2.986899616530536e-10 -5.787077483887515e-10 
 2.363999999999999e-06  8.891929243154233e-10  8.891929604524083e-10  9.543727075102676e-08  1.774553489627402e-08  1.319999999710646e+00  3.599999999850656e+00 -2.986881852962142e-10 -5.787077483887515e-10 
 2.413999999999999e-06  8.891929343985035e-10  8.891929465882629e-10  9.543727085295081e-08  1.774553502814639e-08  1.319999999710646e+00  3.599999999850656e+00 -2.986890734746339e-10 -5.787077483887515e-10 
 2.463999999999999e-06  8.891929311187919e-10  8.891929376276454e-10  9.543727079314910e-08  1.774553495129077e-08  1.319999999710646e+00  3.599999999850657e+00 -2.986855207609551e-10 -5.787077483887515e-10 
 2.513999999999999e-06  8.891929259959366e-10  8.891929311828384e-10  9.543727089045658e-08  1.774553487693741e-08  1.319999999710646e+00  3.599999999850657e+00 -2.986864089393748e-10 -5.787077483887515e-10 
