 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  2.749622592756102e-08  2.749622592756102e-08  8.273021505976925e-07  6.552352080815015e-07  1.319999994328934e+00  3.599999998421667e+00 -3.156666039672018e-09 -1.134213256648309e-08 
 5.000000000000001e-12  2.749622579623079e-08  2.749622592754789e-08  8.273024567628795e-07  6.552352844330089e-07  1.319999994328933e+00  3.599999998421672e+00 -3.156657157887821e-09 -1.134213389875072e-08 
 1.000000000000000e-11  2.749622605990876e-08  2.749622592756113e-08  8.273025026289682e-07  6.552352852934318e-07  1.319999994328933e+00  3.599999998421673e+00 -3.156653605174142e-09 -1.134213434283993e-08 
 2.000000000000000e-11  2.749622629583115e-08  2.749622592761591e-08  8.273022560935372e-07  6.552352309896481e-07  1.319999994328934e+00  3.599999998421674e+00 -3.156652716995723e-09 -1.134213167830467e-08 
 4.000000000000000e-11  2.749622575459743e-08  2.749622592761821e-08  8.273015621416968e-07  6.552351484376273e-07  1.319999994328939e+00  3.599999998421677e+00 -3.156646499746785e-09 -1.134212279652047e-08 
 8.000000000000001e-11  2.749622560888065e-08  2.749622592746714e-08  8.273012665916540e-07  6.552351622217401e-07  1.319999994328942e+00  3.599999998421656e+00 -3.156689132310930e-09 -1.134211657927153e-08 
 1.600000000000000e-10  2.749622530703877e-08  2.749622592675136e-08  8.273020740412473e-07  6.552352272929524e-07  1.319999994328941e+00  3.599999998421617e+00 -3.156765515655025e-09 -1.134211879971758e-08 
 3.200000000000000e-10  2.749622507805527e-08  2.749622592455346e-08  8.273025816681739e-07  6.552352195734329e-07  1.319999994328940e+00  3.599999998421519e+00 -3.156962691264198e-09 -1.134211968789600e-08 
 6.400000000000001e-10  2.749622536254992e-08  2.749622592065202e-08  8.273022200080363e-07  6.552352044934817e-07  1.319999994328939e+00  3.599999998421371e+00 -3.157258454677958e-09 -1.134212279652047e-08 
 1.140000000000000e-09  2.749622560714593e-08  2.749622591642168e-08  8.273020893515915e-07  6.552352083541088e-07  1.319999994328936e+00  3.599999998421252e+00 -3.157496486494438e-09 -1.134212768150178e-08 
 1.640000000000000e-09  2.749622592460033e-08  2.749622591507507e-08  8.273021332111472e-07  6.552352068392615e-07  1.319999994328934e+00  3.599999998421209e+00 -3.157582639801149e-09 -1.134213301057230e-08 
 2.140000000000000e-09  2.749622587429335e-08  2.749622591435909e-08  8.273021525696854e-07  6.552352069750036e-07  1.319999994328932e+00  3.599999998421200e+00 -3.157599515191123e-09 -1.134213611919677e-08 
