 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  1.339269555746169e-09  1.339269555746169e-09  1.289885896982470e-07  5.615361669068982e-08  1.079999999496502e+00  2.999999999718052e+00 -5.638964850618322e-10 -1.006995820063139e-09 
 5.000000000000001e-12  1.339269584121894e-09  1.339269555749007e-09  1.289886281619670e-07  5.615362398812331e-08  1.079999999496500e+00  2.999999999718054e+00 -5.638911559913140e-10 -1.006999816866028e-09 
 1.000000000000000e-11  1.339269611877469e-09  1.339269555754619e-09  1.289886263409162e-07  5.615362272943771e-08  1.079999999496498e+00  2.999999999718058e+00 -5.638831623855367e-10 -1.007003369579706e-09 
 2.000000000000000e-11  1.339270430666950e-09  1.339269555864086e-09  1.289885790395608e-07  5.615361808840710e-08  1.079999999496495e+00  2.999999999718071e+00 -5.638574052113654e-10 -1.007009142739435e-09 
 4.000000000000000e-11  1.339269486977379e-09  1.339269555935109e-09  1.289884830731132e-07  5.615361120267303e-08  1.079999999496495e+00  2.999999999718089e+00 -5.638218780745774e-10 -1.007010475007064e-09 
 8.000000000000001e-11  1.339269507794061e-09  1.339269555968804e-09  1.289884634076240e-07  5.615361535369305e-08  1.079999999496495e+00  2.999999999718091e+00 -5.638174371824789e-10 -1.007009586828644e-09 
 1.600000000000000e-10  1.339269493916273e-09  1.339269555936220e-09  1.289885974821027e-07  5.615362312336620e-08  1.079999999496494e+00  2.999999999718090e+00 -5.638192135393183e-10 -1.007011363185484e-09 
 3.200000000000000e-10  1.339269349934225e-09  1.339269555515437e-09  1.289886529084968e-07  5.615361452914481e-08  1.079999999496496e+00  2.999999999718067e+00 -5.638653988171427e-10 -1.007007810471805e-09 
 6.400000000000001e-10  1.339269514732955e-09  1.339269555024093e-09  1.289885940706662e-07  5.615361789463425e-08  1.079999999496497e+00  2.999999999718030e+00 -5.639400058043975e-10 -1.007006034114966e-09 
 1.140000000000000e-09  1.339269453150271e-09  1.339269554106138e-09  1.289885802987034e-07  5.615361765758787e-08  1.079999999496499e+00  2.999999999717996e+00 -5.640083955427144e-10 -1.007002925490497e-09 
 1.640000000000000e-09  1.339269400241205e-09  1.339269552783206e-09  1.289885882292003e-07  5.615361530468607e-08  1.079999999496502e+00  2.999999999717974e+00 -5.640510281068600e-10 -1.006996264152349e-09 
 2.140000000000000e-09  1.339269532947551e-09  1.339269552213788e-09  1.289885898915989e-07  5.615361572112673e-08  1.079999999496504e+00  2.999999999717965e+00 -5.640705680320934e-10 -1.006991823260250e-09 
 2.640000000000000e-09  1.339269510396146e-09  1.339269551748300e-09  1.289885893535641e-07  5.615361778277659e-08  1.079999999496505e+00  2.999999999717961e+00 -5.640785616378707e-10 -1.006989602814201e-09 
