 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  1.923465414010502e-09  1.923465414010502e-09  1.673331653672066e-07  6.036433546110636e-08  1.199999999366775e+00  3.299999999647628e+00 -7.047447070362978e-10 -1.266450055936730e-09 
 5.000000000000000e-10  1.923465354006226e-09  1.923465413416400e-09  1.673331604370271e-07  6.036433517243477e-08  1.199999999366774e+00  3.299999999647603e+00 -7.047944450278010e-10 -1.266452276382779e-09 
 1.000000000000000e-09  1.923465323648565e-09  1.923465412527610e-09  1.673331675560497e-07  6.036433555078146e-08  1.199999999366773e+00  3.299999999647587e+00 -7.048273076293299e-10 -1.266454496828828e-09 
 2.000000000000000e-09  1.923465327118012e-09  1.923465410812247e-09  1.673331656329863e-07  6.036433572706808e-08  1.199999999366773e+00  3.299999999647566e+00 -7.048690520150558e-10 -1.266453608650409e-09 
 4.000000000000000e-09  1.923465394772228e-09  1.923465409096181e-09  1.673331644176115e-07  6.036433478913082e-08  1.199999999366775e+00  3.299999999647552e+00 -7.048965855460665e-10 -1.266450500025940e-09 
 8.000000000000000e-09  1.923465361161961e-09  1.923465405590747e-09  1.673331653214357e-07  6.036433562724878e-08  1.199999999366773e+00  3.299999999647543e+00 -7.049152372928802e-10 -1.266454052739618e-09 
 1.600000000000000e-08  1.923465383604946e-09  1.923465401106271e-09  1.673331651584222e-07  6.036433512981113e-08  1.199999999366776e+00  3.299999999647547e+00 -7.049072436871029e-10 -1.266448279579890e-09 
 3.200000000000000e-08  1.923465359806708e-09  1.923465391444278e-09  1.673331654545833e-07  6.036433541601859e-08  1.199999999366779e+00  3.299999999647553e+00 -7.048948091892271e-10 -1.266442950509372e-09 
 6.400000000000000e-08  1.923465351187301e-09  1.923465374689744e-09  1.673331652921013e-07  6.036433548055221e-08  1.199999999366775e+00  3.299999999647565e+00 -7.048708283718952e-10 -1.266450055936730e-09 
 1.140000000000000e-07  1.923465327172223e-09  1.923465350365517e-09  1.673331651940523e-07  6.036433537050184e-08  1.199999999366773e+00  3.299999999647549e+00 -7.049019146165847e-10 -1.266454940918038e-09 
 1.640000000000000e-07  1.923465304837658e-09  1.923465327289528e-09  1.673331653308062e-07  6.036433521311728e-08  1.199999999366776e+00  3.299999999647564e+00 -7.048734929071543e-10 -1.266447391401471e-09 
 2.140000000000000e-07  1.923465281093630e-09  1.923465304195971e-09  1.673331654417148e-07  6.036433534032137e-08  1.199999999366776e+00  3.299999999647563e+00 -7.048743810855740e-10 -1.266447391401471e-09 
 2.640000000000000e-07  1.923465328581685e-09  1.923465309331545e-09  1.673331651633905e-07  6.036433520533407e-08  1.199999999366776e+00  3.299999999647562e+00 -7.048761574424134e-10 -1.266447835490681e-09 
 3.140000000000000e-07  1.923465355063323e-09  1.923465328651371e-09  1.673331652741619e-07  6.036433533304608e-08  1.199999999366776e+00  3.299999999647561e+00 -7.048788219776725e-10 -1.266447391401471e-09 
 3.640000000000000e-07  1.923465380948650e-09  1.923465353434248e-09  1.673331652008908e-07  6.036433545288333e-08  1.199999999366776e+00  3.299999999647562e+00 -7.048761574424134e-10 -1.266447835490681e-09 
 4.140000000000000e-07  1.923465336469256e-09  1.923465351604827e-09  1.673331653023407e-07  6.036433534347093e-08  1.199999999366776e+00  3.299999999647562e+00 -7.048761574424134e-10 -1.266447391401471e-09 
 4.640000000000000e-07  1.923465313050489e-09  1.923465335817207e-09  1.673331654256566e-07  6.036433546266866e-08  1.199999999366776e+00  3.299999999647561e+00 -7.048779337992528e-10 -1.266447391401471e-09 
 5.140000000000001e-07  1.923465361785377e-09  1.923465343046951e-09  1.673331653418140e-07  6.036433532283972e-08  1.199999999366776e+00  3.299999999647563e+00 -7.048752692639937e-10 -1.266447835490681e-09 
 5.640000000000001e-07  1.923465318390185e-09  1.923465334630194e-09  1.673331652615812e-07  6.036433521436794e-08  1.199999999366776e+00  3.299999999647562e+00 -7.048761574424134e-10 -1.266447835490681e-09 
 6.140000000000002e-07  1.923465294890103e-09  1.923465317050806e-09  1.673331653735226e-07  6.036433530349423e-08  1.199999999366776e+00  3.299999999647563e+00 -7.048743810855740e-10 -1.266447391401471e-09 
 6.640000000000002e-07  1.923465273016324e-09  1.923465295921136e-09  1.673331652982568e-07  6.036433544475136e-08  1.199999999366777e+00  3.299999999647564e+00 -7.048717165503149e-10 -1.266446947312261e-09 
 7.140000000000003e-07  1.923465319962278e-09  1.923465301311659e-09  1.673331652048365e-07  6.036433532533340e-08  1.199999999366776e+00  3.299999999647561e+00 -7.048788219776725e-10 -1.266447391401471e-09 
 7.640000000000003e-07  1.923465347175753e-09  1.923465320735401e-09  1.673331653295026e-07  6.036433545267576e-08  1.199999999366777e+00  3.299999999647563e+00 -7.048743810855740e-10 -1.266446947312261e-09 
 8.140000000000004e-07  1.923465371136621e-09  1.923465344780638e-09  1.673331654353645e-07  6.036433555169320e-08  1.199999999366776e+00  3.299999999647563e+00 -7.048752692639937e-10 -1.266447391401471e-09 
