 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  6.415598409059699e-28  6.415598409059699e-28  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -6.639879990833331e-25 -1.327975998166666e-24  0.000000000000000e+00 
 5.000000000000000e-10 -2.089643392569828e-21 -2.068890333253206e-23 -1.048184286257369e-20 -1.158647478836225e-22 -1.145474293762036e-25 -5.936357247624422e-24 -1.187271449524884e-23 -2.290948587524072e-25 
 1.000000000000000e-09 -1.987351830840459e-21 -4.016081350587787e-23 -2.038736054658172e-20 -2.251573699455821e-22 -1.655787684500907e-25 -8.175104550338279e-24 -1.635020910067656e-23 -3.311575369001814e-25 
 2.000000000000000e-09  1.698220965078555e-19  1.958623336412758e-21  2.603598597756345e-17  8.123569774693255e-18 -6.375397974696785e-22 -2.049238288454789e-21 -4.098476576909578e-21 -1.275079594939357e-21 
 4.000000000000000e-09  7.116567340410546e-20  5.142213689498241e-21  7.496187108218140e-17  2.129189405495477e-17 -7.754822732992450e-22 -2.069641865092363e-21 -4.139283730184725e-21 -1.550964546598490e-21 
 8.000000000000000e-09  4.630318729104144e-20  9.457670765206693e-21  1.557968287750790e-16  3.846441647543314e-17 -6.559107970435419e-22  8.551532406975914e-21  1.710306481395183e-20 -1.311821594087084e-21 
 1.600000000000000e-08 -6.769606893315229e-21  1.118627204745912e-20  1.893395210651740e-16  5.646014073354318e-17 -2.625408411550969e-22  7.041581559431326e-21  1.408316311886265e-20 -5.250816823101937e-22 
 3.200000000000000e-08  1.954677173593033e-20  1.369306480416081e-20  2.270259476418147e-16  7.546774098127873e-17 -9.077291243310282e-23 -2.461634197893991e-21 -4.923268395787983e-21 -1.815458248662056e-22 
 6.400000000000000e-08  7.291601329398586e-21  1.336594936416995e-20  2.796508012169187e-16  9.859317893166945e-17 -6.863530963469417e-23 -1.864447575224224e-21 -3.728895150448449e-21 -1.372706192693883e-22 
 1.140000000000000e-07  1.350754533307305e-20  1.330078569922027e-20  2.927910092219909e-16  1.104414204704584e-16 -1.074927797519870e-23  9.260208947456033e-22  1.852041789491207e-21 -2.149855595039739e-23 
 1.640000000000000e-07  9.033385867634282e-21  1.158079303359594e-20  3.034918360660219e-16  1.185577405008332e-16  4.726179714388391e-24 -7.765797813210502e-22 -1.553159562642100e-21  9.452359428776781e-24 
 2.140000000000000e-07  7.990716549855136e-21  9.800763906974753e-21  2.951764670176115e-16  1.262245007213324e-16 -1.473765734194363e-24 -8.346652741191115e-22 -1.669330548238223e-21 -2.947531468388726e-24 
 2.640000000000000e-07  7.002865209402966e-21  8.325598602621800e-21  2.849177110290065e-16  1.330841494495671e-16 -1.178120738536495e-24 -8.195985454621169e-22 -1.639197090924234e-21 -2.356241477072989e-24 
 3.140000000000000e-07  9.015495345008015e-21  8.306524238705696e-21  2.786255606480479e-16  1.388422610351876e-16  7.521076863208557e-25 -9.973144118538107e-23 -1.994628823707621e-22  1.504215372641711e-24 
