 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  6.935776782427188e-10  6.935776782427188e-10  7.051008223267915e-08  1.261786331055533e-08  1.199999999802322e+00  3.299999999875124e+00 -2.497531070844161e-10 -3.953570804071660e-10 
 5.000000000000001e-12  6.935774177208032e-10  6.935776782166693e-10  7.051045153151325e-08  1.261786793254764e-08  1.199999999802322e+00  3.299999999875125e+00 -2.497513307275767e-10 -3.953561922287463e-10 
 1.000000000000000e-11  6.935771956761982e-10  6.935776781684201e-10  7.051058681205816e-08  1.261786304292799e-08  1.199999999802323e+00  3.299999999875125e+00 -2.497513307275767e-10 -3.953553040503266e-10 
 2.000000000000000e-11  6.935780144656789e-10  6.935776781701763e-10  7.051060474487739e-08  1.261785074956437e-08  1.199999999802324e+00  3.299999999875136e+00 -2.497291262670842e-10 -3.953526395150675e-10 
 4.000000000000000e-11  6.935784793715705e-10  6.935776783638231e-10  7.051030717202546e-08  1.261785082998595e-08  1.199999999802327e+00  3.299999999875153e+00 -2.496944873087159e-10 -3.953459781769197e-10 
 8.000000000000001e-11  6.935775703764691e-10  6.935776784668573e-10  7.050989542309910e-08  1.261786078947514e-08  1.199999999802330e+00  3.299999999875157e+00 -2.496873818813583e-10 -3.953397609279818e-10 
 1.600000000000000e-10  6.935776640515368e-10  6.935776785353804e-10  7.050987762481484e-08  1.261786998246280e-08  1.199999999802333e+00  3.299999999875159e+00 -2.496820528108401e-10 -3.953348759466735e-10 
 3.200000000000000e-10  6.935777646654984e-10  6.935776787551465e-10  7.051008827445264e-08  1.261786521416062e-08  1.199999999802333e+00  3.299999999875154e+00 -2.496918227734568e-10 -3.953344318574636e-10 
 6.400000000000001e-10  6.935775131305943e-10  6.935776782967215e-10  7.051011599493011e-08  1.261786247733779e-08  1.199999999802331e+00  3.299999999875141e+00 -2.497175799476281e-10 -3.953384286603523e-10 
 1.140000000000000e-09  6.935776501737489e-10  6.935776778534501e-10  7.051008319469162e-08  1.261786457486572e-08  1.199999999802327e+00  3.299999999875109e+00 -2.497833051506859e-10 -3.953459781769197e-10 
 1.640000000000000e-09  6.935776640515368e-10  6.935776776152681e-10  7.051008141681471e-08  1.261786306490021e-08  1.199999999802326e+00  3.299999999875098e+00 -2.498055096111784e-10 -3.953481986229690e-10 
 2.140000000000000e-09  6.935777039501767e-10  6.935776777108033e-10  7.051008162949160e-08  1.261786333118850e-08  1.199999999802326e+00  3.299999999875097e+00 -2.498063977895981e-10 -3.953481986229690e-10 
 2.640000000000000e-09  6.935776701230689e-10  6.935776776921875e-10  7.051008246221979e-08  1.261786358256597e-08  1.199999999802326e+00  3.299999999875099e+00 -2.498028450759193e-10 -3.953481986229690e-10 
 3.140000000000000e-09  6.935776770619628e-10  6.935776776818496e-10  7.051008241313302e-08  1.261786272711542e-08  1.199999999802326e+00  3.299999999875099e+00 -2.498019568974996e-10 -3.953481986229690e-10 
 3.640000000000000e-09  6.935776640515368e-10  6.935776775881595e-10  7.051008169412310e-08  1.261786427006909e-08  1.199999999802326e+00  3.299999999875098e+00 -2.498046214327587e-10 -3.953481986229690e-10 
