 time                   v(gate)                v(gfet)                v(gate_core)           v(en_core)             v(vdd)                 v(vdda)                i(vdda)                i(vdd)                
 0.000000000000000e+00  8.891929109905273e-10  8.891929109905273e-10  9.543727081950576e-08  1.774553495339352e-08  1.319999999710643e+00  3.599999999850733e+00 -2.985345304296061e-10 -5.787148538161091e-10 
 5.000000000000000e-11  8.891927506804453e-10  8.891929108303774e-10  9.543757495465317e-08  1.774552874419816e-08  1.319999999710644e+00  3.599999999850730e+00 -2.985398595001243e-10 -5.787121892808500e-10 
 1.000000000000000e-10  8.891927368026575e-10  8.891929106565236e-10  9.543728824782099e-08  1.774553329727550e-08  1.319999999710646e+00  3.599999999850727e+00 -2.985451885706425e-10 -5.787086365671712e-10 
 2.000000000000000e-10  8.891930768084588e-10  8.891929107167505e-10  9.543714748389552e-08  1.774553628670119e-08  1.319999999710648e+00  3.599999999850716e+00 -2.985682812095547e-10 -5.787041956750727e-10 
 4.000000000000000e-10  8.891929050708347e-10  8.891929107512988e-10  9.543726538369893e-08  1.774553570257580e-08  1.319999999710650e+00  3.599999999850706e+00 -2.985887093132078e-10 -5.787010870506037e-10 
 8.000000000000000e-10  8.891927662929566e-10  8.891929100887179e-10  9.543729492824406e-08  1.774553423636888e-08  1.319999999710651e+00  3.599999999850679e+00 -2.986428881968095e-10 -5.786988666045545e-10 
 1.600000000000000e-09  8.891929154791756e-10  8.891929096149497e-10  9.543727130972322e-08  1.774553463518650e-08  1.319999999710650e+00  3.599999999850662e+00 -2.986766389767581e-10 -5.787006429613939e-10 
 3.200000000000000e-09  8.891929415000277e-10  8.891929098437361e-10  9.543726983146793e-08  1.774553531800838e-08  1.319999999710646e+00  3.599999999850648e+00 -2.987050606861885e-10 -5.787073042995416e-10 
 6.400000000000000e-09  8.891929042034730e-10  8.891929098114201e-10  9.543727095206247e-08  1.774553485287214e-08  1.319999999710644e+00  3.599999999850637e+00 -2.987254887898416e-10 -5.787126333700598e-10 
 1.140000000000000e-08  8.891929336937721e-10  8.891929111902402e-10  9.543727078232921e-08  1.774553496561321e-08  1.319999999710644e+00  3.599999999850635e+00 -2.987299296819401e-10 -5.787126333700598e-10 
 1.640000000000000e-08  8.891929490894429e-10  8.891929139898218e-10  9.543727078038410e-08  1.774553506647747e-08  1.319999999710642e+00  3.599999999850654e+00 -2.986926261883127e-10 -5.787157419945288e-10 
 2.140000000000000e-08  8.891929122265690e-10  8.891929147544877e-10  9.543727092754381e-08  1.774553489653844e-08  1.319999999710642e+00  3.599999999850657e+00 -2.986855207609551e-10 -5.787161860837386e-10 
 2.640000000000000e-08  8.891929078897604e-10  8.891929145644005e-10  9.543727066766665e-08  1.774553507306171e-08  1.319999999710642e+00  3.599999999850658e+00 -2.986837444041157e-10 -5.787166301729485e-10 
 3.140000000000000e-08  8.891929089739625e-10  8.891929141555958e-10  9.543727092925279e-08  1.774553494635029e-08  1.319999999710642e+00  3.599999999850657e+00 -2.986864089393748e-10 -5.787161860837386e-10 
 3.640000000000000e-08  8.891929039866325e-10  8.891929133922841e-10  9.543727088625809e-08  1.774553512035740e-08  1.319999999710642e+00  3.599999999850656e+00 -2.986872971177945e-10 -5.787166301729485e-10 
 4.139999999999999e-08  8.891929594977838e-10  8.891929160353430e-10  9.543727081955284e-08  1.774553479445364e-08  1.319999999710642e+00  3.599999999850658e+00 -2.986846325825354e-10 -5.787166301729485e-10 
 4.639999999999999e-08  8.891929722913694e-10  8.891929203773006e-10  9.543727090711745e-08  1.774553496363410e-08  1.319999999710642e+00  3.599999999850658e+00 -2.986846325825354e-10 -5.787166301729485e-10 
