Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L30_0;CTX_L30_2;0.045;
C2;CTX_L30_0;CTX_L8_0;0.069;
C3;CTX_L30_0;P,PSEG_L50_1;0.059;
C4;CTX_L30_0;VSUBS;1.02;
C5;CTX_L30_2;CTX_L30_3,CTX_L50_0;0.086;
C6;CTX_L30_2;CTX_L8_0;0.013;
C7;CTX_L30_2;P,PSEG_L50_1;0.429;
C8;CTX_L30_2;VSUBS;0.496;
C9;CTX_L30_3,CTX_L50_0;CTX_L8_0;0.001;
C10;CTX_L30_3,CTX_L50_0;P,PSEG_L50_1;0.181;
C11;CTX_L30_3,CTX_L50_0;VSUBS;0.367;
C12;CTX_L8_0;P,PSEG_L50_1;0.019;
C13;CTX_L8_0;VSUBS;1.08;
C14;P,PSEG_L50_1;VSUBS;0.507;
