 frequency              onoise_spectrum        inoise_spectrum       
 1.000000000000000e+00  2.417482373114828e-04  1.209534920724691e-05 
 1.002305238077900e+00  2.414565908242619e-04  1.208075730723045e-05 
 1.004615790278395e+00  2.411652993949571e-04  1.206618317176745e-05 
 1.006931668851804e+00  2.408743625870748e-04  1.205162677901889e-05 
 1.009252886076684e+00  2.405837799646638e-04  1.203708810717290e-05 
 1.011579454259898e+00  2.402935510923142e-04  1.202256713444469e-05 
 1.013911385736679e+00  2.400036755351564e-04  1.200806383907650e-05 
 1.016248692870695e+00  2.397141528588613e-04  1.199357819933761e-05 
 1.018591388054117e+00  2.394249826296392e-04  1.197911019352430e-05 
 1.020939483707680e+00  2.391361644142389e-04  1.196465979995978e-05 
 1.023292992280754e+00  2.388476977799472e-04  1.195022699699417e-05 
 1.025651926251407e+00  2.385595822945882e-04  1.193581176300452e-05 
 1.028016298126473e+00  2.382718175265231e-04  1.192141407639469e-05 
 1.030386120441616e+00  2.379844030446483e-04  1.190703391559536e-05 
 1.032761405761397e+00  2.376973384183964e-04  1.189267125906400e-05 
 1.035142166679343e+00  2.374106232177341e-04  1.187832608528485e-05 
 1.037528415818012e+00  2.371242570131621e-04  1.186399837276885e-05 
 1.039920165829059e+00  2.368382393757146e-04  1.184968810005359e-05 
 1.042317429393304e+00  2.365525698769588e-04  1.183539524570339e-05 
 1.044720219220799e+00  2.362672480889928e-04  1.182111978830910e-05 
 1.047128548050899e+00  2.359822735844470e-04  1.180686170648821e-05 
 1.049542428652321e+00  2.356976459364819e-04  1.179262097888474e-05 
 1.051961873823222e+00  2.354133647187888e-04  1.177839758416922e-05 
 1.054386896391258e+00  2.351294295055868e-04  1.176419150103867e-05 
 1.056817509213657e+00  2.348458398716252e-04  1.175000270821656e-05 
 1.059253725177288e+00  2.345625953921803e-04  1.173583118445278e-05 
 1.061695557198723e+00  2.342796956430559e-04  1.172167690852359e-05 
 1.064143018224315e+00  2.339971402005829e-04  1.170753985923163e-05 
 1.066596121230257e+00  2.337149286416179e-04  1.169342001540581e-05 
 1.069054879222657e+00  2.334330605435426e-04  1.167931735590138e-05 
 1.071519305237605e+00  2.331515354842638e-04  1.166523185959978e-05 
 1.073989412341243e+00  2.328703530422120e-04  1.165116350540872e-05 
 1.076465213629834e+00  2.325895127963414e-04  1.163711227226208e-05 
 1.078946722229827e+00  2.323090143261285e-04  1.162307813911987e-05 
 1.081433951297937e+00  2.320288572115722e-04  1.160906108496826e-05 
 1.083926914021202e+00  2.317490410331927e-04  1.159506108881947e-05 
 1.086425623617064e+00  2.314695653720308e-04  1.158107812971179e-05 
 1.088930093333432e+00  2.311904298096475e-04  1.156711218670954e-05 
 1.091440336448755e+00  2.309116339281232e-04  1.155316323890301e-05 
 1.093956366272092e+00  2.306331773100574e-04  1.153923126540847e-05 
 1.096478196143184e+00  2.303550595385671e-04  1.152531624536809e-05 
 1.099005839432520e+00  2.300772801972875e-04  1.151141815794995e-05 
 1.101539309541413e+00  2.297998388703700e-04  1.149753698234798e-05 
 1.104078619902072e+00  2.295227351424827e-04  1.148367269778193e-05 
 1.106623783977665e+00  2.292459685988089e-04  1.146982528349736e-05 
 1.109174815262399e+00  2.289695388250469e-04  1.145599471876559e-05 
 1.111731727281590e+00  2.286934454074094e-04  1.144218098288363e-05 
 1.114294533591728e+00  2.284176879326225e-04  1.142838405517426e-05 
 1.116863247780559e+00  2.281422659879255e-04  1.141460391498586e-05 
 1.119437883467150e+00  2.278671791610696e-04  1.140084054169248e-05 
 1.122018454301962e+00  2.275924270403183e-04  1.138709391469376e-05 
 1.124604973966925e+00  2.273180092144453e-04  1.137336401341490e-05 
 1.127197456175508e+00  2.270439252727356e-04  1.135965081730664e-05 
 1.129795914672796e+00  2.267701748049833e-04  1.134595430584523e-05 
 1.132400363235555e+00  2.264967574014919e-04  1.133227445853240e-05 
 1.135010815672313e+00  2.262236726530734e-04  1.131861125489531e-05 
 1.137627285823429e+00  2.259509201510474e-04  1.130496467448653e-05 
 1.140249787561167e+00  2.256784994872410e-04  1.129133469688399e-05 
 1.142878334789770e+00  2.254064102539876e-04  1.127772130169099e-05 
 1.145512941445533e+00  2.251346520441270e-04  1.126412446853615e-05 
 1.148153621496880e+00  2.248632244510037e-04  1.125054417707334e-05 
 1.150800388944433e+00  2.245921270684670e-04  1.123698040698170e-05 
 1.153453257821090e+00  2.243213594908704e-04  1.122343313796559e-05 
 1.156112242192096e+00  2.240509213130711e-04  1.120990234975455e-05 
 1.158777356155124e+00  2.237808121304282e-04  1.119638802210326e-05 
 1.161448613840340e+00  2.235110315388039e-04  1.118289013479156e-05 
 1.164126029410489e+00  2.232415791345613e-04  1.116940866762435e-05 
 1.166809617060960e+00  2.229724545145647e-04  1.115594360043160e-05 
 1.169499391019868e+00  2.227036572761783e-04  1.114249491306832e-05 
 1.172195365548128e+00  2.224351870172663e-04  1.112906258541450e-05 
 1.174897554939527e+00  2.221670433361915e-04  1.111564659737510e-05 
 1.177605973520804e+00  2.218992258318156e-04  1.110224692888004e-05 
 1.180320635651727e+00  2.216317341034976e-04  1.108886355988410e-05 
 1.183041555725162e+00  2.213645677510937e-04  1.107549647036697e-05 
 1.185768748167157e+00  2.210977263749569e-04  1.106214564033317e-05 
 1.188502227437015e+00  2.208312095759355e-04  1.104881104981201e-05 
 1.191242008027372e+00  2.205650169553739e-04  1.103549267885762e-05 
 1.193988104464270e+00  2.202991481151103e-04  1.102219050754884e-05 
 1.196740531307240e+00  2.200336026574773e-04  1.100890451598924e-05 
 1.199499303149375e+00  2.197683801853010e-04  1.099563468430708e-05 
 1.202264434617409e+00  2.195034803019000e-04  1.098238099265528e-05 
 1.205035940371794e+00  2.192389026110853e-04  1.096914342121137e-05 
 1.207813835106776e+00  2.189746467171596e-04  1.095592195017749e-05 
 1.210598133550479e+00  2.187107122249158e-04  1.094271655978032e-05 
 1.213388850464973e+00  2.184470987396380e-04  1.092952723027110e-05 
 1.216186000646364e+00  2.181838058670992e-04  1.091635394192554e-05 
 1.218989598924862e+00  2.179208332135623e-04  1.090319667504386e-05 
 1.221799660164868e+00  2.176581803857781e-04  1.089005540995067e-05 
 1.224616199265044e+00  2.173958469909853e-04  1.087693012699502e-05 
 1.227439231158403e+00  2.171338326369101e-04  1.086382080655035e-05 
 1.230268770812377e+00  2.168721369317651e-04  1.085072742901442e-05 
 1.233104833228904e+00  2.166107594842491e-04  1.083764997480933e-05 
 1.235947433444506e+00  2.163496999035462e-04  1.082458842438143e-05 
 1.238796586530364e+00  2.160889577993255e-04  1.081154275820138e-05 
 1.241652307592406e+00  2.158285327817399e-04  1.079851295676402e-05 
 1.244514611771380e+00  2.155684244614264e-04  1.078549900058842e-05 
 1.247383514242938e+00  2.153086324495047e-04  1.077250087021777e-05 
 1.250259030217715e+00  2.150491563575767e-04  1.075951854621946e-05 
 1.253141174941411e+00  2.147899957977266e-04  1.074655200918492e-05 
 1.256029963694869e+00  2.145311503825195e-04  1.073360123972971e-05 
 1.258925411794162e+00  2.142726197250008e-04  1.072066621849339e-05 
 1.261827534590665e+00  2.140144034386964e-04  1.070774692613956e-05 
 1.264736347471145e+00  2.137565011376112e-04  1.069484334335580e-05 
 1.267651865857840e+00  2.134989124362289e-04  1.068195545085363e-05 
 1.270574105208536e+00  2.132416369495117e-04  1.066908322936851e-05 
 1.273503081016656e+00  2.129846742928986e-04  1.065622665965979e-05 
 1.276438808811338e+00  2.127280240823069e-04  1.064338572251070e-05 
 1.279381304157518e+00  2.124716859341287e-04  1.063056039872826e-05 
 1.282330582656015e+00  2.122156594652330e-04  1.061775066914334e-05 
 1.285286659943609e+00  2.119599442929636e-04  1.060495651461057e-05 
 1.288249551693127e+00  2.117045400351390e-04  1.059217791600830e-05 
 1.291219273613528e+00  2.114494463100513e-04  1.057941485423865e-05 
 1.294195841449979e+00  2.111946627364665e-04  1.056666731022737e-05 
 1.297179270983949e+00  2.109401889336233e-04  1.055393526492390e-05 
 1.300169578033283e+00  2.106860245212323e-04  1.054121869930129e-05 
 1.303166778452292e+00  2.104321691194762e-04  1.052851759435618e-05 
 1.306170888131834e+00  2.101786223490082e-04  1.051583193110881e-05 
 1.309181922999400e+00  2.099253838309524e-04  1.050316169060292e-05 
 1.312199899019196e+00  2.096724531869023e-04  1.049050685390578e-05 
 1.315224832192231e+00  2.094198300389212e-04  1.047786740210813e-05 
 1.318256738556399e+00  2.091675140095406e-04  1.046524331632416e-05 
 1.321295634186567e+00  2.089155047217604e-04  1.045263457769149e-05 
 1.324341535194657e+00  2.086638017990479e-04  1.044004116737110e-05 
 1.327394457729732e+00  2.084124048653373e-04  1.042746306654738e-05 
 1.330454417978083e+00  2.081613135450289e-04  1.041490025642801e-05 
 1.333521432163316e+00  2.079105274629893e-04  1.040235271824399e-05 
 1.336595516546434e+00  2.076600462445497e-04  1.038982043324958e-05 
 1.339676687425927e+00  2.074098695155061e-04  1.037730338272230e-05 
 1.342764961137855e+00  2.071599969021187e-04  1.036480154796289e-05 
 1.345860354055940e+00  2.069104280311109e-04  1.035231491029525e-05 
 1.348962882591645e+00  2.066611625296686e-04  1.033984345106646e-05 
 1.352072563194268e+00  2.064122000254408e-04  1.032738715164671e-05 
 1.355189412351027e+00  2.061635401465374e-04  1.031494599342933e-05 
 1.358313446587145e+00  2.059151825215297e-04  1.030251995783065e-05 
 1.361444682465941e+00  2.056671267794497e-04  1.029010902629011e-05 
 1.364583136588915e+00  2.054193725497891e-04  1.027771318027011e-05 
 1.367728825595840e+00  2.051719194624989e-04  1.026533240125607e-05 
 1.370881766164844e+00  2.049247671479891e-04  1.025296667075636e-05 
 1.374041975012506e+00  2.046779152371277e-04  1.024061597030225e-05 
 1.377209468893937e+00  2.044313633612409e-04  1.022828028144793e-05 
 1.380384264602875e+00  2.041851111521110e-04  1.021595958577045e-05 
 1.383566378971771e+00  2.039391582419778e-04  1.020365386486972e-05 
 1.386755828871879e+00  2.036935042635363e-04  1.019136310036842e-05 
 1.389952631213343e+00  2.034481488499372e-04  1.017908727391205e-05 
 1.393156802945293e+00  2.032030916347860e-04  1.016682636716885e-05 
 1.396368361055928e+00  2.029583322521422e-04  1.015458036182979e-05 
 1.399587322572608e+00  2.027138703365192e-04  1.014234923960852e-05 
 1.402813704561948e+00  2.024697055228833e-04  1.013013298224139e-05 
 1.406047524129904e+00  2.022258374466536e-04  1.011793157148737e-05 
 1.409288798421864e+00  2.019822657437006e-04  1.010574498912804e-05 
 1.412537544622744e+00  2.017389900503467e-04  1.009357321696756e-05 
 1.415793779957071e+00  2.014960100033646e-04  1.008141623683268e-05 
 1.419057521689082e+00  2.012533252399779e-04  1.006927403057263e-05 
 1.422328787122809e+00  2.010109353978595e-04  1.005714658005917e-05 
 1.425607593602177e+00  2.007688401151315e-04  1.004503386718652e-05 
 1.428893958511092e+00  2.005270390303643e-04  1.003293587387135e-05 
 1.432187899273532e+00  2.002855317825768e-04  1.002085258205273e-05 
 1.435489433353645e+00  2.000443180112349e-04  1.000878397369213e-05 
 1.438798578255834e+00  1.998033973562514e-04  9.996730030773377e-06 
 1.442115351524857e+00  1.995627694579860e-04  9.984690735302629e-06 
 1.445439770745916e+00  1.993224339572434e-04  9.972666069308333e-06 
 1.448771853544750e+00  1.990823904952738e-04  9.960656014841222e-06 
 1.452111617587730e+00  1.988426387137721e-04  9.948660553974280e-06 
 1.455459080581954e+00  1.986031782548773e-04  9.936679668802709e-06 
 1.458814260275336e+00  1.983640087611720e-04  9.924713341443889e-06 
 1.462177174456706e+00  1.981251298756814e-04  9.912761554037377e-06 
 1.465547840955899e+00  1.978865412418735e-04  9.900824288744856e-06 
 1.468926277643854e+00  1.976482425036581e-04  9.888901527750126e-06 
 1.472312502432706e+00  1.974102333053860e-04  9.876993253259060e-06 
 1.475706533275881e+00  1.971725132918492e-04  9.865099447499585e-06 
 1.479108388168194e+00  1.969350821082799e-04  9.853220092721656e-06 
 1.482518085145940e+00  1.966979394003494e-04  9.841355171197230e-06 
 1.485935642286993e+00  1.964610848141687e-04  9.829504665220214e-06 
 1.489361077710902e+00  1.962245179962871e-04  9.817668557106470e-06 
 1.492794409578982e+00  1.959882385936921e-04  9.805846829193789e-06 
 1.496235656094420e+00  1.957522462538082e-04  9.794039463841827e-06 
 1.499684835502360e+00  1.955165406244973e-04  9.782246443432107e-06 
 1.503141966090008e+00  1.952811213540576e-04  9.770467750367988e-06 
 1.506607066186728e+00  1.950459880912229e-04  9.758703367074635e-06 
 1.510080154164134e+00  1.948111404851623e-04  9.746953275998984e-06 
 1.513561248436194e+00  1.945765781854799e-04  9.735217459609728e-06 
 1.517050367459322e+00  1.943423008422137e-04  9.723495900397277e-06 
 1.520547529732481e+00  1.941083081058352e-04  9.711788580873750e-06 
 1.524052753797277e+00  1.938745996272496e-04  9.700095483572922e-06 
 1.527566058238058e+00  1.936411750577942e-04  9.688416591050213e-06 
 1.531087461682015e+00  1.934080340492383e-04  9.676751885882665e-06 
 1.534616982799279e+00  1.931751762537826e-04  9.665101350668897e-06 
 1.538154640303020e+00  1.929426013240593e-04  9.653464968029095e-06 
 1.541700452949544e+00  1.927103089131306e-04  9.641842720604984e-06 
 1.545254439538398e+00  1.924782986744881e-04  9.630234591059780e-06 
 1.548816618912466e+00  1.922465702620536e-04  9.618640562078196e-06 
 1.552387009958067e+00  1.920151233301773e-04  9.607060616366394e-06 
 1.555965631605059e+00  1.917839575336371e-04  9.595494736651954e-06 
 1.559552502826938e+00  1.915530725276396e-04  9.583942905683860e-06 
 1.563147642640938e+00  1.913224679678181e-04  9.572405106232477e-06 
 1.566751070108133e+00  1.910921435102321e-04  9.560881321089496e-06 
 1.570362804333536e+00  1.908620988113680e-04  9.549371533067955e-06 
 1.573982864466203e+00  1.906323335281373e-04  9.537875725002158e-06 
 1.577611269699332e+00  1.904028473178764e-04  9.526393879747682e-06 
 1.581248039270367e+00  1.901736398383467e-04  9.514925980181361e-06 
 1.584893192461097e+00  1.899447107477333e-04  9.503472009201217e-06 
 1.588546748597762e+00  1.897160597046445e-04  9.492031949726471e-06 
 1.592208727051153e+00  1.894876863681121e-04  9.480605784697500e-06 
 1.595879147236716e+00  1.892595903975898e-04  9.469193497075818e-06 
 1.599558028614652e+00  1.890317714529532e-04  9.457795069844044e-06 
 1.603245390690024e+00  1.888042291944996e-04  9.446410486005874e-06 
 1.606941253012860e+00  1.885769632829466e-04  9.435039728586061e-06 
 1.610645635178253e+00  1.883499733794324e-04  9.423682780630382e-06 
 1.614358556826469e+00  1.881232591455148e-04  9.412339625205620e-06 
 1.618080037643048e+00  1.878968202431710e-04  9.401010245399532e-06 
 1.621810097358912e+00  1.876706563347965e-04  9.389694624320821e-06 
 1.625548755750466e+00  1.874447670832056e-04  9.378392745099113e-06 
 1.629296032639705e+00  1.872191521516298e-04  9.367104590884932e-06 
 1.633051947894316e+00  1.869938112037177e-04  9.355830144849668e-06 
 1.636816521427791e+00  1.867687439035349e-04  9.344569390185568e-06 
 1.640589773199521e+00  1.865439499155623e-04  9.333322310105668e-06 
 1.644371723214913e+00  1.863194289046974e-04  9.322088887843836e-06 
 1.648162391525490e+00  1.860951805362522e-04  9.310869106654671e-06 
 1.651961798228996e+00  1.858712044759531e-04  9.299662949813534e-06 
 1.655769963469510e+00  1.856475003899407e-04  9.288470400616490e-06 
 1.659586907437542e+00  1.854240679447689e-04  9.277291442380287e-06 
 1.663412650370151e+00  1.852009068074050e-04  9.266126058442351e-06 
 1.667247212551044e+00  1.849780166452283e-04  9.254974232160725e-06 
 1.671090614310689e+00  1.847553971260303e-04  9.243835946914085e-06 
 1.674942876026418e+00  1.845330479180138e-04  9.232711186101665e-06 
 1.678804018122541e+00  1.843109686897925e-04  9.221599933143285e-06 
 1.682674061070448e+00  1.840891591103908e-04  9.210502171479270e-06 
 1.686553025388722e+00  1.838676188492423e-04  9.199417884570485e-06 
 1.690440931643245e+00  1.836463475761907e-04  9.188347055898249e-06 
 1.694337800447309e+00  1.834253449614881e-04  9.177289668964342e-06 
 1.698243652461725e+00  1.832046106757953e-04  9.166245707290997e-06 
 1.702158508394931e+00  1.829841443901804e-04  9.155215154420824e-06 
 1.706082389003103e+00  1.827639457761195e-04  9.144197993916830e-06 
 1.710015315090267e+00  1.825440145054948e-04  9.133194209362361e-06 
 1.713957307508405e+00  1.823243502505955e-04  9.122203784361107e-06 
 1.717908387157568e+00  1.821049526841161e-04  9.111226702537056e-06 
 1.721868574985986e+00  1.818858214791565e-04  9.100262947534465e-06 
 1.725837891990183e+00  1.816669563092215e-04  9.089312503017859e-06 
 1.729816359215081e+00  1.814483568482202e-04  9.078375352671982e-06 
 1.733803997754117e+00  1.812300227704651e-04  9.067451480201780e-06 
 1.737800828749354e+00  1.810119537506726e-04  9.056540869332360e-06 
 1.741806873391593e+00  1.807941494639613e-04  9.045643503809020e-06 
 1.745822152920482e+00  1.805766095858523e-04  9.034759367397134e-06 
 1.749846688624635e+00  1.803593337922684e-04  9.023888443882218e-06 
 1.753880501841739e+00  1.801423217595337e-04  9.013030717069852e-06 
 1.757923613958671e+00  1.799255731643729e-04  9.002186170785642e-06 
 1.761976046411607e+00  1.797090876839111e-04  8.991354788875256e-06 
 1.766037820686142e+00  1.794928649956732e-04  8.980536555204350e-06 
 1.770108958317399e+00  1.792769047775833e-04  8.969731453658539e-06 
 1.774189480890143e+00  1.790612067079639e-04  8.958939468143409e-06 
 1.778279410038900e+00  1.788457704655366e-04  8.948160582584469e-06 
 1.782378767448067e+00  1.786305957294196e-04  8.937394780927110e-06 
 1.786487574852028e+00  1.784156821791293e-04  8.926642047136621e-06 
 1.790605854035271e+00  1.782010294945784e-04  8.915902365198138e-06 
 1.794733626832503e+00  1.779866373560760e-04  8.905175719116597e-06 
 1.798870915128764e+00  1.777725054443268e-04  8.894462092916782e-06 
 1.803017740859545e+00  1.775586334404312e-04  8.883761470643218e-06 
 1.807174126010903e+00  1.773450210258839e-04  8.873073836360184e-06 
 1.811340092619579e+00  1.771316678825740e-04  8.862399174151699e-06 
 1.815515662773111e+00  1.769185736927846e-04  8.851737468121486e-06 
 1.819700858609959e+00  1.767057381391919e-04  8.841088702392928e-06 
 1.823895702319614e+00  1.764931609048648e-04  8.830452861109078e-06 
 1.828100216142718e+00  1.762808416732650e-04  8.819829928432611e-06 
 1.832314422371187e+00  1.760687801282453e-04  8.809219888545799e-06 
 1.836538343348322e+00  1.758569759540505e-04  8.798622725650515e-06 
 1.840772001468931e+00  1.756454288353158e-04  8.788038423968158e-06 
 1.845015419179449e+00  1.754341384570670e-04  8.777466967739680e-06 
 1.849268618978053e+00  1.752231045047198e-04  8.766908341225531e-06 
 1.853531623414786e+00  1.750123266640788e-04  8.756362528705644e-06 
 1.857804455091673e+00  1.748018046213381e-04  8.745829514479401e-06 
 1.862087136662842e+00  1.745915380630799e-04  8.735309282865628e-06 
 1.866379690834644e+00  1.743815266762746e-04  8.724801818202564e-06 
 1.870682140365775e+00  1.741717701482794e-04  8.714307104847811e-06 
 1.874994508067393e+00  1.739622681668393e-04  8.703825127178363e-06 
 1.879316816803242e+00  1.737530204200850e-04  8.693355869590513e-06 
 1.883649089489774e+00  1.735440265965337e-04  8.682899316499897e-06 
 1.887991349096267e+00  1.733352863850877e-04  8.672455452341422e-06 
 1.892343618644949e+00  1.731267994750348e-04  8.662024261569261e-06 
 1.896705921211120e+00  1.729185655560470e-04  8.651605728656832e-06 
 1.901078279923273e+00  1.727105843181802e-04  8.641199838096765e-06 
 1.905460717963220e+00  1.725028554518745e-04  8.630806574400879e-06 
 1.909853258566211e+00  1.722953786479523e-04  8.620425922100163e-06 
 1.914255925021059e+00  1.720881535976191e-04  8.610057865744745e-06 
 1.918668740670262e+00  1.718811799924628e-04  8.599702389903884e-06 
 1.923091728910131e+00  1.716744575244521e-04  8.589359479165929e-06 
 1.927524913190908e+00  1.714679858859378e-04  8.579029118138290e-06 
 1.931968317016896e+00  1.712617647696508e-04  8.568711291447442e-06 
 1.936421963946579e+00  1.710557938687026e-04  8.558405983738869e-06 
 1.940885877592750e+00  1.708500728765843e-04  8.548113179677066e-06 
 1.945360081622634e+00  1.706446014871660e-04  8.537832863945506e-06 
 1.949844599758017e+00  1.704393793946972e-04  8.527565021246600e-06 
 1.954339455775366e+00  1.702344062938052e-04  8.517309636301699e-06 
 1.958844673505961e+00  1.700296818794955e-04  8.507066693851066e-06 
 1.963360276836018e+00  1.698252058471509e-04  8.496836178653838e-06 
 1.967886289706816e+00  1.696209778925311e-04  8.486618075487997e-06 
 1.972422736114825e+00  1.694169977117722e-04  8.476412369150382e-06 
 1.976969640111831e+00  1.692132650013863e-04  8.466219044456642e-06 
 1.981527025805069e+00  1.690097794582608e-04  8.456038086241194e-06 
 1.986094917357342e+00  1.688065407796589e-04  8.445869479357236e-06 
 1.990673338987157e+00  1.686035486632172e-04  8.435713208676695e-06 
 1.995262314968850e+00  1.684008028069474e-04  8.425569259090231e-06 
 1.999861869632714e+00  1.681983029092345e-04  8.415437615507186e-06 
 2.004472027365131e+00  1.679960486688363e-04  8.405318262855564e-06 
 2.009092812608698e+00  1.677940397848839e-04  8.395211186082045e-06 
 2.013724249862358e+00  1.675922759568801e-04  8.385116370151905e-06 
 2.018366363681530e+00  1.673907568847000e-04  8.375033800049031e-06 
 2.023019178678241e+00  1.671894822685895e-04  8.364963460775892e-06 
 2.027682719521251e+00  1.669884518091655e-04  8.354905337353496e-06 
 2.032357010936190e+00  1.667876652074155e-04  8.344859414821397e-06 
 2.037042077705687e+00  1.665871221646968e-04  8.334825678237655e-06 
 2.041737944669498e+00  1.663868223827358e-04  8.324804112678805e-06 
 2.046444636724642e+00  1.661867655636283e-04  8.314794703239859e-06 
 2.051162178825534e+00  1.659869514098386e-04  8.304797435034250e-06 
 2.055890595984110e+00  1.657873796241990e-04  8.294812293193838e-06 
 2.060629913269968e+00  1.655880499099091e-04  8.284839262868868e-06 
 2.065380155810497e+00  1.653889619705362e-04  8.274878329227962e-06 
 2.070141348791010e+00  1.651901155100141e-04  8.264929477458090e-06 
 2.074913517454877e+00  1.649915102326423e-04  8.254992692764522e-06 
 2.079696687103663e+00  1.647931458430868e-04  8.245067960370870e-06 
 2.084490883097255e+00  1.645950220463787e-04  8.235155265518985e-06 
 2.089296130854006e+00  1.643971385479137e-04  8.225254593468988e-06 
 2.094112455850859e+00  1.641994950534522e-04  8.215365929499243e-06 
 2.098939883623490e+00  1.640020912691184e-04  8.205489258906304e-06 
 2.103778439766441e+00  1.638049269014000e-04  8.195624567004924e-06 
 2.108628149933255e+00  1.636080016571477e-04  8.185771839128015e-06 
 2.113489039836612e+00  1.634113152435751e-04  8.175931060626635e-06 
 2.118361135248467e+00  1.632148673682575e-04  8.166102216869950e-06 
 2.123244462000184e+00  1.630186577391320e-04  8.156285293245233e-06 
 2.128139045982677e+00  1.628226860644971e-04  8.146480275157831e-06 
 2.133044913146541e+00  1.626269520530119e-04  8.136687148031122e-06 
 2.137962089502197e+00  1.624314554136958e-04  8.126905897306540e-06 
 2.142890601120023e+00  1.622361958559284e-04  8.117136508443506e-06 
 2.147830474130498e+00  1.620411730894482e-04  8.107378966919427e-06 
 2.152781734724337e+00  1.618463868243533e-04  8.097633258229678e-06 
 2.157744409152630e+00  1.616518367710997e-04  8.087899367887559e-06 
 2.162718523726984e+00  1.614575226405019e-04  8.078177281424300e-06 
 2.167704104819658e+00  1.612634441437317e-04  8.068466984389014e-06 
 2.172701178863708e+00  1.610696009923186e-04  8.058768462348693e-06 
 2.177709772353122e+00  1.608759928981484e-04  8.049081700888170e-06 
 2.182729911842964e+00  1.606826195734632e-04  8.039406685610112e-06 
 2.187761623949515e+00  1.604894807308611e-04  8.029743402134976e-06 
 2.192804935350411e+00  1.602965760832957e-04  8.020091836101023e-06 
 2.197859872784787e+00  1.601039053440753e-04  8.010451973164252e-06 
 2.202926463053418e+00  1.599114682268630e-04  8.000823798998418e-06 
 2.208004733018861e+00  1.597192644456756e-04  7.991207299294973e-06 
 2.213094709605599e+00  1.595272937148838e-04  7.981602459763076e-06 
 2.218196419800180e+00  1.593355557492116e-04  7.972009266129557e-06 
 2.223309890651364e+00  1.591440502637354e-04  7.962427704138873e-06 
 2.228435149270265e+00  1.589527769738842e-04  7.952857759553145e-06 
 2.233572222830492e+00  1.587617355954387e-04  7.943299418152073e-06 
 2.238721138568300e+00  1.585709258445312e-04  7.933752665732938e-06 
 2.243881923782727e+00  1.583803474376447e-04  7.924217488110597e-06 
 2.249054605835741e+00  1.581900000916129e-04  7.914693871117443e-06 
 2.254239212152389e+00  1.579998835236199e-04  7.905181800603373e-06 
 2.259435770220937e+00  1.578099974511990e-04  7.895681262435797e-06 
 2.264644307593019e+00  1.576203415922330e-04  7.886192242499584e-06 
 2.269864851883781e+00  1.574309156649534e-04  7.876714726697059e-06 
 2.275097430772029e+00  1.572417193879403e-04  7.867248700947981e-06 
 2.280342072000376e+00  1.570527524801213e-04  7.857794151189513e-06 
 2.285598803375388e+00  1.568640146607720e-04  7.848351063376208e-06 
