Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L10_1,CTX_L8_0,CTX_L8_3;0.118;
C2;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L10_2;0.0;
C3;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L10_3,CTX_L30_3,CTX_L8_5;0.006;
C4;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L10_4,CTX_L30_5,CTX_L8_7;0.021;
C5;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L10_5;0.222;
C6;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L126_0;0.563;
C7;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L30_2;0.002;
C8;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L8_1;0.068;
C9;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L8_4;0.001;
C10;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;CTX_L8_9;0.944;
C11;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L10_0;0.008;
C12;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L10_12;0.001;
C13;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L10_13;0.102;
C14;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L10_15;0.002;
C15;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L10_18;0.001;
C16;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L10_20;0.066;
C17;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L10_24;0.0;
C18;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L10_3;0.014;
C19;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L10_4;0.025;
C20;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L10_7;0.002;
C21;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L10_8;0.212;
C22;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L10_9;0.0;
C23;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L126_1;0.224;
C24;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L134_2;0.075;
C25;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L134_3;0.053;
C26;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L30_0;0.0;
C27;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L30_1;0.021;
C28;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L30_12;0.002;
C29;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L30_14;0.002;
C30;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L30_15;0.683;
C31;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L30_18;0.002;
C32;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L30_2;0.017;
C33;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L30_20;0.002;
C34;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L30_21;0.656;
C35;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L30_5;0.014;
C36;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L30_7;0.093;
C37;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L30_8;0.077;
C38;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L30_9;0.004;
C39;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L50_1;0.016;
C40;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L50_11;0.017;
C41;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L50_12;0.22;
C42;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L50_14;0.017;
C43;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L50_16;0.009;
C44;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L50_17;0.193;
C45;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L50_2;0.339;
C46;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L50_4;0.017;
C47;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L50_6;0.017;
C48;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L50_7;0.346;
C49;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L50_9;0.017;
C50;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L8_11;0.002;
C51;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L8_14;0.005;
C52;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L8_15;0.01;
C53;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L8_2;0.005;
C54;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L8_5;0.005;
C55;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L8_6;0.004;
C56;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;FILL_L8_7;0.001;
C57;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;P;0.142;
C58;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_6,CTX_L8_2;VSUBS;1.362;
C59;CTX_L10_1,CTX_L8_0,CTX_L8_3;CTX_L10_2;0.059;
C60;CTX_L10_1,CTX_L8_0,CTX_L8_3;CTX_L10_3,CTX_L30_3,CTX_L8_5;0.007;
C61;CTX_L10_1,CTX_L8_0,CTX_L8_3;CTX_L10_5;0.076;
C62;CTX_L10_1,CTX_L8_0,CTX_L8_3;CTX_L30_2;0.002;
C63;CTX_L10_1,CTX_L8_0,CTX_L8_3;CTX_L8_1;0.054;
C64;CTX_L10_1,CTX_L8_0,CTX_L8_3;CTX_L8_9;0.248;
C65;CTX_L10_1,CTX_L8_0,CTX_L8_3;FILL_L126_1;0.023;
C66;CTX_L10_1,CTX_L8_0,CTX_L8_3;FILL_L30_2;0.01;
C67;CTX_L10_1,CTX_L8_0,CTX_L8_3;FILL_L30_8;0.0;
C68;CTX_L10_1,CTX_L8_0,CTX_L8_3;FILL_L50_2;0.033;
C69;CTX_L10_1,CTX_L8_0,CTX_L8_3;FILL_L50_7;0.006;
C70;CTX_L10_1,CTX_L8_0,CTX_L8_3;VSUBS;0.314;
C71;CTX_L10_2;CTX_L10_3,CTX_L30_3,CTX_L8_5;0.135;
C72;CTX_L10_2;CTX_L10_5;0.035;
C73;CTX_L10_2;CTX_L30_2;0.001;
C74;CTX_L10_2;CTX_L30_4;0.001;
C75;CTX_L10_2;CTX_L8_4;0.016;
C76;CTX_L10_2;CTX_L8_6;0.002;
C77;CTX_L10_2;CTX_L8_9;0.006;
C78;CTX_L10_2;FILL_L10_14;0.0;
C79;CTX_L10_2;FILL_L126_1;0.007;
C80;CTX_L10_2;FILL_L50_7;0.026;
C81;CTX_L10_2;FILL_L8_2;0.001;
C82;CTX_L10_2;VSUBS;0.212;
C83;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L10_4,CTX_L30_5,CTX_L8_7;0.02;
C84;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L10_5;0.019;
C85;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L126_0;0.0;
C86;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L30_2;0.001;
C87;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L30_4;0.009;
C88;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L8_4;0.003;
C89;CTX_L10_3,CTX_L30_3,CTX_L8_5;CTX_L8_6;0.073;
C90;CTX_L10_3,CTX_L30_3,CTX_L8_5;FILL_L10_8;0.0;
C91;CTX_L10_3,CTX_L30_3,CTX_L8_5;FILL_L10_9;0.002;
C92;CTX_L10_3,CTX_L30_3,CTX_L8_5;FILL_L126_1;0.016;
C93;CTX_L10_3,CTX_L30_3,CTX_L8_5;FILL_L134_2;0.0;
C94;CTX_L10_3,CTX_L30_3,CTX_L8_5;FILL_L134_3;0.001;
C95;CTX_L10_3,CTX_L30_3,CTX_L8_5;FILL_L30_15;0.0;
C96;CTX_L10_3,CTX_L30_3,CTX_L8_5;FILL_L50_7;0.021;
C97;CTX_L10_3,CTX_L30_3,CTX_L8_5;FILL_L8_6;0.004;
C98;CTX_L10_3,CTX_L30_3,CTX_L8_5;VSUBS;0.116;
C99;CTX_L10_4,CTX_L30_5,CTX_L8_7;CTX_L10_5;0.156;
C100;CTX_L10_4,CTX_L30_5,CTX_L8_7;CTX_L126_0;0.02;
C101;CTX_L10_4,CTX_L30_5,CTX_L8_7;CTX_L30_4;0.001;
C102;CTX_L10_4,CTX_L30_5,CTX_L8_7;CTX_L8_6;0.019;
C103;CTX_L10_4,CTX_L30_5,CTX_L8_7;CTX_L8_9;0.008;
C104;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L10_13;0.008;
C105;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L10_14;0.002;
C106;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L10_15;0.021;
C107;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L10_21;0.001;
C108;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L10_9;0.236;
C109;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L126_1;0.044;
C110;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L134_3;0.026;
C111;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L30_15;0.104;
C112;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L30_22;0.011;
C113;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L50_11;0.0;
C114;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L50_12;0.775;
C115;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L50_17;0.007;
C116;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L50_7;0.027;
C117;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L8_10;0.021;
C118;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L8_11;0.014;
C119;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L8_15;0.06;
C120;CTX_L10_4,CTX_L30_5,CTX_L8_7;FILL_L8_7;0.031;
C121;CTX_L10_4,CTX_L30_5,CTX_L8_7;VSUBS;0.962;
C122;CTX_L10_5;CTX_L126_0;0.023;
C123;CTX_L10_5;CTX_L30_2;0.0;
C124;CTX_L10_5;CTX_L8_1;0.0;
C125;CTX_L10_5;CTX_L8_4;0.001;
C126;CTX_L10_5;CTX_L8_9;0.077;
C127;CTX_L10_5;FILL_L10_13;0.071;
C128;CTX_L10_5;FILL_L10_14;0.013;
C129;CTX_L10_5;FILL_L10_15;0.024;
C130;CTX_L10_5;FILL_L10_19;0.013;
C131;CTX_L10_5;FILL_L10_20;0.071;
C132;CTX_L10_5;FILL_L10_21;0.024;
C133;CTX_L10_5;FILL_L10_8;0.071;
C134;CTX_L10_5;FILL_L10_9;0.024;
C135;CTX_L10_5;FILL_L126_1;0.021;
C136;CTX_L10_5;FILL_L134_2;0.0;
C137;CTX_L10_5;FILL_L134_3;0.004;
C138;CTX_L10_5;FILL_L30_1;0.009;
C139;CTX_L10_5;FILL_L30_12;0.0;
C140;CTX_L10_5;FILL_L30_15;0.091;
C141;CTX_L10_5;FILL_L30_18;0.0;
C142;CTX_L10_5;FILL_L30_2;0.004;
C143;CTX_L10_5;FILL_L30_21;0.088;
