 v-sweep                v(g)                   v(dh)                  v(dl)                  i(vm_g)                i(vm_dh)               i(vm_dl)               i(vg)                  i(vdh)                 i(vdl)                 i(vdd)                 i(vdda)               
-3.000000000000000e-01 -2.999999999593143e-01  1.199999999999961e+00  1.199999999812028e+00 -1.501076173082705e-12  2.751556100470847e-16  2.245706034780222e-12  1.201407645064525e-10 -2.351805851787506e-11 -2.576348955167184e-11  0.000000000000000e+00 -3.288743169140859e-14 
-2.900000000000000e-01 -2.899999999605357e-01  1.199999999999961e+00  1.199999999823085e+00 -1.456014128708993e-12  2.751565740623672e-16  2.113604539200452e-12  7.412680743674931e-11 -2.351805851787506e-11 -2.563138688952926e-11  0.000000000000000e+00 -3.177720866678343e-14 
-2.800000000000000e-01 -2.799999999617274e-01  1.199999999999961e+00  1.199999999833277e+00 -1.412043225401671e-12  2.751578471715306e-16  1.991844129700023e-12  4.595061163777191e-11 -2.351805851787506e-11 -2.550962838347392e-11  0.000000000000000e+00 -3.087515245927549e-14 
-2.700000000000000e-01 -2.699999999628900e-01  1.199999999999961e+00  1.199999999842678e+00 -1.369151320096407e-12  2.751595332417917e-16  1.879530889998822e-12  2.868617237997958e-11 -2.351805851787506e-11 -2.539731544674528e-11  0.000000000000000e+00 -2.983431837368941e-14 
-2.600000000000000e-01 -2.599999999640238e-01  1.199999999999961e+00  1.199999999851357e+00 -1.327315861388012e-12  2.751617723184386e-16  1.775842911132426e-12  1.809792408122173e-11 -2.351805851787506e-11 -2.529362582041572e-11  0.000000000000000e+00 -2.887675101495021e-14 
-2.500000000000000e-01 -2.499999999651296e-01  1.199999999999961e+00  1.199999999859377e+00 -1.286520369403465e-12  2.751647535928935e-16  1.680025416914658e-12  1.159540793736883e-11 -2.351805851787506e-11 -2.519780836922014e-11  0.000000000000000e+00 -2.815510604894386e-14 
-2.400000000000000e-01 -2.399999999662076e-01  1.199999999999961e+00  1.199999999866797e+00 -1.246747496908007e-12  2.751687331309199e-16  1.591386148228823e-12  7.594128433159666e-12 -2.351805851787506e-11 -2.510916920376815e-11  0.000000000000000e+00 -2.726692762924373e-14 
-2.300000000000000e-01 -2.299999999672584e-01  1.199999999999961e+00  1.199999999873668e+00 -1.207977294581664e-12  2.751740581438296e-16  1.509291001405122e-12  5.124761640937458e-12 -2.351805851787506e-11 -2.502707341526755e-11  0.000000000000000e+00 -2.636487142173579e-14 
-2.200000000000000e-01 -2.199999999682825e-01  1.199999999999961e+00  1.199999999880041e+00 -1.170194149913151e-12  2.751812002650141e-16  1.433159917182708e-12  3.594178253877400e-12 -2.351805851791865e-11 -2.495094334084103e-11  0.000000000000000e+00 -2.551138745145964e-14 
-2.100000000000000e-01 -2.099999999692804e-01  1.199999999999961e+00  1.199999999885958e+00 -1.133378980944233e-12  2.751908012365262e-16  1.362463018612369e-12  2.639364801195067e-12 -2.351805851787505e-11 -2.488024468553739e-11  0.000000000000000e+00 -2.527546507882866e-14 
-2.000000000000000e-01 -1.999999999702525e-01  1.199999999999961e+00  1.199999999891461e+00 -1.097514006759281e-12  2.752037357188752e-16  1.296716999007281e-12  2.038068092362037e-12 -2.351805851787511e-11 -2.481450560469182e-11  0.000000000000000e+00 -2.417218094807999e-14 
-1.899999999999999e-01 -1.899999999711992e-01  1.199999999999961e+00  1.199999999896587e+00 -1.062583181166143e-12  2.752211977557436e-16  1.235481765099849e-12  1.654151429761277e-12 -2.351805851787509e-11 -2.475327160071330e-11  0.000000000000000e+00 -2.365870279919687e-14 
-1.799999999999999e-01 -1.799999999721212e-01  1.199999999999961e+00  1.199999999901368e+00 -1.028566554844845e-12  2.752448199553766e-16  1.178357346501856e-12  1.404173319911198e-12 -2.351805851787511e-11 -2.469614715664940e-11  0.000000000000000e+00 -2.279827995510503e-14 
-1.699999999999999e-01 -1.699999999730188e-01  1.199999999999961e+00  1.199999999905836e+00 -9.954493826458410e-13  2.752768379737906e-16  1.124981091258126e-12  1.236975975622656e-12 -2.351805851787511e-11 -2.464276451112317e-11  0.000000000000000e+00 -2.212520724642817e-14 
-1.599999999999999e-01 -1.599999999738926e-01  1.199999999999961e+00  1.199999999910017e+00 -9.632125826108950e-13  2.753203177964132e-16  1.075025179995316e-12  1.121138719962007e-12 -2.351805851787507e-11 -2.459281314863238e-11  0.000000000000000e+00 -2.168805693050010e-14 
-1.499999999999999e-01 -1.499999999747430e-01  1.199999999999961e+00  1.199999999913937e+00 -9.318383738243785e-13  2.753794701676023e-16  1.028194509745256e-12  1.037365258996454e-12 -2.351805851787511e-11 -2.454598428839842e-11  0.000000000000000e+00 -2.103580090351260e-14 
-1.399999999999999e-01 -1.399999999755703e-01  1.199999999999961e+00  1.199999999917618e+00 -9.013107100941387e-13  2.754600860878562e-16  9.842250256765579e-13  9.737643085538868e-13 -2.351805851787507e-11 -2.450201425245280e-11  0.000000000000000e+00 -2.067497842053071e-14 
-1.299999999999999e-01 -1.299999999763753e-01  1.199999999999961e+00  1.199999999921078e+00 -8.716126778662847e-13  2.755701406761457e-16  9.428826186597123e-13  9.230125217379961e-13 -2.351805851787511e-11 -2.446066364895598e-11  0.000000000000000e+00 -1.998802792402474e-14 
-1.199999999999999e-01 -1.199999999771583e-01  1.199999999999961e+00  1.199999999924336e+00 -8.427277972677949e-13  2.757206314107281e-16  9.039627646271403e-13  8.805805579795831e-13 -2.351806025259858e-11 -2.442175206666634e-11  0.000000000000000e+00 -1.946761088122956e-14 
-1.099999999999999e-01 -1.099999999779196e-01  1.199999999999961e+00  1.199999999927405e+00 -8.146378537021715e-13  2.759267429690009e-16  8.672911665706844e-13  8.436534938316445e-13 -2.351806025259855e-11 -2.438508001238416e-11  0.000000000000000e+00 -1.916229954947786e-14 
-9.999999999999991e-02 -9.999999997865984e-02  1.199999999999961e+00  1.199999999930299e+00 -7.873272346581306e-13  2.762094676149380e-16  8.327257842050512e-13  8.104829141796225e-13 -2.351806025259854e-11 -2.435051564712532e-11  0.000000000000000e+00 -1.877372149086013e-14 
-8.999999999999991e-02 -8.999999997937942e-02  1.199999999999961e+00  1.199999999933024e+00 -7.607805444648230e-13  2.765978615978678e-16  8.001607925004574e-13  7.799679871358349e-13 -2.351806025259855e-11 -2.431794968331081e-11  0.000000000000000e+00 -1.830187670539337e-14 
-7.999999999999992e-02 -7.999999998007870e-02  1.199999999999961e+00  1.199999999935588e+00 -7.349800022066200e-13  2.771321903412815e-16  7.695334959023934e-13  7.514186904799667e-13 -2.351806025259858e-11 -2.428731620144857e-11  0.000000000000000e+00 -1.789248196504476e-14 
-6.999999999999992e-02 -6.999999998075818e-02  1.199999999999961e+00  1.199999999937990e+00 -7.099108627339756e-13  2.778683167945130e-16  7.408347824063506e-13  7.243887109048804e-13 -2.351806198732201e-11 -2.425861693626196e-11  0.000000000000000e+00 -1.751778169425501e-14 
-5.999999999999992e-02 -5.999999998141828e-02  1.199999999999961e+00  1.199999999940226e+00 -6.855572966951717e-13  2.788838301605157e-16  7.141260538539161e-13  6.985950430485314e-13 -2.351806372204553e-11 -2.423191433779630e-11  0.000000000000000e+00 -1.695573128801515e-14 
-4.999999999999992e-02 -4.999999998205941e-02  1.199999999999961e+00  1.199999999942282e+00 -6.619028242171865e-13  2.802866132004181e-16  6.895642179641251e-13  6.738475575391123e-13 -2.351806372204549e-11 -2.420734544920599e-11  0.000000000000000e+00 -1.682389230386428e-14 
